tic,datadate,rlpost_f,rlpost_p,invt_act,npm,qqq,ccc,ivol,ccap_equity,ccap_debt,prccd,prchd,prcld,prcod
AAPL,2014-04-07,0.7131558656692505,0.6452510356903076,0.024,0.213,4.030390576003175,0.1081655804243462,0.014782,0.1082654871116232,0.0608750792644261,0.9842991989770976,0.983148148148148,0.9836216970108184,0.9781589818639892
AAPL,2014-04-08,0.7138766050338745,0.6422283053398132,0.024,0.213,4.030390576003175,0.1081655804243462,0.0147839999999999,0.1091368613363573,0.0608750792644261,0.9999426901255086,0.9909964211715956,0.9938877924466842,0.9946403545320256
AAPL,2014-04-09,0.7136309742927551,0.6439411044120789,0.024,0.213,4.030390576003175,0.1081655804243462,0.0147649999999999,0.1076633105065539,0.0608750792644261,1.0131438178205716,1.00830608986543,1.0064004229033308,0.995144614330052
AAPL,2014-04-10,0.7136068344116211,0.6431190967559814,0.024,0.213,4.030390576003175,0.1081655804243462,0.0147619999999999,0.0936288070054059,0.0608750792644261,0.9871021270176497,1.003298836924353,1.0022029807287076,1.015383437930507
AAPL,2014-04-11,0.7137919068336487,0.6422701478004456,0.024,0.213,4.030390576003175,0.1081655804243462,0.01475,0.0899019598638076,0.0608750792644261,0.9926071674180484,0.9823200060123252,0.9884741097539996,0.9779905027511872
AAPL,2014-04-14,0.7137188911437988,0.6448295712471008,0.024,0.213,4.030390576003175,0.1081655804243462,0.014733,0.1056697590080224,0.0608750792644261,1.0039837570485557,0.998718512709676,1.0001353598638667,1.0055876685934488
AAPL,2014-04-15,0.7136291861534119,0.6439664363861084,0.024,0.213,4.030390576003175,0.1081655804243462,0.014742,0.0977739883706143,0.0608750792644261,0.9928690001533508,0.9990041366630918,0.9886313102994914,0.9968767963211344
AAPL,2014-04-16,0.7140719890594482,0.6462181806564331,0.024,0.213,4.030390576003175,0.1081655804243462,0.014416,0.099912045666171,0.0608750792644261,1.002027377022816,0.998945633003604,1.005486476443784,0.9957329847963556
AAPL,2014-04-17,0.7141947150230408,0.6460943222045898,0.024,0.213,4.030390576003175,0.1081655804243462,0.014345,0.1010530600245389,0.0608750792644261,1.0114255987360552,1.012800092114606,1.009850712477686,1.0037641154328734
AAPL,2014-04-21,0.7146167755126953,0.6444372534751892,0.024,0.213,4.030390576003175,0.1081655804243462,0.014346,0.0997186994593694,0.0608750792644261,1.0118680230121535,1.0082992269213278,1.0091679506933744,1.010269230769231
AAPL,2014-04-22,0.7145190238952637,0.6464977264404297,0.024,0.213,4.030390576003175,0.1081655804243462,0.0143019999999999,0.0991115350193501,0.0608750792644261,1.0009959146789162,0.9994099297177436,1.0048496068402166,1.0056534815548024
AAPL,2014-04-23,0.7143331170082092,0.6456987857818604,0.024,0.213,4.030390576003175,0.1081655804243462,0.0143,0.0911378052113219,0.0608750792644261,0.986930575381936,0.9986913012902716,0.9961044708367128,1.0014196210558195
AAPL,2014-04-24,0.7145143151283264,0.6429872512817383,0.024,0.213,4.030390576003175,0.1081655804243462,0.015177,0.0903313136465519,0.0608750792644261,1.0819818961410197,1.0731835897049686,1.0691772332920202,1.0739991683362948
AAPL,2014-04-25,0.7141873240470886,0.6473897099494934,0.024,0.213,4.030390576003175,0.1081655804243462,0.015189,0.0811973618795488,0.0608750792644261,1.0073445233104956,1.0034912280701755,1.0057603481176325,0.9935235212333468
AAPL,2014-04-28,0.7142684459686279,0.6471372246742249,0.024,0.213,4.030390576003175,0.1081655804243462,0.0153099999999999,0.0839301769802791,0.0608750792644261,1.038727838584467,1.0415391877480376,1.0152315767075677,1.014649354330151
