tic,datadate,invt_act,npm,qqq,ccc,ivol,ccap_equity,ccap_debt,prccd,prchd,prcld,prcod
AAPL,2014-01-31,0.024,0.217,4.030390576003175,0.10816558042434621,0.01584,0.11771759964593141,0.060875079264426125,1.0016367136071327,0.9901875616979269,0.9936581437487417,0.9853543996497791
AAPL,2014-02-03,0.024,0.217,4.030390576003175,0.10816558042434621,0.015857,0.09223299001183256,0.060875079264426125,1.0018577706751897,1.0123621717544316,1.0116502887245467,1.0150046447756371
AAPL,2014-02-04,0.024,0.217,4.030390576003175,0.10816558042434621,0.015825,0.10184064597668464,0.060875079264426125,1.0144757043447052,1.0034073227896716,1.006929701582215,1.0064463500527248
AAPL,2014-02-05,0.024,0.217,4.030390576003175,0.10816558042434621,0.015726,0.09080998808556322,0.060875079264426125,1.0074687002496119,1.0114238605582382,1.0069454610549764,1.001403578135811
AAPL,2014-02-06,0.024,0.217,4.030390576003175,0.10816558042434621,0.015726,0.09710437698577239,0.060875079264426125,0.9998439298464659,0.9965455674584692,1.0030777168441245,1.0069093493367025
AAPL,2014-02-07,0.024,0.217,4.030390576003175,0.10816558042434621,0.015617,0.1083326687133543,0.060875079264426125,1.0139899709273965,1.0183639727361247,1.0188456312400307,1.0221934674352038
AAPL,2014-02-10,0.024,0.217,4.030390576003175,0.10816558042434621,0.015637,0.10534508323095111,0.060875079264426125,1.0179148706896552,1.0173256491931328,1.00119834551007,0.9947830756837622
AAPL,2014-02-11,0.024,0.217,4.030390576003175,0.10816558042434621,0.015629999999999998,0.11395093729879138,0.060875079264426125,1.0131760524773625,1.010827271189308,1.0222007722007722,1.0230401419041377
AAPL,2014-02-12,0.024,0.217,4.030390576003175,0.10816558042434621,0.015542,0.11357198380132447,0.060875079264426125,0.9999253675647435,1.0033658763365876,1.007063267233239,1.0119485120898588
AAPL,2014-02-13,0.024,0.217,4.030390576003175,0.10816558042434621,0.015559,0.11829175490883222,0.060875079264426125,1.0158792357068218,1.0098042849729412,1.0018003150551347,0.9957351708725206
AAPL,2014-02-14,0.024,0.217,4.030390576003175,0.10816558042434621,0.015560000000000001,0.12019967177452283,0.060875079264426125,0.9991918152930589,1.0020737817748004,1.0131224260576563,1.014607414057532
AAPL,2014-02-18,0.024,0.217,4.030390576003175,0.10816558042434621,0.015537,0.12316007065396964,0.060875079264426125,1.0036765381716575,1.0095426589879957,1.0081299310803569,1.0065072722915553
AAPL,2014-02-19,0.024,0.217,4.030390576003175,0.10816558042434621,0.015552999999999999,0.11631922052832695,0.060875079264426125,0.984212165057968,0.9921986973638853,0.9793625483403897,0.9977106227106227
AAPL,2014-02-20,0.024,0.217,4.030390576003175,0.10816558042434621,0.015545,0.12339718758840135,0.060875079264426125,0.9884251074678526,0.9819159245917827,0.9899878356882192,0.9784121156493805
AAPL,2014-02-21,0.024,0.217,4.030390576003175,0.10816558042434621,0.015559,0.12728090346694704,0.060875079264426125,0.9888920267344442,0.9954748603351956,0.9916824196597354,0.999630387061671
AAPL,2014-02-24,0.024,0.217,4.030390576003175,0.10816558042434621,0.015556,0.1249633900709863,0.060875079264426125,1.0043788672060923,0.9913012327665225,0.9958444529165077,0.9819010384896197
AAPL,2014-02-25,0.024,0.217,4.030390576003175,0.10816558042434621,0.015559,0.13213259749103715,0.060875079264426125,0.9895934034688655,0.999330276141734,0.9972818804793079,1.0119086304119278
AAPL,2014-02-26,0.024,0.217,4.030390576003175,0.10816558042434621,0.015556,0.12825783326525866,0.060875079264426125,0.9909780485001726,0.9913797173151548,0.9896353166986565,0.9891004571385394
AAPL,2014-02-27,0.024,0.217,4.030390576003175,0.10816558042434621,0.015558,0.12869385332277827,0.060875079264426125,1.0199478109596984,1.0071999999999999,1.0008727695888284,0.9876434751055174
AAPL,2014-02-28,0.024,0.217,4.030390576003175,0.10816558042434621,0.015552999999999999,0.12991241985483687,0.060875079264426125,0.9972899728997291,1.0075078482544726,1.0117624261215,1.023088525350969
AAPL,2014-03-03,0.024,0.213,4.030390576003175,0.10816558042434621,0.015467999999999999,0.12430672761282678,0.060875079264426125,1.0028884159318943,0.9960581886438291,1.001321535279246,0.989302184924775
AAPL,2014-03-04,0.024,0.213,4.030390576003175,0.10816558042434621,0.015373000000000001,0.13293276717258284,0.060875079264426125,1.0065939063210552,1.003750117780081,1.00948719420057,1.0144816781934203
AAPL,2014-03-05,0.024,0.213,4.030390576003175,0.10816558042434621,0.015318,0.12388123264872222,0.060875079264426125,1.0021082749792938,1.0039613998197656,1.002576880080338,0.99984934086629
AAPL,2014-03-06,0.024,0.213,4.030390576003175,0.10816558042434621,0.015294,0.12409369930947678,0.060875079264426125,0.9969757307085431,0.9994201028517998,0.9980534084251508,1.0035221879002487
AAPL,2014-03-07,0.024,0.213,4.030390576003175,0.10816558042434621,0.015283,0.12185794072480824,0.060875079264426125,0.9994159208666982,0.9953972373694405,0.9961181594395,0.9968092494228497
AAPL,2014-03-10,0.024,0.213,4.030390576003175,0.10816558042434621,0.015283,0.11807543257253107,0.060875079264426125,1.0009049091320412,1.0025376893868192,1.0043514875011883,0.9948596283115856
AAPL,2014-03-11,0.024,0.213,4.030390576003175,0.10816558042434621,0.015283,0.11118557425020352,0.060875079264426125,1.0097378136065698,1.0101438133988336,1.0080457796895972,1.01341888106594
AAPL,2014-03-12,0.024,0.213,4.030390576003175,0.10816558042434621,0.015224999999999999,0.11205371563766421,0.060875079264426125,1.0009699863828834,0.9974199057059064,0.9988922060121294,0.9982444672705201
AAPL,2014-03-13,0.024,0.213,4.030390576003175,0.10816558042434621,0.015229,0.10616086922677077,0.060875079264426125,0.9888932371741115,1.0042988741044012,0.9946616541353382,1.0054816560962379
AAPL,2014-03-14,0.024,0.213,4.030390576003175,0.10816558042434621,0.01524,0.10172878269093699,0.060875079264426125,0.9887684914727223,0.9837490271652523,0.9883589084586893,0.9839051801131288
AAPL,2014-03-17,0.024,0.213,4.030390576003175,0.10816558042434621,0.015149999999999999,0.10853382035164862,0.060875079264426125,1.003907068935943,0.998267060973083,1.005449330783939,0.9979386902172886
AAPL,2014-03-18,0.024,0.213,4.030390576003175,0.10816558042434621,0.015039,0.11982916153319942,0.060875079264426125,1.0088468694232449,1.003773798516897,0.9987640962251593,0.9965889710062534
AAPL,2014-03-19,0.024,0.213,4.030390576003175,0.10816558042434621,0.015039,0.11704284182791475,0.060875079264426125,0.9997365449755363,1.008026768426791,1.007235147137253,1.012093553907587
AAPL,2014-03-20,0.024,0.213,4.030390576003175,0.10816558042434621,0.015035,0.11595137548150826,0.060875079264426125,0.9951812671761474,0.9933425331940922,0.9968809073724008,0.9955472889189494
AAPL,2014-03-21,0.024,0.213,4.030390576003175,0.10816558042434621,0.015042999999999999,0.11901339215738503,0.060875079264426125,1.0078872706638924,1.002027521730152,0.9980658007016213,1.0038498556304138
AAPL,2014-03-24,0.024,0.213,4.030390576003175,0.10816558042434621,0.015034,0.10852167430801606,0.060875079264426125,1.0118603036387863,1.0126463700234192,1.0165865521630915,1.0122008534957607
AAPL,2014-03-25,0.024,0.213,4.030390576003175,0.10816558042434621,0.015042,0.11305719871130858,0.060875079264426125,1.010756876054823,1.0097132284921368,1.0084663402235265,1.0057204412911853
AAPL,2014-03-26,0.024,0.213,4.030390576003175,0.10816558042434621,0.015034,0.1053914218677173,0.060875079264426125,0.9904401915631479,1.0059551076500228,0.998647120962212,1.0092705447830101
AAPL,2014-03-27,0.024,0.213,4.030390576003175,0.10816558042434621,0.014983,0.1046793526237814,0.060875079264426125,0.9957019526473749,0.9863387978142076,0.9930596073191552,0.9880974163800044
AAPL,2014-03-28,0.024,0.213,4.030390576003175,0.10816558042434621,0.014912000000000002,0.10579432540930117,0.060875079264426125,0.9988836378521192,0.9952722068328715,0.9983740098718027,0.9968611983000474
AAPL,2014-03-31,0.024,0.213,4.030390576003175,0.10816558042434621,0.014804999999999999,0.11106618456716029,0.060875079264426125,0.9997764780389673,1.0034699601940773,1.0031445952269535,1.0016904443453707
AAPL,2014-04-01,0.024,0.213,4.030390576003175,0.10816558042434621,0.014806999999999999,0.11495936815415095,0.060875079264426125,1.0091478183105413,1.0019600229285701,1.0015673688728006,0.9972738905476327
AAPL,2014-04-02,0.024,0.213,4.030390576003175,0.10816558042434621,0.014793,0.12625566713192246,0.060875079264426125,1.001661589587372,1.0029711923524092,1.0065018536803472,1.0085911930972924
AAPL,2014-04-03,0.024,0.213,4.030390576003175,0.10816558042434621,0.014777,0.12300506588749718,0.060875079264426125,0.9930697631554696,0.9981968057702215,0.9951504831007293,0.9981747114569121
AAPL,2014-04-04,0.024,0.213,4.030390576003175,0.10816558042434621,0.01477,0.11808073504713508,0.060875079264426125,0.9870636054863677,0.9953917050691244,0.9868685365672198,0.9970815862871497
AAPL,2014-04-07,0.024,0.213,4.030390576003175,0.10816558042434621,0.014782,0.10826548711162329,0.060875079264426125,0.9842991989770975,0.9831481481481481,0.9836216970108183,0.9781589818639892
AAPL,2014-04-08,0.024,0.213,4.030390576003175,0.10816558042434621,0.014783999999999999,0.10913686133635733,0.060875079264426125,0.9999426901255086,0.9909964211715955,0.9938877924466842,0.9946403545320255
AAPL,2014-04-09,0.024,0.213,4.030390576003175,0.10816558042434621,0.014764999999999999,0.10766331050655398,0.060875079264426125,1.0131438178205716,1.00830608986543,1.0064004229033308,0.9951446143300519
AAPL,2014-04-10,0.024,0.213,4.030390576003175,0.10816558042434621,0.014761999999999999,0.09362880700540598,0.060875079264426125,0.9871021270176497,1.003298836924353,1.0022029807287076,1.0153834379305067
AAPL,2014-04-11,0.024,0.213,4.030390576003175,0.10816558042434621,0.014750000000000001,0.08990195986380765,0.060875079264426125,0.9926071674180484,0.9823200060123253,0.9884741097539997,0.9779905027511873
AAPL,2014-04-14,0.024,0.213,4.030390576003175,0.10816558042434621,0.014733000000000001,0.1056697590080224,0.060875079264426125,1.0039837570485555,0.998718512709676,1.0001353598638667,1.0055876685934488
AAPL,2014-04-15,0.024,0.213,4.030390576003175,0.10816558042434621,0.014742,0.09777398837061432,0.060875079264426125,0.9928690001533507,0.9990041366630918,0.9886313102994914,0.9968767963211344
AAPL,2014-04-16,0.024,0.213,4.030390576003175,0.10816558042434621,0.014416,0.09991204566617104,0.060875079264426125,1.0020273770228159,0.9989456330036041,1.0054864764437839,0.9957329847963556
AAPL,2014-04-17,0.024,0.213,4.030390576003175,0.10816558042434621,0.014345000000000002,0.10105306002453898,0.060875079264426125,1.0114255987360552,1.0128000921146059,1.0098507124776859,1.0037641154328734
AAPL,2014-04-21,0.024,0.213,4.030390576003175,0.10816558042434621,0.014346000000000001,0.09971869945936948,0.060875079264426125,1.0118680230121535,1.0082992269213278,1.0091679506933744,1.010269230769231
AAPL,2014-04-22,0.024,0.213,4.030390576003175,0.10816558042434621,0.014301999999999999,0.09911153501935016,0.060875079264426125,1.0009959146789162,0.9994099297177436,1.0048496068402166,1.0056534815548024
AAPL,2014-04-23,0.024,0.213,4.030390576003175,0.10816558042434621,0.0143,0.09113780521132196,0.060875079264426125,0.9869305753819361,0.9986913012902716,0.9961044708367127,1.0014196210558195
AAPL,2014-04-24,0.024,0.213,4.030390576003175,0.10816558042434621,0.015177000000000001,0.09033131364655198,0.060875079264426125,1.0819818961410195,1.0731835897049686,1.0691772332920202,1.0739991683362948
AAPL,2014-04-25,0.024,0.213,4.030390576003175,0.10816558042434621,0.015189,0.0811973618795488,0.060875079264426125,1.0073445233104956,1.0034912280701755,1.0057603481176325,0.9935235212333468
AAPL,2014-04-28,0.024,0.213,4.030390576003175,0.10816558042434621,0.015309999999999999,0.0839301769802791,0.060875079264426125,1.038727838584467,1.0415391877480376,1.0152315767075677,1.0146493543301507
AAPL,2014-04-29,0.024,0.213,4.030390576003175,0.10816558042434621,0.015220000000000001,0.08033944969380837,0.060875079264426125,0.9970374859028094,1.000386067981536,1.0296218670858441,1.0365572625698325
AAPL,2014-04-30,0.024,0.213,4.030390576003175,0.10816558042434621,0.015127999999999999,0.07892745399824873,0.060875079264426125,0.9962183242449311,1.0057887848585523,1.0004919339790672,0.9981473372183111
AAPL,2014-05-01,0.024,0.213,4.030390576003175,0.10816558042434621,0.015125,0.08344999539115207,0.060875079264426125,1.0023555728787135,0.992275995529086,0.9941675144116651,0.9989200863930886
AAPL,2014-05-02,0.024,0.213,4.030390576003175,0.10816558042434621,0.015115,0.0775753210223183,0.060875079264426125,1.001859741664976,0.9989912575655684,1.0057132137253564,1.0005743243243244
AAPL,2014-05-05,0.024,0.213,4.030390576003175,0.10816558042434621,0.015133,0.07283325989649929,0.060875079264426125,1.0141415505079483,1.0114439582632109,1.0004917671397806,0.9962859168720667
AAPL,2014-05-06,0.024,0.213,4.030390576003175,0.10816558042434621,0.015078000000000001,0.06848578224144865,0.060875079264426125,0.9891007720979764,1.005673710482529,1.0074745762711863,1.0197580235198427
AAPL,2014-05-07,0.024,0.213,4.030390576003175,0.10816558042434621,0.015075,0.06829521080019828,0.060875079264426125,0.9965007318181055,0.9882200804454063,0.9887619656466077,0.9891159853772018
AAPL,2014-05-08,0.024,0.213,4.030390576003175,0.10816558042434621,0.015066,0.06451739020008393,0.060875079264426125,0.9926730032245539,0.995178221634382,0.9977370561312167,0.9882402351952961
AAPL,2014-05-09,0.024,0.213,4.030390576003175,0.10816558042434621,0.015061,0.06632315393333825,0.060875079264426125,0.9958375142434396,0.9862721017479518,0.9896487039563439,0.9936931576710581
AAPL,2014-05-12,0.024,0.213,4.030390576003175,0.10816558042434621,0.01505,0.07093176040569026,0.060875079264426125,1.0124457234103417,1.012639658848614,1.0121827236227663,1.0050467033907005
AAPL,2014-05-13,0.024,0.213,4.030390576003175,0.10816558042434621,0.015049,0.07092926612304906,0.060875079264426125,1.0015687465209249,1.0014823299531719,1.00561797752809,1.0076767264123645
AAPL,2014-05-14,0.024,0.213,4.030390576003175,0.10816558042434621,0.014935,0.06802047654425779,0.060875079264426125,1.0001852600377257,1.0048104416860093,1.0017606229896732,1.0007263513513514
AAPL,2014-05-15,0.024,0.213,4.030390576003175,0.10816558042434621,0.014755,0.06461102759574534,0.060875079264426125,0.9914964554532137,0.9986608637428859,0.9937472538614931,1.0038316763161894
AAPL,2014-05-16,0.024,0.213,4.030390576003175,0.10816558042434621,0.014747,0.06987574975473401,0.060875079264426125,1.0147583302197614,1.0015588333892054,0.9955105094891504,0.9897931730284176
AAPL,2014-05-19,0.024,0.213,4.030390576003175,0.10816558042434621,0.014745999999999999,0.0686818667355861,0.060875079264426125,1.0118491740724005,1.016400850166519,1.0203792278783739,1.0156634897983454
AAPL,2014-05-20,0.024,0.213,4.030390576003175,0.10816558042434621,0.014684999999999998,0.06488421079672448,0.060875079264426125,1.0001984816156404,0.9984687072925756,1.005691996049085,1.011139918039642
AAPL,2014-05-21,0.024,0.213,4.030390576003175,0.10816558042434621,0.014674,0.06776563859068081,0.060875079264426125,1.0026458963800828,1.0004947229551453,1.0022139729995172,0.9988751219996361
AAPL,2014-05-22,0.024,0.213,4.030390576003175,0.10816558042434621,0.014668,0.07524987059019905,0.060875079264426125,1.001583348452112,1.0051920224163506,1.0033883666079795,1.00458738386632
AAPL,2014-05-23,0.024,0.213,4.030390576003175,0.10816558042434621,0.014676,0.07949127535284405,0.060875079264426125,1.0112964579182242,1.0080008198737394,1.003923191524582,1.0010715463237718
AAPL,2014-05-27,0.024,0.213,4.030390576003175,0.10816558042434621,0.0147,0.08444473228812435,0.060875079264426125,1.0187256769739306,1.0181066690655547,1.0151037973848664,1.0142116097159324
AAPL,2014-05-28,0.024,0.213,4.030390576003175,0.10816558042434621,0.014678,0.08157868024518841,0.060875079264426125,0.9974106101050141,1.0063432716581984,1.013238471159625,1.0164642462817433
AAPL,2014-05-29,0.024,0.213,4.030390576003175,0.10816558042434621,0.014693000000000001,0.09005023140639465,0.060875079264426125,1.0182208618451627,1.0111776193576043,1.006396485940556,1.0029232292897992
AAPL,2014-05-30,0.024,0.213,4.030390576003175,0.10816558042434621,0.014679,0.08741851918751974,0.060875079264426125,0.9962542100790078,1.0114623078493254,1.0018000223011612,1.0161344270128214
AAPL,2014-06-02,0.025,0.214,4.030390576003175,0.10816558042434621,0.014688000000000001,0.09562916607030002,0.060875079264426125,0.9931279620853081,0.9855007218591367,0.9898235013515663,0.9936988620332926
AAPL,2014-06-03,0.025,0.214,4.030390576003175,0.10816558042434621,0.014712000000000001,0.09262341674615651,0.060875079264426125,1.014141414141414,1.0061591292156955,1.0092369477911647,0.9913243737775254
AAPL,2014-06-04,0.025,0.214,4.030390576003175,0.10816558042434621,0.014721999999999999,0.09730990786123755,0.060875079264426125,1.0114188913636792,1.0143250774963208,1.0125109430959014,1.0142888966680457
AAPL,2014-06-05,0.025,0.214,4.030390576003175,0.10816558042434621,0.01472,0.1080039559671795,0.060875079264426125,1.0039235755714773,1.0022841840435877,1.0102183584600148,1.013742469879518
AAPL,2014-06-06,0.025,0.214,4.030390576003175,0.10816558042434621,0.014669000000000001,0.10807167560999947,0.060875079264426125,0.9972503282613734,1.002910667710345,1.0028944460870513,1.0057257814917981
AAPL,2014-06-09,0.025,0.214,4.030390576003175,0.10816558042434621,0.014694,0.10282306136804056,0.060875079264426125,1.0160013631364528,1.009059361852409,0.996555309013608,0.998461301738729
AAPL,2014-06-10,0.025,0.214,4.030390576003175,0.10816558042434621,0.014686999999999999,0.10242072610053142,0.060875079264426125,1.0058697972251869,1.0124627183638688,1.0198365122615805,1.021898597626753
AAPL,2014-06-11,0.025,0.214,4.030390576003175,0.10816558042434621,0.014689,0.1073401435406423,0.060875079264426125,0.9958620689655172,0.9969489742240927,0.998931281393609,0.9936662092262218
AAPL,2014-06-12,0.025,0.214,4.030390576003175,0.10816558042434621,0.014705999999999999,0.10921102994643635,0.060875079264426125,0.9832729597272535,0.9932460953989025,0.983203166791484,0.999043875491342
AAPL,2014-06-13,0.025,0.214,4.030390576003175,0.10816558042434621,0.014732,0.10159164855139875,0.060875079264426125,0.9890562357785242,0.9821504462388438,0.9889009793253535,0.9804338579327944
AAPL,2014-06-16,0.025,0.214,4.030390576003175,0.10816558042434621,0.014721,0.10421723690544059,0.060875079264426125,1.0100788781770376,1.0033535266118565,1.0062720070422535,0.9925162689804773
AAPL,2014-06-17,0.025,0.214,4.030390576003175,0.10816558042434621,0.014723,0.10163154285700045,0.060875079264426125,0.9986984815618221,0.9994609164420485,1.003827227993439,1.0087422139656868
AAPL,2014-06-18,0.025,0.214,4.030390576003175,0.10816558042434621,0.014721,0.10166053531739577,0.060875079264426125,1.0010860121633363,0.995577130528587,0.9950980392156862,0.999566677499729
AAPL,2014-06-19,0.025,0.214,4.030390576003175,0.10816558042434621,0.014691000000000001,0.10637271141722937,0.060875079264426125,0.9965285311347364,1.0001083541012026,0.9998784893267653,1.00021675517503
AAPL,2014-06-20,0.025,0.214,4.030390576003175,0.10816558042434621,0.014709000000000002,0.11914729062981233,0.060875079264426125,0.9896581754844329,1.0027085590465872,0.9951948184180016,0.9952324195470796
AAPL,2014-06-23,0.025,0.214,4.030390576003175,0.10816558042434621,0.014696,0.118541122833119,0.060875079264426125,0.9991200087999119,0.9899513776337115,0.9966996699669964,0.9942297223734351
AAPL,2014-06-24,0.025,0.214,4.030390576003175,0.10816558042434621,0.014628,0.11565638985328949,0.060875079264426125,0.9939447319167677,1.0013097576948262,0.9954746136865342,0.9937582128777923
AAPL,2014-06-25,0.025,0.214,4.030390576003175,0.10816558042434621,0.014624999999999999,0.11363480557705588,0.060875079264426125,1.0008861320336728,0.9886636145628952,0.9940126399822599,0.9940495867768594
AAPL,2014-06-26,0.025,0.214,4.030390576003175,0.10816558042434621,0.014589000000000001,0.11137074297028172,0.060875079264426125,1.00597609561753,1.003858875413451,1.0016731734523145,1.0017736392861103
AAPL,2014-06-27,0.025,0.214,4.030390576003175,0.10816558042434621,0.014565999999999999,0.11111126444812842,0.060875079264426125,1.011881188118812,1.0104338275672706,1.0108017817371937,1.0049795286046255
AAPL,2014-06-30,0.025,0.214,4.030390576003175,0.10816558042434621,0.014569,0.11383677437012889,0.060875079264426125,1.0103283322461405,1.0187499999999998,1.0145422496419523,1.0140938119356968
AAPL,2014-07-01,0.025,0.214,4.030390576003175,0.10816558042434621,0.014468000000000002,0.11042531930232133,0.060875079264426125,1.0063488647368988,1.0036809815950922,1.0112933000325768,1.0154180238870794
AAPL,2014-07-02,0.025,0.214,4.030390576003175,0.10816558042434621,0.014405,0.11196183012329844,0.060875079264426125,0.9995722840034218,0.9998936961836931,0.9995704928594439,1.0036890504704876
AAPL,2014-07-03,0.025,0.214,4.030390576003175,0.10816558042434621,0.014403999999999998,0.1146590294290919,0.060875079264426125,1.0058836114676937,1.000425260472039,1.001181652164572,0.9979225483407023
AAPL,2014-07-07,0.025,0.214,4.030390576003175,0.10816558042434621,0.014439,0.10623465699548564,0.060875079264426125,1.0206104434754866,1.0200850159404888,1.009656652360515,1.0050176150314936
AAPL,2014-07-08,0.025,0.214,4.030390576003175,0.10816558042434621,0.014429,0.1010764515127792,0.060875079264426125,0.9935603534511502,1.0084383789978124,0.9980871413390012,1.0226258763543659
AAPL,2014-07-09,0.025,0.214,4.030390576003175,0.10816558042434621,0.014409,0.09749314862098742,0.060875079264426125,1.0004195070791821,0.9912190082644627,1.0089437819420783,0.9913784148748311
AAPL,2014-07-10,0.025,0.214,4.030390576003175,0.10816558042434621,0.014405,0.09488375843149657,0.060875079264426125,0.9962784358947478,0.9958311620635748,0.9869143098353734,0.9823973176865048
AAPL,2014-07-11,0.025,0.214,4.030390576003175,0.10816558042434621,0.014395999999999999,0.08580399315235515,0.060875079264426125,1.0019466512337558,1.0035583464154894,1.0143552181351583,1.017064846416382
AAPL,2014-07-14,0.025,0.214,4.030390576003175,0.10816558042434621,0.014405,0.08772581505023898,0.060875079264426125,1.0129174543163202,1.0104286161226406,1.0083014889972328,1.005243288590604
AAPL,2014-07-15,0.025,0.214,4.030390576003175,0.10816558042434621,0.014424999999999999,0.08559614240411467,0.060875079264426125,0.9882840850181441,0.9995871606976983,0.993518034500784,1.0098059670352597
AAPL,2014-07-16,0.025,0.214,4.030390576003175,0.10816558042434621,0.014429,0.08974941015912373,0.060875079264426125,0.9943348720100714,1.0025813113061435,0.9969483321056507,1.0017561983471073
AAPL,2014-07-17,0.025,0.214,4.030390576003175,0.10816558042434621,0.014455,0.08537376902669087,0.060875079264426125,0.9821681789407049,0.9812461380020598,0.9770952079375133,0.979993812519336
AAPL,2014-07-18,0.025,0.214,4.030390576003175,0.10816558042434621,0.014462999999999998,0.08932476804953184,0.060875079264426125,1.0143957615165553,0.9943429297116888,1.0048611861294154,0.9851625802378197
AAPL,2014-07-21,0.025,0.214,4.030390576003175,0.10816558042434621,0.014424,0.08766107220890276,0.060875079264426125,0.9948003812347771,1.0027443529660123,1.0075252633842184,1.0146336252937405
AAPL,2014-07-22,0.025,0.214,4.030390576003175,0.10816558042434621,0.014426000000000001,0.08923816220657262,0.060875079264426125,1.0083139058325084,0.998842105263158,1.0042680324370465,0.9967364985787979
AAPL,2014-07-23,0.025,0.214,4.030390576003175,0.10816558042434621,0.014457,0.09070054755513836,0.060875079264426125,1.0260768581081081,1.0315101696701443,1.0111559711007225,1.0078158005914661
AAPL,2014-07-24,0.025,0.214,4.030390576003175,0.10816558042434621,0.014088,0.09762872660877535,0.060875079264426125,0.998353740096718,0.9942787086228035,1.013134391089629,1.0169251729197233
AAPL,2014-07-25,0.025,0.214,4.030390576003175,0.10816558042434621,0.014086000000000001,0.09214271035547368,0.060875079264426125,1.0066062042667216,1.005343197698315,1.0022816842978635,0.9980934714278352
AAPL,2014-07-28,0.025,0.214,4.030390576003175,0.10816558042434621,0.014106,0.09148643850887321,0.060875079264426125,1.0138116738847764,1.0143090760425184,1.0094163907284768,1.010015487867837
