prccd,prchd,prcld,prcod
1.0017288911733098,1.005081585081585,1.0040964309256992,1.0054818910181325
0.984093665453867,0.9983301637367225,0.9882766705744431,0.9989748369058714
0.9981513959330711,0.9849927984017098,0.9919335705812574,0.987732064558261
1.0066483046823058,1.0,1.0000478354460656,0.9931523022432114
0.9911784130578357,1.0047169811320755,0.9970821773653495,1.011887779362815
0.9886250059492646,0.9848356807511738,0.9902614535859918,0.9830357142857142
1.0141055266705181,1.0055298660437622,0.9887607789942835,0.9936899469381902
0.994208402563494,0.9977717726259897,1.0241058304752573,1.0107759657478232
0.9832879721147878,1.0054167062624726,0.9849296718017414,1.0039027176241015
1.0442383334142669,1.0169659735349716,1.0066546849953855,0.9876736358033471
0.9845842633928572,1.0016729401923883,1.0109052306504536,1.0315845053520856
0.9827464871885702,0.989625608907446,0.9890692124105013,0.9868316969894375
0.9503921719404821,0.9727453169930872,0.9514984798030982,0.9750094304036212
1.0269279393173198,0.9865060240963854,1.0153682288496653,0.9793500338524035
1.0141080881447742,1.0440156326331218,1.0119386582746392,1.016986815465903
1.0094396426143537,0.9853539843713444,0.9849491558890314,1.004369992716679
0.9586596371053088,0.9758761515813467,0.9958352336228455,0.9907179115300944
0.9637362637362638,0.983941605839416,0.9574735782586815,0.9812130971551262
1.0138860686337297,0.9693372898120673,1.0055190538764784,0.9566839069027252
1.00580290658861,1.0016326530612245,1.0108729743857814,1.0184020377397722
1.017206167670785,1.019763651181744,1.0053780122039506,0.9962227553468429
0.9639612508156403,0.990859140859141,0.9853410142989405,1.00799303171594
1.0177557927623015,0.9880526289257447,0.9962415827112805,0.9791338382554771
0.993144377366213,1.0095918367346939,1.016505108724129,1.0159117456197275
1.0106635071090047,0.9980796442288256,1.0038659793814433,1.0037303899023966
0.99452571486824,0.9954430379746835,0.9974839537869062,0.9973017004378373
1.0182148055515692,1.0160223804679553,0.9989704519715845,0.9948440451273675
1.0086072381335884,1.0094618272841052,1.0074203854477997,1.016574302134647
1.0150713644076255,1.0101666336044437,1.0307928388746803,1.0193326939579022
0.9958210422812193,1.0030438411311307,0.9967248908296943,1.0111419233435675
1.0018662058750925,0.997944300327933,1.00029871552325,0.9874626573289583
0.9938007569187101,0.9966158222570994,1.0009456500099543,1.001140703268363
0.9937819209599842,0.9965551181102362,0.9904529859280989,1.002377885663331
0.9832498403321093,0.9942222222222222,0.9825292434359155,0.9884353069091628
1.0182534164894779,1.0005463666616996,1.0108834500025548,0.99115
1.0066980304600908,1.0070492454328832,0.9951981399110391,0.9957120516571659
1.012970297029703,1.0113871635610765,1.0259535781400784,1.0253318471982977
1.0213566611279445,1.021104449968319,1.017079207920792,1.016651843067497
0.9993301114885879,1.0063484486873508,1.0111462642978828,1.0203159173754557
1.0022983002154657,0.9954465683251909,1.0009627418888996,0.9952841423331587
1.0065924616634023,1.0050030971553818,1.0033182648841013,1.0016272614147603
1.0391058801195956,1.041627157216006,1.0287590471169055,1.027045107033639
1.0005937428636675,1.0017751479289942,1.016866234915902,1.0235879780403834
1.017984297973343,1.022309055386433,0.9983505154639175,0.992273078496432
1.0081607030759572,1.0021333333333333,1.0243700950020653,1.025285144977326
1.0029354207436398,1.0000886996629412,1.000537634408602,1.000357414108922
1.0048780487804878,1.0098891352549888,1.0108812466415906,1.0154526372203119
0.987819947043248,0.9902077021033681,0.9756367663344407,0.9912477459647271
1.0027251608291636,0.9976940133037694,1.010261066969353,0.9946756588872128
0.9985297393628871,1.0065339141257001,1.0034155768280077,1.003211704880007
1.0023648045689808,0.9935968204901745,0.9970439378331168,0.9964428634948865
0.989316269752949,1.0010666666666668,0.9938008175733344,1.003078982597055
1.0112490489309556,1.0033741786538803,0.9951182027753922,0.9807820632590418
1.0160622914349278,1.0123008849557522,1.017942312059959,1.023449902481063
1.0044228411280434,1.006206836261911,1.0152164212405177,1.0088636766530756
0.9881414308758774,1.0033449174630755,0.9944617818996968,1.0144087155157266
1.0187513787778513,1.0042429752781745,1.0101657458563535,0.9914689069807726
1.006453009961022,1.008277214917008,1.0134325092977465,1.0176894518453812
1.0148672490210422,1.0154363601301406,1.0113548052845178,1.0154635193133048
0.9964171383747801,0.9963365336028298,1.000896478121665,0.9952959176341805
1.0041276595744681,1.00895989180508,0.992706645056726,1.008492929636078
1.010679323642836,0.9990784568340804,1.0086788399570354,0.9894100804244389
1.0044027003228646,1.0072533646387993,1.009498658261277,1.013724864347271
