PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
10107,20AUG2014,252,-0.8383%,0.8605,0.0009,1.2140%,1.3525%,19.4335%,-1.0021%,MSFT
10107,31MAY2018,252,-0.1112%,1.4121,0.0007,0.8492%,1.3907%,62.7132%,0.8744%,MSFT
10107,22APR2014,252,0.1252%,0.8998,0.0005,1.4641%,1.6108%,17.3778%,-0.4023%,MSFT
10107,23MAY2018,252,1.1897%,1.4320,0.0007,0.8472%,1.3924%,62.9798%,0.7688%,MSFT
10107,29OCT2018,252,-2.9076%,1.4589,0.0008,0.8625%,1.5555%,69.2589%,-1.7821%,MSFT
10107,25OCT2018,252,5.8444%,1.4812,0.0010,0.9107%,1.5916%,67.2553%,3.0350%,MSFT
10107,03APR2019,252,0.6544%,1.3810,0.0007,0.8619%,1.6240%,71.8310%,0.2722%,MSFT
10107,10FEB2020,252,2.6157%,1.2198,0.0014,0.7172%,1.1931%,63.8617%,1.7241%,MSFT
10107,18OCT2018,252,-1.9962%,1.4404,0.0009,0.8875%,1.5090%,65.4070%,0.2155%,MSFT
10107,12FEB2020,252,0.1464%,1.2155,0.0013,0.7379%,1.1999%,62.1797%,-0.6625%,MSFT
10107,13JUN2018,252,-0.4541%,1.4138,0.0006,0.8304%,1.3825%,63.9224%,0.0069%,MSFT
10107,26MAY2016,252,-0.4413%,1.1924,0.0006,1.1479%,1.7076%,54.8104%,-0.3946%,MSFT
10107,12OCT2018,252,3.4558%,1.4397,0.0010,0.8845%,1.4857%,64.5567%,1.4777%,MSFT
10107,19NOV2019,252,0.0333%,1.2725,0.0007,0.7960%,1.5045%,72.0056%,0.0018%,MSFT
10107,25SEP2014,252,-2.2090%,0.8325,0.0010,1.0585%,1.2027%,22.5484%,-0.8842%,MSFT
10107,15MAY2014,252,-1.5905%,0.8887,0.0003,1.4437%,1.5876%,17.3072%,-0.7945%,MSFT
10107,13DEC2016,252,1.3029%,1.1552,-0.0000,1.0195%,1.4450%,50.2286%,0.6086%,MSFT
10107,20AUG2018,252,-0.6600%,1.4214,0.0006,0.8518%,1.4043%,63.2083%,-1.0225%,MSFT
10107,12FEB2015,252,1.6753%,1.0846,0.0001,1.0432%,1.3313%,38.5899%,0.5942%,MSFT
10107,03DEC2019,252,-0.1605%,1.2449,0.0007,0.7861%,1.4464%,70.4652%,0.6545%,MSFT
10107,07AUG2014,252,1.1465%,0.8864,0.0009,1.2192%,1.3663%,20.3768%,1.6075%,MSFT
10107,20JUN2018,252,1.0014%,1.4109,0.0007,0.8361%,1.3809%,63.3365%,0.6706%,MSFT
10107,17SEP2018,252,-1.0849%,1.4391,0.0007,0.8635%,1.4195%,62.9924%,-0.0715%,MSFT
10107,04MAR2020,252,3.6715%,1.2526,0.0012,0.8047%,1.4534%,69.3464%,-1.4950%,MSFT
10107,24JUL2014,252,-1.0475%,0.8699,0.0009,1.2300%,1.3667%,19.0044%,-1.0908%,MSFT
10107,06DEC2019,252,1.2139%,1.2624,0.0006,0.7820%,1.4312%,70.1478%,0.0588%,MSFT
10107,19DEC2016,252,2.1188%,1.1593,0.0001,1.0219%,1.4355%,49.3227%,1.8614%,MSFT
10107,26JUN2018,252,0.7013%,1.4089,0.0007,0.8329%,1.3862%,63.8991%,0.3150%,MSFT
10107,26SEP2018,252,-0.4107%,1.4359,0.0009,0.8638%,1.4202%,63.0056%,0.1558%,MSFT
10107,11DEC2019,252,0.3772%,1.2505,0.0005,0.7610%,1.3978%,70.3594%,0.0202%,MSFT
10107,25JUL2014,252,0.2252%,0.8735,0.0010,1.2224%,1.3613%,19.3558%,0.6863%,MSFT
10107,18MAY2016,252,0.5939%,1.1867,0.0006,1.1461%,1.6998%,54.5345%,0.4743%,MSFT
10107,21DEC2016,252,0.0000%,1.1564,0.0001,1.0225%,1.4325%,49.0510%,0.2766%,MSFT
10107,24SEP2018,252,0.3588%,1.4386,0.0008,0.8675%,1.4238%,62.8745%,0.7973%,MSFT
10107,18FEB2015,252,-0.1147%,1.0913,0.0002,1.0457%,1.3356%,38.6984%,-0.1475%,MSFT
10107,29JUN2015,252,-1.9664%,1.1177,0.0001,1.2287%,1.4999%,32.8879%,0.4540%,MSFT
10107,13DEC2019,252,0.8418%,1.2517,0.0005,0.7613%,1.3993%,70.4006%,0.8723%,MSFT
10107,12MAY2016,252,0.9011%,1.1851,0.0006,1.1507%,1.6994%,54.1522%,1.0305%,MSFT
10107,03JAN2017,252,0.7081%,1.1648,-0.0000,1.0216%,1.4276%,48.7864%,-0.2570%,MSFT
10107,26MAR2020,252,6.2551%,1.1508,0.0016,0.9097%,2.3381%,84.8624%,-0.7169%,MSFT
10107,14APR2014,252,-0.0740%,0.9051,0.0008,1.4824%,1.6332%,17.6111%,-0.6881%,MSFT
10107,08OCT2018,252,-1.1415%,1.4428,0.0008,0.8642%,1.4270%,63.3258%,-0.9045%,MSFT
10107,11JUL2018,252,-0.1371%,1.4025,0.0007,0.8245%,1.3784%,64.2187%,0.8252%,MSFT
10107,11SEP2018,252,1.7005%,1.4366,0.0007,0.8658%,1.4177%,62.6990%,1.1631%,MSFT
10107,10SEP2018,252,1.0812%,1.4308,0.0006,0.8638%,1.4155%,62.7604%,0.7442%,MSFT
10107,30SEP2014,252,-0.1723%,0.8391,0.0009,1.0522%,1.1997%,23.0742%,0.1628%,MSFT
10107,29DEC2016,252,-0.1429%,1.1607,0.0000,1.0218%,1.4304%,48.9649%,-0.0975%,MSFT
10107,16MAY2014,252,0.5808%,0.8936,0.0003,1.4421%,1.5875%,17.4767%,0.2609%,MSFT
10107,26DEC2019,252,0.8197%,1.2172,0.0005,0.7471%,1.2505%,64.3077%,0.2212%,MSFT
10107,16APR2014,252,1.6352%,0.9244,0.0008,1.4827%,1.6366%,17.9216%,0.6043%,MSFT
10107,23JUL2018,252,1.5997%,1.4020,0.0008,0.8400%,1.3881%,63.3750%,1.3814%,MSFT
10107,03MAY2016,252,-1.6400%,1.1958,0.0004,1.1566%,1.7123%,54.3784%,-0.3887%,MSFT
10107,02JAN2020,252,1.8516%,1.2223,0.0006,0.7453%,1.2527%,64.6059%,0.7978%,MSFT
10107,30AUG2018,252,-0.0625%,1.4171,0.0007,0.8597%,1.4062%,62.6280%,0.5127%,MSFT
10107,06AUG2018,252,0.0833%,1.4168,0.0008,0.8509%,1.4109%,63.6246%,-0.5763%,MSFT
10107,20APR2020,252,-1.9821%,1.1313,0.0016,0.9922%,2.4828%,84.0306%,-0.2181%,MSFT
10107,29APR2016,252,-0.0601%,1.1869,0.0003,1.1611%,1.7075%,53.7617%,0.5329%,MSFT
10107,31DEC2019,252,0.0698%,1.2184,0.0006,0.7455%,1.2489%,64.3704%,-0.2785%,MSFT
10107,11MAR2014,252,0.5288%,0.8060,0.0008,1.4989%,1.6139%,13.7422%,1.0309%,MSFT
10107,23AUG2018,252,0.4670%,1.4184,0.0006,0.8579%,1.4033%,62.6221%,0.7298%,MSFT
10107,31JUL2014,252,-0.9603%,0.8620,0.0009,1.2253%,1.3651%,19.4407%,0.8148%,MSFT
10107,01AUG2014,252,-0.6951%,0.8840,0.0009,1.2201%,1.3655%,20.1566%,-0.4192%,MSFT
10107,14AUG2018,252,1.2476%,1.4237,0.0007,0.8451%,1.4051%,63.8226%,0.2589%,MSFT
10107,24FEB2015,252,-0.1359%,1.1034,0.0002,1.0401%,1.3351%,39.3124%,-0.4873%,MSFT
10107,30JUL2018,252,-2.1452%,1.4190,0.0007,0.8514%,1.4107%,63.5793%,-1.1642%,MSFT
10107,16AUG2018,252,-0.0186%,1.4178,0.0007,0.8491%,1.4082%,63.6434%,-1.2508%,MSFT
10107,22APR2016,252,-7.1710%,1.1922,0.0010,1.3249%,1.8274%,47.4319%,-7.3145%,MSFT
10107,08JAN2020,252,1.5928%,1.2196,0.0007,0.7442%,1.2042%,61.8110%,1.0164%,MSFT
10107,13JAN2020,252,1.2024%,1.2224,0.0008,0.7375%,1.2032%,62.4299%,0.3044%,MSFT
10107,10AUG2018,252,-0.6109%,1.4231,0.0008,0.8482%,1.4074%,63.6792%,0.2330%,MSFT
10107,20OCT2014,252,1.0314%,0.9054,0.0008,1.0700%,1.2466%,26.3160%,0.1842%,MSFT
10107,12MAY2020,252,-2.2652%,1.1240,0.0015,1.0183%,2.5159%,83.6181%,0.0504%,MSFT
10107,30JUL2014,252,-0.6984%,0.8745,0.0008,1.2245%,1.3634%,19.3371%,-0.8034%,MSFT
10107,17JAN2020,252,0.5597%,1.2182,0.0008,0.7340%,1.1956%,62.3073%,0.2130%,MSFT
10107,12JAN2017,252,-0.9179%,1.1761,-0.0001,1.0193%,1.4001%,47.0006%,-0.5721%,MSFT
10107,23JAN2020,252,0.6156%,1.2182,0.0007,0.7343%,1.1860%,61.6732%,0.5121%,MSFT
10107,29JAN2020,252,1.5593%,1.2106,0.0010,0.7271%,1.1849%,62.3441%,1.6749%,MSFT
10107,19MAY2014,252,-0.2009%,0.8818,0.0002,1.4401%,1.5813%,17.0559%,-0.6477%,MSFT
10107,04FEB2020,252,3.2917%,1.2240,0.0013,0.7002%,1.1845%,65.0543%,1.3707%,MSFT
10107,09JUL2015,252,0.6329%,1.1083,0.0002,1.2281%,1.4980%,32.7848%,0.3123%,MSFT
10107,02NOV2016,252,-0.6187%,1.1494,0.0005,0.9846%,1.4370%,53.0577%,0.2212%,MSFT
10107,29JUL2014,252,-0.1933%,0.8752,0.0009,1.2242%,1.3634%,19.3697%,0.0955%,MSFT
10107,17JAN2014,252,-1.3825%,0.9017,0.0005,1.4534%,1.5877%,16.2031%,-1.0322%,MSFT
10107,18JAN2017,252,-0.0480%,1.1440,-0.0001,1.0129%,1.3641%,44.8622%,-0.3249%,MSFT
10107,05FEB2014,252,-1.4580%,0.8133,0.0007,1.4969%,1.6150%,14.0842%,-1.2729%,MSFT
10107,20JAN2017,252,0.7063%,1.1566,-0.0001,1.0060%,1.3639%,45.6037%,0.3236%,MSFT
10107,24MAR2020,252,9.0896%,1.1600,0.0016,0.8966%,2.3059%,84.8819%,-1.9742%,MSFT
10107,04JUN2020,252,-1.3164%,1.1031,0.0011,1.0382%,2.4970%,82.7120%,-0.9412%,MSFT
10107,07OCT2014,252,-1.2150%,0.8349,0.0009,1.0479%,1.1978%,23.4610%,0.1007%,MSFT
10107,23JAN2017,252,0.3506%,1.1397,-0.0001,1.0040%,1.3462%,44.3719%,0.6841%,MSFT
10107,16JUL2015,252,1.9668%,1.1071,-0.0000,1.2105%,1.4876%,33.7883%,1.1025%,MSFT
10107,28JUL2014,252,-1.1910%,0.8753,0.0009,1.2242%,1.3634%,19.3774%,-1.1211%,MSFT
10107,02MAR2020,252,6.6539%,1.2616,0.0013,0.7945%,1.4028%,67.9229%,1.3229%,MSFT
10107,27JAN2017,252,2.3495%,1.1453,0.0000,1.0126%,1.3444%,43.2727%,2.4857%,MSFT
10107,08FEB2017,252,-0.1419%,1.0698,0.0000,0.9878%,1.2578%,38.3244%,-0.2081%,MSFT
10107,31JAN2017,252,-0.7370%,1.0965,-0.0001,0.9956%,1.2967%,41.0484%,-0.7390%,MSFT
10107,20JUL2015,252,0.6435%,1.1328,-0.0001,1.2006%,1.4867%,34.7893%,0.6548%,MSFT
10107,02FEB2017,252,-0.6449%,1.0892,-0.0000,0.9917%,1.2820%,40.1570%,-0.6252%,MSFT
10107,20MAR2020,252,-3.7559%,1.1907,0.0017,0.8802%,2.2408%,84.5723%,1.2080%,MSFT
10107,06MAR2020,252,-2.8267%,1.2382,0.0012,0.8096%,1.4728%,69.7835%,-0.6366%,MSFT
10107,10JUL2015,252,0.2022%,1.1008,0.0001,1.2299%,1.4980%,32.5961%,-1.1721%,MSFT
10107,09OCT2014,252,-1.9880%,0.8575,0.0009,1.0507%,1.2147%,25.1846%,-0.1363%,MSFT
10107,06AUG2015,252,-2.0177%,1.1426,0.0001,1.2341%,1.5169%,33.8114%,-1.0176%,MSFT
10107,26JUN2020,252,-2.0016%,1.0852,0.0014,1.0741%,2.5356%,82.0565%,0.6482%,MSFT
10107,05AUG2014,252,-0.6687%,0.8855,0.0010,1.2195%,1.3668%,20.3916%,0.0756%,MSFT
10107,10FEB2017,252,-0.0937%,1.0828,-0.0001,0.9841%,1.2586%,38.8638%,-0.5030%,MSFT
10107,27JUL2015,252,-1.2843%,1.1277,-0.0000,1.2264%,1.5085%,33.9028%,-0.4537%,MSFT
10107,14FEB2017,252,0.3708%,1.0925,-0.0000,0.9843%,1.2517%,38.1664%,-0.1226%,MSFT
10107,16FEB2017,252,-0.0155%,1.0811,-0.0001,0.9841%,1.2413%,37.1472%,0.1554%,MSFT
10107,30MAR2020,252,7.0341%,1.1635,0.0017,0.9315%,2.3928%,84.8444%,3.3874%,MSFT
10107,21APR2020,252,-4.1357%,1.1337,0.0016,0.9935%,2.4976%,84.1766%,-0.6514%,MSFT
10107,07FEB2017,252,-0.3300%,1.0699,0.0000,0.9878%,1.2579%,38.3402%,-0.3213%,MSFT
10107,09APR2020,252,0.0061%,1.1348,0.0016,0.9671%,2.4542%,84.4723%,-1.8033%,MSFT
10107,15APR2020,252,-1.0478%,1.1355,0.0017,0.9761%,2.4738%,84.4308%,1.3991%,MSFT
10107,27FEB2017,252,-0.6035%,1.0557,0.0000,0.9769%,1.2170%,35.5571%,-0.8383%,MSFT
10107,16APR2020,252,3.0021%,1.1369,0.0018,0.9846%,2.4801%,84.2395%,2.2981%,MSFT
10107,24FEB2017,252,0.0000%,1.0580,0.0000,0.9803%,1.2206%,35.4983%,-0.1611%,MSFT
10107,22APR2020,252,3.3965%,1.1350,0.0016,0.9942%,2.5048%,84.2445%,0.7776%,MSFT
10107,03JUN2016,252,-1.3148%,1.1912,0.0006,1.1524%,1.7084%,54.4993%,-0.8635%,MSFT
10107,21JUL2020,252,-1.3469%,1.0875,0.0013,1.1179%,2.5709%,81.0932%,-1.5209%,MSFT
10107,02MAR2017,252,-1.4321%,1.0416,-0.0000,0.9763%,1.2052%,34.3768%,-0.7070%,MSFT
10107,31JAN2020,252,-1.4759%,1.2122,0.0012,0.7110%,1.1776%,63.5450%,0.6079%,MSFT
10107,30APR2020,252,1.0032%,1.1317,0.0015,1.0042%,2.5170%,84.0825%,2.3429%,MSFT
10107,03MAR2017,252,0.3749%,1.0477,0.0001,0.9708%,1.2028%,34.8645%,0.2802%,MSFT
10107,23OCT2018,252,-1.3956%,1.4398,0.0009,0.8917%,1.5114%,65.1931%,-0.5133%,MSFT
10107,07MAY2020,252,0.5807%,1.1273,0.0016,1.0122%,2.5192%,83.8575%,-0.9204%,MSFT
10107,29MAY2020,252,1.0198%,1.1073,0.0012,1.0485%,2.5140%,82.6051%,0.3555%,MSFT
10107,16OCT2014,252,-1.1106%,0.8931,0.0007,1.0689%,1.2397%,25.6570%,-1.3055%,MSFT
10107,18MAY2020,252,0.9554%,1.1127,0.0014,1.0336%,2.5140%,83.0952%,-2.6773%,MSFT
10107,19MAY2020,252,-0.6922%,1.1119,0.0014,1.0323%,2.5124%,83.1172%,0.4316%,MSFT
10107,01JUN2020,252,-0.2292%,1.1066,0.0011,1.0500%,2.5116%,82.5206%,-0.8050%,MSFT
10107,01MAR2017,252,1.5005%,1.0373,0.0000,0.9753%,1.2019%,34.1525%,-0.0512%,MSFT
10107,13MAR2017,252,-0.3388%,1.0651,0.0001,0.9394%,1.1768%,36.2814%,-0.4786%,MSFT
10107,27MAY2020,252,0.1322%,1.1074,0.0011,1.0488%,2.5146%,82.6030%,-1.5761%,MSFT
10107,26JUL2017,252,-0.1887%,1.0113,0.0005,0.7256%,0.9091%,36.2871%,-0.1321%,MSFT
10107,12AUG2020,252,2.8567%,1.0942,0.0010,1.1878%,2.6011%,79.1476%,1.3262%,MSFT
10107,17MAR2017,252,0.3558%,1.0648,0.0000,0.9358%,1.1737%,36.4265%,0.4400%,MSFT
10107,08NOV2018,252,-0.1876%,1.4351,0.0007,0.8966%,1.5848%,67.9935%,0.2063%,MSFT
10107,17JUN2020,252,0.3461%,1.0879,0.0012,1.0765%,2.5300%,81.8948%,0.7816%,MSFT
10107,11AUG2015,252,-1.9438%,1.1619,0.0000,1.2276%,1.5225%,34.9790%,-0.8117%,MSFT
10107,12AUG2015,252,0.7111%,1.1638,0.0000,1.2266%,1.5224%,35.0806%,0.6297%,MSFT
10107,23MAR2017,252,-0.2460%,1.0761,0.0001,0.9210%,1.1694%,37.9619%,-0.2149%,MSFT
10107,18AUG2015,252,0.5495%,1.1619,0.0000,1.2253%,1.5192%,34.9452%,0.9562%,MSFT
10107,13AUG2015,252,-0.0214%,1.1616,0.0000,1.2263%,1.5204%,34.9460%,0.1415%,MSFT
10107,29MAR2017,252,0.2757%,1.0631,0.0001,0.9154%,1.1583%,37.5419%,0.0832%,MSFT
10107,22MAR2017,252,1.2771%,1.0699,0.0001,0.9221%,1.1693%,37.8175%,1.1051%,MSFT
10107,11JUN2020,252,-5.3698%,1.0895,0.0012,1.0742%,2.5275%,81.9360%,1.1008%,MSFT
10107,22OCT2014,252,-1.1141%,0.9136,0.0008,1.0649%,1.2509%,27.5256%,-0.3451%,MSFT
10107,18JUL2014,252,0.3593%,0.8718,0.0005,1.4322%,1.5517%,14.8041%,-0.6177%,MSFT
10107,30MAR2017,252,0.3666%,1.0638,0.0001,0.9150%,1.1583%,37.6013%,-0.0171%,MSFT
10107,07AUG2020,252,-1.7888%,1.0925,0.0011,1.1721%,2.5926%,79.5601%,-1.8106%,MSFT
10107,03SEP2020,252,-6.1947%,1.1020,0.0011,1.2153%,2.6197%,78.4775%,-2.1456%,MSFT
10107,05APR2017,252,-0.2586%,1.0603,0.0001,0.9147%,1.1522%,36.9844%,0.2045%,MSFT
10107,13JUL2020,252,-3.0889%,1.0874,0.0014,1.0877%,2.5550%,81.8751%,-1.7868%,MSFT
10107,22JUL2020,252,1.4371%,1.0880,0.0013,1.1189%,2.5720%,81.0755%,0.9042%,MSFT
10107,06JUL2020,252,2.1526%,1.0861,0.0015,1.0731%,2.5424%,82.1837%,0.3610%,MSFT
10107,16JUL2020,252,-1.9804%,1.0850,0.0013,1.0968%,2.5566%,81.5940%,-1.5792%,MSFT
10107,10APR2017,252,-0.2284%,1.0623,0.0001,0.9145%,1.1495%,36.6959%,-0.3163%,MSFT
10107,02JUN2014,252,-0.3664%,0.8814,0.0002,1.4393%,1.5784%,16.8441%,-0.4188%,MSFT
10107,17JUL2014,252,1.0209%,0.8723,0.0005,1.4342%,1.5527%,14.6906%,2.0995%,MSFT
10107,31JUL2020,252,0.5444%,1.0913,0.0011,1.1214%,2.5809%,81.1222%,-0.1200%,MSFT
10107,29JUL2020,252,1.0098%,1.0910,0.0012,1.1368%,2.5891%,80.7232%,-0.4641%,MSFT
10107,20APR2017,252,0.7073%,1.0597,0.0002,0.9072%,1.1421%,36.9076%,-0.1753%,MSFT
10107,18APR2017,252,-0.1375%,1.0582,0.0001,0.9126%,1.1447%,36.4434%,0.1252%,MSFT
10107,10AUG2020,252,-1.9908%,1.0921,0.0010,1.1815%,2.5954%,79.2757%,-2.2530%,MSFT
10107,28JUL2020,252,-0.8977%,1.0918,0.0012,1.1365%,2.5889%,80.7298%,-0.0135%,MSFT
10107,25MAY2017,252,1.2360%,1.0385,0.0005,0.7702%,1.0176%,42.7164%,0.7973%,MSFT
10107,28SEP2020,252,0.7795%,1.1121,0.0011,1.2349%,2.6773%,78.7241%,-1.0701%,MSFT
10107,27JUL2020,252,1.2668%,1.0917,0.0012,1.1365%,2.5882%,80.7195%,0.3063%,MSFT
10107,16JUL2014,252,3.8398%,0.8914,0.0003,1.4327%,1.5548%,15.0916%,3.5578%,MSFT
10107,02JAN2019,252,-0.4430%,1.4243,0.0011,0.8730%,1.7773%,75.8735%,-0.7806%,MSFT
10107,18AUG2020,252,0.5754%,1.0943,0.0010,1.1874%,2.5898%,78.9776%,0.3346%,MSFT
10107,24AUG2020,252,0.3145%,1.0928,0.0011,1.1954%,2.5834%,78.5870%,-0.6923%,MSFT
10107,29OCT2014,252,0.2796%,0.9071,0.0008,1.0017%,1.1992%,30.2164%,0.4425%,MSFT
10107,03SEP2015,252,0.3229%,1.2169,0.0001,1.2400%,1.6699%,44.8605%,0.1161%,MSFT
10107,28AUG2020,252,1.0283%,1.0943,0.0012,1.2032%,2.5880%,78.3841%,0.2622%,MSFT
10107,06APR2015,252,3.1149%,1.0569,-0.0002,1.0530%,1.3329%,37.5877%,2.4753%,MSFT
10107,31AUG2015,252,-0.9333%,1.1972,-0.0000,1.2385%,1.6364%,42.7196%,-0.0464%,MSFT
10107,04MAY2017,252,-0.3909%,1.0608,0.0006,0.7718%,1.0335%,44.2379%,-0.4150%,MSFT
10107,15JUL2014,252,0.7356%,0.8813,0.0002,1.4158%,1.5368%,15.1219%,1.0192%,MSFT
10107,11SEP2020,252,-0.6525%,1.1143,0.0011,1.2233%,2.6615%,78.8739%,-0.5856%,MSFT
10107,08SEP2020,252,-5.4096%,1.1085,0.0010,1.2206%,2.6435%,78.6809%,-2.2017%,MSFT
10107,21AUG2015,252,-5.6724%,1.1960,-0.0000,1.2316%,1.5662%,38.1722%,-2.2633%,MSFT
10107,20OCT2020,252,0.2007%,1.1182,0.0011,1.2429%,2.6949%,78.7283%,-0.1795%,MSFT
10107,10MAY2017,252,0.3911%,1.0530,0.0006,0.7694%,1.0255%,43.7120%,0.1658%,MSFT
10107,18SEP2020,252,-1.2419%,1.1142,0.0009,1.2235%,2.6655%,78.9295%,-0.2618%,MSFT
10107,29SEP2020,252,-1.0409%,1.1123,0.0010,1.2356%,2.6781%,78.7143%,-0.5738%,MSFT
10107,17SEP2020,252,-1.0436%,1.1137,0.0010,1.2285%,2.6660%,78.7655%,-0.0972%,MSFT
10107,30OCT2014,252,-1.2227%,0.9021,0.0007,1.0079%,1.2022%,29.7060%,-1.7669%,MSFT
10107,14JUL2014,252,0.1188%,0.8860,0.0002,1.4165%,1.5385%,15.2322%,-0.2889%,MSFT
10107,11JUL2014,252,0.9716%,0.8863,0.0002,1.4165%,1.5385%,15.2294%,0.8632%,MSFT
10107,09SEP2015,252,-1.8683%,1.2244,-0.0001,1.2317%,1.6850%,46.5657%,-0.2360%,MSFT
10107,10APR2015,252,0.5786%,1.0511,-0.0003,1.0479%,1.3177%,36.7546%,0.0622%,MSFT
10107,02OCT2020,252,-2.9511%,1.1144,0.0010,1.2422%,2.6816%,78.5408%,-1.8830%,MSFT
10107,12OCT2020,252,2.5902%,1.1179,0.0010,1.2441%,2.6932%,78.6591%,0.8830%,MSFT
10107,08OCT2020,252,0.3574%,1.1148,0.0009,1.2420%,2.6853%,78.6064%,-0.5352%,MSFT
10107,11SEP2015,252,0.4389%,1.2247,-0.0001,1.2315%,1.6854%,46.6083%,-0.1001%,MSFT
10107,10SEP2015,252,0.5108%,1.2250,-0.0001,1.2315%,1.6853%,46.6016%,-0.0892%,MSFT
10107,29DEC2015,252,1.0724%,1.2384,0.0009,1.3108%,1.7768%,45.5757%,-0.2287%,MSFT
10107,11NOV2020,252,2.6255%,1.1235,0.0009,1.2873%,2.7554%,78.1734%,1.6377%,MSFT
10107,22OCT2020,252,0.0419%,1.1172,0.0011,1.2417%,2.6927%,78.7344%,-0.7069%,MSFT
10107,16OCT2020,252,0.0000%,1.1176,0.0011,1.2439%,2.6923%,78.6529%,0.0670%,MSFT
10107,27OCT2020,252,1.5089%,1.1173,0.0010,1.2391%,2.6948%,78.8588%,1.7662%,MSFT
10107,15FEB2019,252,1.2348%,1.4264,0.0006,0.8981%,1.7588%,73.9258%,-0.3850%,MSFT
10107,01JUN2017,252,0.3723%,1.0316,0.0005,0.7695%,1.0156%,42.5829%,-0.6155%,MSFT
10107,31MAY2017,252,-0.8096%,1.0366,0.0005,0.7692%,1.0158%,42.6636%,-0.7919%,MSFT
10107,18NOV2020,252,-1.3149%,1.1213,0.0007,1.2930%,2.7580%,78.0219%,-0.2724%,MSFT
10107,02NOV2020,252,-0.0691%,1.1191,0.0010,1.2408%,2.7135%,79.0900%,-1.3791%,MSFT
10107,06JUN2017,252,0.3320%,1.0319,0.0007,0.7761%,1.0200%,42.1126%,0.6185%,MSFT
10107,09NOV2020,252,-2.3824%,1.1217,0.0009,1.2671%,2.7420%,78.6460%,-3.3604%,MSFT
10107,12JUN2017,252,-0.7679%,1.0441,0.0006,0.7888%,1.0319%,41.5628%,-0.6571%,MSFT
10107,06NOV2020,252,0.1926%,1.1241,0.0011,1.2489%,2.7378%,79.1899%,0.1813%,MSFT
10107,05NOV2020,252,3.1887%,1.1240,0.0011,1.2492%,2.7378%,79.1815%,0.7971%,MSFT
10107,04MAR2019,252,-0.2399%,1.4295,0.0006,0.9058%,1.7463%,73.0945%,0.4934%,MSFT
10107,08JAN2016,252,0.3067%,1.2384,0.0009,1.3121%,1.7822%,45.7959%,1.6945%,MSFT
10107,04DEC2020,252,0.0560%,1.1201,0.0006,1.2975%,2.7599%,77.8971%,-1.0873%,MSFT
10107,09JUL2014,252,-0.2633%,0.9055,0.0003,1.4202%,1.5483%,15.8638%,-0.6793%,MSFT
10107,10NOV2014,252,0.4314%,0.9077,0.0006,0.9733%,1.1717%,31.0028%,0.1341%,MSFT
10107,11NOV2014,252,-0.0409%,0.9079,0.0007,0.9724%,1.1711%,31.0520%,-0.1317%,MSFT
10107,16JUN2017,252,0.1431%,1.0293,0.0007,0.7785%,1.0168%,41.3828%,0.1710%,MSFT
10107,07DEC2020,252,-0.0327%,1.1200,0.0005,1.2975%,2.7591%,77.8856%,-0.0663%,MSFT
10107,30NOV2020,252,-0.5390%,1.1209,0.0006,1.2948%,2.7603%,77.9965%,0.0552%,MSFT
10107,29SEP2015,252,0.3465%,1.2006,0.0001,1.2335%,1.6842%,46.3604%,0.4305%,MSFT
10107,15JUN2017,252,-0.5265%,1.0312,0.0007,0.7815%,1.0200%,41.2861%,-0.2204%,MSFT
10107,21JUN2017,252,0.5149%,1.0382,0.0006,0.7684%,1.0143%,42.6144%,0.5848%,MSFT
10107,28SEP2015,252,-1.4793%,1.2004,0.0001,1.2333%,1.6840%,46.3622%,1.7277%,MSFT
10107,28JUN2017,252,0.8525%,1.0108,0.0006,0.7751%,0.9629%,35.2037%,-0.1894%,MSFT
10107,16DEC2020,252,2.4051%,1.1190,0.0006,1.3128%,2.7661%,77.4759%,2.2149%,MSFT
10107,27JUN2017,252,-1.8715%,1.0185,0.0006,0.7751%,0.9696%,36.0979%,-1.0024%,MSFT
10107,22DEC2020,252,0.6065%,1.1177,0.0006,1.3200%,2.7674%,77.2478%,0.5394%,MSFT
10107,30DEC2015,252,-0.4244%,1.2363,0.0009,1.3108%,1.7759%,45.5253%,0.4920%,MSFT
10107,29DEC2020,252,-0.3601%,1.1177,0.0006,1.3236%,2.7688%,77.1463%,0.0871%,MSFT
10107,31DEC2020,252,0.3338%,1.1170,0.0005,1.3257%,2.7680%,77.0608%,-0.1020%,MSFT
10107,18DEC2020,252,-0.3783%,1.1185,0.0006,1.3139%,2.7659%,77.4354%,-0.2441%,MSFT
10107,07JUL2014,252,0.4546%,0.9053,0.0003,1.4200%,1.5477%,15.8231%,1.0172%,MSFT
10107,04JUN2015,252,-1.0459%,1.1173,0.0003,1.2331%,1.4920%,31.6886%,-0.0636%,MSFT
10107,30JAN2020,252,2.8208%,1.2010,0.0010,0.7361%,1.1799%,61.0738%,2.4032%,MSFT
10107,23JUL2020,252,-4.3495%,1.0914,0.0012,1.1365%,2.5873%,80.7051%,-3.0439%,MSFT
10107,23MAY2017,252,0.3360%,1.0580,0.0006,0.7751%,1.0341%,43.8161%,0.1421%,MSFT
10107,25NOV2020,252,0.0047%,1.1208,0.0006,1.2951%,2.7602%,77.9863%,-0.0290%,MSFT
