PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret
10107,05JAN2018,252,1.2398%,0.0001,1.3608,-0.2028,-0.6047,0.6956%,0.9332%,44.4338%,0.1206%
10107,08JAN2018,252,0.1020%,0.0001,1.3582,-0.1992,-0.6044,0.6956%,0.9321%,44.2996%,-0.1677%
10107,09JAN2018,252,-0.0680%,0.0001,1.3529,-0.1958,-0.6125,0.6953%,0.9317%,44.3131%,-0.3706%
10107,10JAN2018,252,-0.4534%,0.0000,1.3547,-0.1998,-0.6138,0.6952%,0.9324%,44.4139%,-0.0090%
10107,11JAN2018,252,0.2961%,-0.0000,1.3464,-0.2015,-0.6249,0.6937%,0.9312%,44.5011%,-0.4756%
10107,12JAN2018,252,1.7257%,0.0001,1.3593,-0.2238,-0.6377,0.6918%,0.9341%,45.1552%,0.8676%
10107,16JAN2018,252,-1.3951%,0.0000,1.3613,-0.2035,-0.6410,0.6943%,0.9392%,45.3494%,-0.9646%
10107,17JAN2018,252,2.0260%,0.0000,1.3743,-0.2126,-0.6442,0.6954%,0.9462%,45.9865%,0.6576%
10107,18JAN2018,252,-0.0444%,0.0001,1.3746,-0.2114,-0.6432,0.6953%,0.9462%,46.0008%,-0.0693%
10107,19JAN2018,252,-0.1110%,0.0000,1.3743,-0.2243,-0.6414,0.6969%,0.9459%,45.7222%,-0.7415%
10107,22JAN2018,252,1.7889%,0.0000,1.3834,-0.2323,-0.6442,0.6972%,0.9508%,46.2227%,0.5445%
10107,23JAN2018,252,0.3166%,-0.0000,1.3876,-0.2351,-0.6408,0.6965%,0.9508%,46.3290%,-0.1857%
10107,24JAN2018,252,-0.0871%,-0.0000,1.3845,-0.2419,-0.6447,0.6961%,0.9498%,46.2882%,0.1728%
10107,25JAN2018,252,0.5554%,-0.0000,1.3931,-0.2434,-0.6420,0.6952%,0.9501%,46.4637%,0.1723%
10107,26JAN2018,252,1.8737%,-0.0000,1.3869,-0.2244,-0.6510,0.6912%,0.9550%,47.6146%,-0.1624%
10107,29JAN2018,252,-0.1488%,-0.0001,1.3879,-0.2281,-0.6303,0.6793%,0.9451%,48.3326%,0.5148%
10107,30JAN2018,252,-1.2564%,-0.0001,1.3800,-0.2307,-0.6332,0.6787%,0.9466%,48.5969%,0.1030%
10107,31JAN2018,252,2.4477%,0.0001,1.3787,-0.2486,-0.6328,0.6936%,0.9558%,47.3392%,2.4446%
10107,01FEB2018,252,-0.7894%,0.0001,1.3789,-0.2513,-0.6350,0.6858%,0.9508%,47.9763%,-0.4752%
10107,02FEB2018,252,-2.6310%,0.0001,1.3735,-0.2518,-0.6392,0.6835%,0.9658%,49.9076%,0.1323%
10107,05FEB2018,252,-4.1185%,0.0002,1.2944,-0.2058,-0.6485,0.6863%,1.0019%,53.0707%,1.2387%
10107,06FEB2018,252,3.7841%,0.0003,1.3284,-0.2300,-0.6535,0.6915%,1.0277%,54.7200%,1.4012%
10107,07FEB2018,252,-1.8833%,0.0002,1.3394,-0.2490,-0.6639,0.6938%,1.0352%,55.0893%,-1.1452%
10107,08FEB2018,252,-5.1334%,0.0003,1.3269,-0.2437,-0.6674,0.6926%,1.0874%,59.4332%,0.3181%
10107,09FEB2018,252,3.7290%,0.0003,1.3541,-0.2763,-0.6619,0.7015%,1.1089%,59.9799%,1.8657%
10107,12FEB2018,252,1.0773%,0.0003,1.3381,-0.2604,-0.6561,0.7044%,1.1104%,59.7591%,-1.0799%
10107,13FEB2018,252,0.7854%,0.0003,1.3356,-0.2557,-0.6606,0.7036%,1.1094%,59.7802%,0.2279%
10107,14FEB2018,252,1.5585%,0.0003,1.3342,-0.2564,-0.6610,0.7036%,1.1129%,60.0281%,-0.0966%
10107,15FEB2018,252,2.0372%,0.0003,1.3383,-0.2526,-0.6678,0.7005%,1.1191%,60.8210%,-0.0355%
10107,16FEB2018,252,-0.7123%,0.0003,1.3394,-0.2564,-0.6695,0.7015%,1.1204%,60.8018%,-0.5699%
10107,20FEB2018,252,0.7826%,0.0004,1.3320,-0.2621,-0.6772,0.7057%,1.1211%,60.3777%,1.3607%
10107,21FEB2018,252,-1.3266%,0.0004,1.3405,-0.2709,-0.6761,0.7036%,1.1248%,60.8629%,-0.4132%
10107,22FEB2018,252,0.2623%,0.0004,1.3404,-0.2714,-0.6754,0.7036%,1.1246%,60.8487%,-0.0302%
10107,23FEB2018,252,2.5401%,0.0004,1.3444,-0.2676,-0.6789,0.7031%,1.1344%,61.5872%,0.2748%
10107,26FEB2018,252,1.4459%,0.0004,1.3423,-0.2620,-0.6940,0.7010%,1.1372%,62.0061%,-0.2336%
10107,27FEB2018,252,-1.2786%,0.0004,1.3382,-0.2462,-0.7001,0.6986%,1.1399%,62.4364%,0.3548%
10107,28FEB2018,252,-0.4565%,0.0005,1.3312,-0.2522,-0.7014,0.6998%,1.1400%,62.3213%,0.6985%
10107,01MAR2018,252,-0.9811%,0.0005,1.3187,-0.2357,-0.7046,0.7013%,1.1392%,62.0993%,0.8148%
10107,02MAR2018,252,0.2154%,0.0005,1.3070,-0.2634,-0.7149,0.6981%,1.1347%,62.1514%,-0.7761%
10107,05MAR2018,252,0.6341%,0.0005,1.2994,-0.2553,-0.7197,0.6995%,1.1351%,62.0246%,-0.6859%
10107,06MAR2018,252,-0.3417%,0.0005,1.2996,-0.2610,-0.7204,0.7002%,1.1355%,61.9718%,-0.5627%
10107,07MAR2018,252,0.5787%,0.0004,1.3009,-0.2529,-0.7236,0.6998%,1.1358%,62.0319%,0.4040%
10107,08MAR2018,252,0.6073%,0.0004,1.3008,-0.2500,-0.7153,0.6994%,1.1351%,62.0354%,-0.2547%
10107,09MAR2018,252,2.2345%,0.0005,1.3028,-0.2575,-0.7168,0.6977%,1.1420%,62.6757%,0.1452%
10107,12MAR2018,252,0.2382%,0.0005,1.3032,-0.2531,-0.7217,0.6973%,1.1420%,62.7124%,0.4203%
10107,13MAR2018,252,-2.4388%,0.0004,1.3145,-0.2543,-0.7240,0.7036%,1.1534%,62.7805%,-1.5344%
10107,14MAR2018,252,-0.5932%,0.0004,1.3158,-0.2565,-0.7211,0.7038%,1.1537%,62.7794%,-0.2469%
10107,15MAR2018,252,0.3516%,0.0005,1.3198,-0.2511,-0.7238,0.7033%,1.1535%,62.8266%,0.7158%
10107,16MAR2018,252,0.4460%,0.0005,1.3204,-0.2499,-0.7236,0.7035%,1.1535%,62.8034%,0.3413%
10107,19MAR2018,252,-1.8076%,0.0005,1.3164,-0.2516,-0.7188,0.7035%,1.1601%,63.2263%,0.3829%
10107,20MAR2018,252,0.2584%,0.0005,1.3157,-0.2514,-0.7194,0.7036%,1.1601%,63.2142%,-0.2215%
10107,21MAR2018,252,-0.6979%,0.0005,1.3152,-0.2551,-0.7212,0.7037%,1.1586%,63.1139%,-0.1127%
10107,22MAR2018,252,-2.9087%,0.0005,1.3108,-0.2503,-0.7175,0.7029%,1.1725%,64.0573%,0.2098%
10107,23MAR2018,252,-2.9068%,0.0004,1.3170,-0.2556,-0.7188,0.7030%,1.1879%,64.9775%,-0.2760%
10107,26MAR2018,252,7.5705%,0.0005,1.3978,-0.3098,-0.7168,0.7409%,1.2769%,66.3288%,3.8887%
10107,27MAR2018,252,-4.5959%,0.0005,1.4255,-0.3023,-0.7316,0.7498%,1.3116%,67.3222%,-1.7982%
10107,28MAR2018,252,-0.0894%,0.0005,1.4242,-0.3025,-0.7173,0.7514%,1.3117%,67.1799%,0.9007%
10107,29MAR2018,252,2.1031%,0.0005,1.4219,-0.3013,-0.7166,0.7516%,1.3174%,67.4567%,-0.1625%
10107,02APR2018,252,-3.0130%,0.0005,1.4137,-0.3050,-0.7230,0.7511%,1.3324%,68.2175%,0.4591%
10107,03APR2018,252,1.3443%,0.0005,1.4113,-0.3086,-0.7220,0.7511%,1.3345%,68.3207%,-0.3008%
10107,04APR2018,252,2.9205%,0.0005,1.4189,-0.3129,-0.7281,0.7535%,1.3454%,68.6321%,1.1403%
10107,05APR2018,252,0.0541%,0.0005,1.4154,-0.3110,-0.7365,0.7546%,1.3454%,68.5404%,-0.6654%
10107,06APR2018,252,-2.3273%,0.0005,1.4024,-0.3070,-0.7380,0.7561%,1.3542%,68.8236%,0.8424%
10107,09APR2018,252,0.5985%,0.0005,1.4014,-0.3103,-0.7380,0.7561%,1.3545%,68.8387%,-0.2486%
10107,10APR2018,252,2.3246%,0.0005,1.3992,-0.3112,-0.7384,0.7561%,1.3613%,69.1510%,-0.1273%
10107,11APR2018,252,-1.0982%,0.0005,1.4008,-0.3183,-0.7352,0.7563%,1.3634%,69.2294%,-0.3622%
10107,12APR2018,252,1.8724%,0.0005,1.4049,-0.3274,-0.7335,0.7573%,1.3676%,69.3404%,0.7584%
10107,13APR2018,252,-0.5343%,0.0005,1.4041,-0.3344,-0.7360,0.7570%,1.3679%,69.3775%,-0.1950%
10107,16APR2018,252,1.1710%,0.0005,1.4033,-0.3349,-0.7376,0.7569%,1.3689%,69.4231%,0.0173%
10107,17APR2018,252,2.0176%,0.0005,1.4021,-0.3355,-0.7286,0.7572%,1.3732%,69.5985%,-0.3250%
10107,18APR2018,252,0.3851%,0.0005,1.4025,-0.3356,-0.7279,0.7572%,1.3731%,69.5888%,0.2842%
10107,19APR2018,252,-0.3422%,0.0006,1.3987,-0.3376,-0.7146,0.7584%,1.3728%,69.4794%,0.9665%
10107,20APR2018,252,-1.1549%,0.0006,1.3975,-0.3358,-0.7103,0.7587%,1.3749%,69.5543%,0.4024%
10107,23APR2018,252,0.3684%,0.0006,1.4011,-0.3405,-0.7044,0.7522%,1.3729%,69.9802%,0.5323%
10107,24APR2018,252,-2.3387%,0.0006,1.3953,-0.3388,-0.7031,0.7520%,1.3784%,70.2358%,0.3642%
10107,25APR2018,252,-0.8699%,0.0005,1.3962,-0.3278,-0.7049,0.7553%,1.3796%,70.0268%,-1.1102%
10107,26APR2018,252,2.1125%,0.0005,1.3961,-0.3307,-0.7059,0.7552%,1.3851%,70.2718%,0.0451%
10107,27APR2018,252,1.6550%,0.0006,1.3956,-0.3389,-0.7077,0.7612%,1.3879%,69.9252%,1.5796%
10107,30APR2018,252,-2.4003%,0.0005,1.4036,-0.3401,-0.7051,0.7662%,1.3972%,69.9247%,-1.3444%
10107,01MAY2018,252,1.5826%,0.0005,1.4034,-0.3409,-0.7112,0.7655%,1.3980%,70.0118%,0.9547%
10107,02MAY2018,252,-1.5684%,0.0005,1.4056,-0.3607,-0.7093,0.7654%,1.4020%,70.1930%,-0.4994%
10107,03MAY2018,252,0.5989%,0.0006,1.4041,-0.3688,-0.7099,0.7663%,1.4020%,70.1253%,0.6574%
10107,04MAY2018,252,1.1587%,0.0006,1.3968,-0.3704,-0.7126,0.7667%,1.4030%,70.1404%,-0.7964%
10107,07MAY2018,252,1.1139%,0.0006,1.3987,-0.3666,-0.7143,0.7667%,1.4043%,70.1961%,0.4380%
10107,08MAY2018,252,-0.4261%,0.0006,1.3986,-0.3688,-0.7154,0.7668%,1.4047%,70.2026%,-0.1681%
10107,09MAY2018,252,1.1794%,0.0006,1.3981,-0.3662,-0.7190,0.7667%,1.4062%,70.2769%,0.0227%
10107,10MAY2018,252,1.0006%,0.0006,1.3959,-0.3630,-0.7192,0.7671%,1.4072%,70.2834%,-0.3660%
10107,11MAY2018,252,-0.2145%,0.0006,1.3927,-0.3745,-0.7172,0.7650%,1.4047%,70.3407%,-0.7118%
10107,14MAY2018,252,0.3378%,0.0006,1.3917,-0.3784,-0.7216,0.7645%,1.4046%,70.3776%,0.2062%
10107,15MAY2018,252,-0.7243%,0.0006,1.3915,-0.3694,-0.7161,0.7645%,1.4057%,70.4176%,0.5845%
10107,16MAY2018,252,0.2569%,0.0006,1.3915,-0.3809,-0.7111,0.7548%,1.4008%,70.9656%,-0.3725%
10107,17MAY2018,252,-0.9985%,0.0006,1.3786,-0.4058,-0.7241,0.7535%,1.3905%,70.6306%,-0.4942%
10107,18MAY2018,252,0.1871%,0.0006,1.3791,-0.4026,-0.7303,0.7529%,1.3904%,70.6777%,0.2919%
10107,21MAY2018,252,1.2868%,0.0007,1.3853,-0.4113,-0.7190,0.7512%,1.3922%,70.8841%,0.5141%
10107,22MAY2018,252,-0.1025%,0.0007,1.3830,-0.4206,-0.7123,0.7519%,1.3910%,70.7825%,0.5994%
10107,23MAY2018,252,1.1897%,0.0007,1.3827,-0.4193,-0.7204,0.7515%,1.3924%,70.8702%,0.3164%
10107,24MAY2018,252,-0.3548%,0.0007,1.3836,-0.4230,-0.7236,0.7506%,1.3928%,70.9551%,-0.2365%
10107,25MAY2018,252,0.0509%,0.0007,1.3835,-0.4229,-0.7251,0.7506%,1.3911%,70.8850%,0.1632%
10107,29MAY2018,252,-0.3558%,0.0007,1.3777,-0.4033,-0.7408,0.7519%,1.3914%,70.7966%,0.8860%
10107,30MAY2018,252,0.9591%,0.0007,1.3732,-0.4005,-0.7432,0.7525%,1.3919%,70.7704%,-0.5575%
10107,31MAY2018,252,-0.1112%,0.0007,1.3695,-0.4003,-0.7587,0.7491%,1.3907%,70.9865%,0.5754%
10107,01JUN2018,252,1.9729%,0.0008,1.3751,-0.3901,-0.7579,0.7484%,1.3954%,71.2345%,0.3397%
10107,04JUN2018,252,0.8731%,0.0007,1.3719,-0.4063,-0.7377,0.7426%,1.3891%,71.4181%,-0.0792%
10107,05JUN2018,252,0.5115%,0.0007,1.3735,-0.3964,-0.7389,0.7415%,1.3888%,71.4910%,0.2986%
10107,06JUN2018,252,0.2936%,0.0006,1.3702,-0.3913,-0.7426,0.7427%,1.3888%,71.4003%,-0.8766%
10107,07JUN2018,252,-1.5709%,0.0006,1.3712,-0.3881,-0.7569,0.7439%,1.3929%,71.4739%,-0.8119%
10107,08JUN2018,252,0.7435%,0.0006,1.3706,-0.3936,-0.7610,0.7438%,1.3926%,71.4725%,0.0331%
10107,11JUN2018,252,-0.5707%,0.0006,1.3705,-0.3951,-0.7435,0.7455%,1.3849%,71.0258%,-0.8036%
10107,12JUN2018,252,0.2573%,0.0006,1.3694,-0.3997,-0.7342,0.7454%,1.3837%,70.9824%,-0.4414%
10107,13JUN2018,252,-0.4541%,0.0006,1.3687,-0.4003,-0.7331,0.7451%,1.3825%,70.9574%,-0.1157%
10107,14JUN2018,252,0.5652%,0.0006,1.3660,-0.4126,-0.7344,0.7433%,1.3821%,71.0775%,-0.4040%
10107,15JUN2018,252,-1.2719%,0.0005,1.3666,-0.4147,-0.7291,0.7481%,1.3843%,70.7990%,-1.3316%
10107,18JUN2018,252,0.7291%,0.0006,1.3662,-0.4000,-0.7263,0.7514%,1.3848%,70.5549%,1.1915%
10107,19JUN2018,252,0.0000%,0.0006,1.3672,-0.3936,-0.7340,0.7517%,1.3832%,70.4674%,0.6355%
10107,20JUN2018,252,1.0014%,0.0007,1.3622,-0.3962,-0.7485,0.7500%,1.3809%,70.5008%,0.6012%
10107,21JUN2018,252,-0.7166%,0.0007,1.3592,-0.4024,-0.7732,0.7486%,1.3818%,70.6530%,0.2767%
10107,22JUN2018,252,-0.7218%,0.0007,1.3587,-0.4005,-0.7806,0.7494%,1.3829%,70.6349%,-0.5256%
10107,25JUN2018,252,-2.0118%,0.0007,1.3560,-0.4154,-0.7717,0.7472%,1.3875%,70.9989%,0.2100%
10107,26JUN2018,252,0.7013%,0.0007,1.3569,-0.4115,-0.7647,0.7467%,1.3862%,70.9853%,0.4057%
10107,27JUN2018,252,-1.5543%,0.0007,1.3600,-0.4037,-0.7686,0.7471%,1.3846%,70.8872%,-0.3049%
10107,28JUN2018,252,1.1175%,0.0007,1.3605,-0.4007,-0.7655,0.7471%,1.3852%,70.9091%,-0.1343%
10107,29JUN2018,252,-0.0203%,0.0007,1.3614,-0.3984,-0.7686,0.7476%,1.3793%,70.6244%,-0.3777%
10107,02JUL2018,252,1.4197%,0.0007,1.3632,-0.3917,-0.7713,0.7493%,1.3812%,70.5657%,0.9008%
10107,03JUL2018,252,-0.9599%,0.0007,1.3647,-0.3898,-0.7585,0.7489%,1.3807%,70.5836%,-0.0663%
10107,05JUL2018,252,0.7168%,0.0007,1.3614,-0.3895,-0.7477,0.7497%,1.3792%,70.4517%,-0.6216%
10107,06JUL2018,252,1.4034%,0.0007,1.3636,-0.3853,-0.7477,0.7493%,1.3802%,70.5236%,-0.0149%
10107,09JUL2018,252,0.6821%,0.0006,1.3620,-0.3854,-0.7503,0.7494%,1.3787%,70.4585%,-0.1090%
10107,10JUL2018,252,0.2651%,0.0006,1.3623,-0.3734,-0.7469,0.7497%,1.3783%,70.4140%,-0.4609%
10107,11JUL2018,252,-0.1371%,0.0006,1.3601,-0.3728,-0.7547,0.7498%,1.3784%,70.4109%,0.4438%
10107,12JUL2018,252,2.1671%,0.0006,1.3588,-0.3727,-0.7504,0.7496%,1.3809%,70.5344%,-0.0014%
10107,13JUL2018,252,1.1901%,0.0006,1.3578,-0.3740,-0.7626,0.7492%,1.3817%,70.5967%,0.8036%
10107,16JUL2018,252,-0.4932%,0.0006,1.3571,-0.3742,-0.7569,0.7489%,1.3801%,70.5508%,0.1641%
10107,17JUL2018,252,0.9913%,0.0006,1.3567,-0.3782,-0.7570,0.7470%,1.3805%,70.7241%,-0.1385%
10107,18JUL2018,252,-0.7834%,0.0005,1.3550,-0.3788,-0.7725,0.7479%,1.3817%,70.6988%,-0.7526%
10107,19JUL2018,252,-0.6849%,0.0005,1.3548,-0.3833,-0.7718,0.7480%,1.3822%,70.7154%,-0.1429%
10107,20JUL2018,252,1.7912%,0.0006,1.3528,-0.3908,-0.7668,0.7569%,1.3859%,70.1755%,1.9385%
10107,23JUL2018,252,1.5997%,0.0007,1.3525,-0.4061,-0.7533,0.7616%,1.3881%,69.8913%,1.6856%
10107,24JUL2018,252,-0.2871%,0.0007,1.3525,-0.3832,-0.7594,0.7634%,1.3881%,69.7511%,-0.8627%
10107,25JUL2018,252,2.9445%,0.0007,1.3513,-0.4006,-0.8012,0.7618%,1.3985%,70.3285%,0.8441%
10107,26JUL2018,252,-1.0918%,0.0007,1.3495,-0.4108,-0.8190,0.7597%,1.4006%,70.5810%,-0.1284%
10107,27JUL2018,252,-1.7698%,0.0007,1.3506,-0.4117,-0.8192,0.7576%,1.4033%,70.8551%,-0.3657%
10107,30JUL2018,252,-2.1452%,0.0007,1.3511,-0.4116,-0.8229,0.7575%,1.4107%,71.1682%,-0.0122%
10107,31JUL2018,252,0.6738%,0.0007,1.3494,-0.4202,-0.8092,0.7585%,1.4105%,71.0831%,-0.5868%
10107,01AUG2018,252,0.1885%,0.0007,1.3498,-0.4216,-0.8081,0.7579%,1.4104%,71.1251%,0.2284%
10107,02AUG2018,252,1.2138%,0.0007,1.3477,-0.4388,-0.8065,0.7563%,1.4114%,71.2853%,-0.1041%
10107,03AUG2018,252,0.4369%,0.0007,1.3466,-0.4394,-0.8099,0.7560%,1.4113%,71.3036%,-0.0461%
10107,06AUG2018,252,0.0833%,0.0007,1.3432,-0.4470,-0.8134,0.7561%,1.4109%,71.2840%,-0.7006%
10107,07AUG2018,252,0.6936%,0.0007,1.3430,-0.4517,-0.8270,0.7524%,1.4108%,71.5612%,0.1803%
10107,08AUG2018,252,0.5603%,0.0007,1.3443,-0.4521,-0.8282,0.7512%,1.4108%,71.6513%,0.7678%
10107,09AUG2018,252,0.1644%,0.0008,1.3426,-0.4625,-0.8310,0.7498%,1.4103%,71.7353%,0.0937%
10107,10AUG2018,252,-0.6109%,0.0007,1.3476,-0.4581,-0.8327,0.7491%,1.4074%,71.6725%,0.1935%
10107,13AUG2018,252,-0.7248%,0.0007,1.3496,-0.4563,-0.8200,0.7488%,1.4060%,71.6325%,-0.4258%
10107,14AUG2018,252,1.2476%,0.0007,1.3504,-0.4544,-0.8177,0.7495%,1.4051%,71.5502%,0.6184%
10107,15AUG2018,252,-1.3509%,0.0007,1.3536,-0.4528,-0.8158,0.7500%,1.4084%,71.6413%,-0.4725%
10107,16AUG2018,252,-0.0186%,0.0007,1.3478,-0.4536,-0.8241,0.7530%,1.4082%,71.4062%,-1.0093%
10107,17AUG2018,252,-0.0557%,0.0006,1.3490,-0.4532,-0.8238,0.7535%,1.4033%,71.1679%,-0.4098%
10107,20AUG2018,252,-0.6600%,0.0006,1.3482,-0.4565,-0.8301,0.7549%,1.4043%,71.1003%,-0.8345%
10107,21AUG2018,252,-0.8328%,0.0006,1.3451,-0.4752,-0.8399,0.7545%,1.4051%,71.1650%,-0.7742%
10107,22AUG2018,252,1.0191%,0.0006,1.3469,-0.4718,-0.8452,0.7558%,1.4040%,71.0206%,0.8267%
10107,23AUG2018,252,0.4670%,0.0006,1.3464,-0.4732,-0.8491,0.7561%,1.4033%,70.9721%,0.4087%
10107,24AUG2018,252,0.7810%,0.0006,1.3449,-0.4771,-0.8454,0.7564%,1.4037%,70.9665%,-0.5543%
10107,27AUG2018,252,1.1070%,0.0006,1.3429,-0.4733,-0.8484,0.7564%,1.4050%,71.0136%,-0.3634%
10107,28AUG2018,252,0.6022%,0.0006,1.3423,-0.4724,-0.8584,0.7556%,1.4052%,71.0882%,0.3143%
10107,29AUG2018,252,1.5962%,0.0006,1.3429,-0.4729,-0.8625,0.7557%,1.4080%,71.1944%,0.3293%
10107,30AUG2018,252,-0.0625%,0.0006,1.3415,-0.4723,-0.8626,0.7556%,1.4062%,71.1316%,0.2513%
10107,31AUG2018,252,0.3394%,0.0006,1.3416,-0.4717,-0.8630,0.7556%,1.4053%,71.0903%,0.1249%
10107,04SEP2018,252,-0.5519%,0.0006,1.3451,-0.4582,-0.8518,0.7540%,1.4037%,71.1437%,-0.5916%
10107,05SEP2018,252,-2.8825%,0.0005,1.3482,-0.4558,-0.8813,0.7634%,1.4164%,70.9505%,-1.8547%
10107,06SEP2018,252,0.2304%,0.0006,1.3475,-0.4595,-0.8819,0.7627%,1.4161%,70.9916%,0.4446%
10107,07SEP2018,252,-0.4874%,0.0005,1.3496,-0.4589,-0.8693,0.7623%,1.4149%,70.9739%,-0.3921%
10107,10SEP2018,252,1.0812%,0.0006,1.3499,-0.4587,-0.8725,0.7628%,1.4155%,70.9586%,0.4963%
10107,11SEP2018,252,1.7005%,0.0006,1.3506,-0.4635,-0.8773,0.7644%,1.4177%,70.9237%,0.8506%
10107,12SEP2018,252,0.4225%,0.0006,1.3505,-0.4636,-0.8774,0.7645%,1.4176%,70.9209%,0.1532%
10107,13SEP2018,252,1.0742%,0.0005,1.3491,-0.4683,-0.8852,0.7622%,1.4184%,71.1263%,-0.1053%
10107,14SEP2018,252,0.4074%,0.0006,1.3489,-0.4664,-0.8822,0.7620%,1.4176%,71.1049%,0.5806%
10107,17SEP2018,252,-1.0849%,0.0006,1.3464,-0.4722,-0.8801,0.7612%,1.4195%,71.2436%,0.4001%
10107,18SEP2018,252,0.9542%,0.0006,1.3462,-0.4703,-0.8762,0.7613%,1.4201%,71.2645%,-0.2201%
10107,19SEP2018,252,-1.3338%,0.0005,1.3450,-0.4646,-0.8952,0.7621%,1.4233%,71.3278%,-0.6115%
10107,20SEP2018,252,1.6741%,0.0006,1.3481,-0.4595,-0.8912,0.7624%,1.4254%,71.3942%,0.5730%
10107,21SEP2018,252,0.6076%,0.0006,1.3467,-0.4640,-0.8849,0.7638%,1.4238%,71.2228%,0.8492%
10107,24SEP2018,252,0.3588%,0.0006,1.3466,-0.4665,-0.8852,0.7635%,1.4238%,71.2455%,-0.0138%
10107,25SEP2018,252,-0.1919%,0.0006,1.3466,-0.4631,-0.8742,0.7629%,1.4198%,71.1275%,-0.3383%
10107,26SEP2018,252,-0.4107%,0.0006,1.3496,-0.4577,-0.8655,0.7640%,1.4202%,71.0656%,-0.6068%
10107,27SEP2018,252,0.3773%,0.0005,1.3450,-0.4731,-0.8671,0.7637%,1.4198%,71.0671%,-0.5988%
10107,28SEP2018,252,-0.0350%,0.0005,1.3451,-0.4728,-0.8669,0.7636%,1.4198%,71.0736%,0.0132%
10107,01OCT2018,252,1.0842%,0.0005,1.3447,-0.4819,-0.8664,0.7639%,1.4203%,71.0731%,0.3945%
10107,02OCT2018,252,-0.3979%,0.0005,1.3452,-0.4791,-0.8671,0.7639%,1.4208%,71.0901%,-0.0759%
10107,03OCT2018,252,0.0174%,0.0006,1.3480,-0.4704,-0.8589,0.7623%,1.4202%,71.1877%,0.5764%
10107,04OCT2018,252,-2.0665%,0.0006,1.3481,-0.4704,-0.8604,0.7623%,1.4271%,71.4661%,0.0291%
10107,05OCT2018,252,-0.5852%,0.0006,1.3427,-0.4692,-0.8668,0.7596%,1.4246%,71.5708%,0.4076%
10107,08OCT2018,252,-1.1415%,0.0006,1.3424,-0.4694,-0.8700,0.7596%,1.4270%,71.6685%,-0.0514%
10107,09OCT2018,252,1.2720%,0.0006,1.3413,-0.4728,-0.8628,0.7652%,1.4286%,71.3083%,1.6131%
10107,10OCT2018,252,-5.4338%,0.0006,1.3402,-0.4723,-0.8615,0.7653%,1.4716%,72.9591%,0.1284%
10107,11OCT2018,252,-0.2355%,0.0007,1.3169,-0.4721,-0.8954,0.7725%,1.4718%,72.4526%,1.8166%
10107,12OCT2018,252,3.4558%,0.0007,1.3171,-0.4631,-0.8766,0.7718%,1.4857%,73.0143%,-0.3430%
10107,15OCT2018,252,-1.7979%,0.0006,1.3172,-0.4680,-0.8820,0.7717%,1.4907%,73.1973%,-0.2919%
10107,16OCT2018,252,3.1599%,0.0006,1.3082,-0.4747,-0.8690,0.7734%,1.5027%,73.5136%,-0.7553%
10107,17OCT2018,252,-0.2613%,0.0006,1.3078,-0.4753,-0.8733,0.7727%,1.5028%,73.5610%,-0.2702%
10107,18OCT2018,252,-1.9962%,0.0006,1.3071,-0.4766,-0.8738,0.7727%,1.5090%,73.7763%,0.1239%
10107,19OCT2018,252,0.1475%,0.0006,1.3064,-0.4826,-0.8715,0.7730%,1.5089%,73.7565%,0.4663%
10107,22OCT2018,252,0.8927%,0.0006,1.3023,-0.4822,-0.8838,0.7727%,1.5083%,73.7509%,0.5186%
10107,23OCT2018,252,-1.3956%,0.0006,1.3089,-0.4746,-0.8755,0.7750%,1.5114%,73.7059%,-1.0068%
10107,24OCT2018,252,-5.3469%,0.0005,1.3233,-0.4625,-0.8776,0.7766%,1.5505%,74.9129%,-0.7636%
10107,25OCT2018,252,5.8444%,0.0006,1.3519,-0.4457,-0.8875,0.7967%,1.5916%,74.9431%,2.9451%
10107,26OCT2018,252,-1.2373%,0.0007,1.3407,-0.4325,-0.8802,0.8021%,1.5940%,74.6797%,1.5501%
10107,29OCT2018,252,-2.9076%,0.0005,1.3321,-0.4174,-0.8352,0.7538%,1.5555%,76.5196%,-0.6089%
10107,30OCT2018,252,-0.1155%,0.0004,1.3128,-0.4323,-0.8499,0.7654%,1.5556%,75.7887%,-2.1053%
10107,31OCT2018,252,2.9692%,0.0004,1.3160,-0.4240,-0.8539,0.7631%,1.5648%,76.2224%,0.4539%
10107,01NOV2018,252,-0.8333%,0.0004,1.3000,-0.4818,-0.8273,0.7844%,1.5660%,74.9066%,-2.9358%
10107,02NOV2018,252,0.2266%,0.0004,1.2973,-0.4581,-0.8146,0.7881%,1.5649%,74.6386%,1.8424%
10107,05NOV2018,252,1.2717%,0.0005,1.3037,-0.4810,-0.7949,0.7905%,1.5666%,74.5405%,1.5528%
10107,06NOV2018,252,0.1953%,0.0004,1.3013,-0.4823,-0.7983,0.7909%,1.5665%,74.5083%,-0.6251%
10107,07NOV2018,252,3.9361%,0.0005,1.2983,-0.5073,-0.8130,0.7883%,1.5847%,75.2542%,0.1674%
10107,08NOV2018,252,-0.1876%,0.0005,1.2978,-0.5084,-0.8150,0.7882%,1.5848%,75.2650%,0.2444%
10107,09NOV2018,252,-1.9508%,0.0005,1.3021,-0.4988,-0.8156,0.7895%,1.5896%,75.3293%,-0.7040%
