PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret
14593,13MAY2019,252,-5.8119%,-0.0006,1.2886,-0.4212,-0.6867,1.2115%,1.8970%,59.2125%,-2.5777%
14593,14MAY2019,252,1.5830%,-0.0005,1.2910,-0.4168,-0.6863,1.2111%,1.8994%,59.3458%,0.5304%
14593,15MAY2019,252,1.1979%,-0.0005,1.2913,-0.4179,-0.6844,1.2109%,1.9008%,59.4131%,-0.2149%
14593,16MAY2019,252,-0.4400%,-0.0006,1.2844,-0.4085,-0.6833,1.2169%,1.9001%,58.9846%,-2.0033%
14593,17MAY2019,252,-0.5682%,-0.0006,1.2833,-0.4163,-0.6842,1.2167%,1.8996%,58.9776%,0.2277%
14593,20MAY2019,252,-3.1270%,-0.0007,1.2847,-0.4165,-0.6976,1.2222%,1.9095%,59.0345%,-1.9050%
14593,21MAY2019,252,1.9171%,-0.0006,1.2864,-0.4106,-0.6981,1.2230%,1.9131%,59.1313%,0.6868%
14593,22MAY2019,252,-2.0472%,-0.0007,1.2933,-0.3900,-0.6766,1.2302%,1.9171%,58.8225%,-2.1781%
14593,23MAY2019,252,-1.7070%,-0.0007,1.2953,-0.3825,-0.6758,1.2300%,1.9201%,58.9644%,-0.3959%
14593,24MAY2019,252,-0.3841%,-0.0007,1.2948,-0.3848,-0.6782,1.2300%,1.9198%,58.9495%,-0.2902%
14593,28MAY2019,252,-0.4135%,-0.0007,1.2929,-0.3838,-0.6810,1.2302%,1.9200%,58.9444%,0.2718%
14593,29MAY2019,252,-0.4769%,-0.0007,1.2926,-0.3865,-0.6773,1.2307%,1.9202%,58.9201%,0.6068%
14593,30MAY2019,252,0.5187%,-0.0008,1.3013,-0.4026,-0.6654,1.2295%,1.9203%,59.0048%,-0.3011%
14593,31MAY2019,252,-1.8116%,-0.0007,1.3144,-0.3999,-0.6488,1.2254%,1.9237%,59.4209%,-0.1929%
14593,03JUN2019,252,-1.0110%,-0.0007,1.3186,-0.3911,-0.6292,1.2261%,1.9246%,59.4163%,0.7162%
14593,04JUN2019,252,3.6584%,-0.0006,1.3257,-0.3860,-0.6228,1.2269%,1.9351%,59.7985%,0.7248%
14593,05JUN2019,252,1.6143%,-0.0006,1.3252,-0.3815,-0.6198,1.2270%,1.9370%,59.8734%,-0.3089%
14593,06JUN2019,252,1.4682%,-0.0007,1.3278,-0.3965,-0.6186,1.2265%,1.9386%,59.9696%,0.3435%
14593,07JUN2019,252,2.6617%,-0.0006,1.3326,-0.4016,-0.6215,1.2262%,1.9457%,60.2801%,0.5493%
14593,10JUN2019,252,1.2779%,-0.0006,1.3335,-0.4011,-0.6240,1.2266%,1.9472%,60.3161%,0.6025%
14593,11JUN2019,252,1.1580%,-0.0005,1.3361,-0.4020,-0.6181,1.2272%,1.9476%,60.2981%,1.5519%
14593,12JUN2019,252,-0.3183%,-0.0005,1.3381,-0.4030,-0.6133,1.2273%,1.9477%,60.2946%,-0.5112%
14593,13JUN2019,252,-0.0206%,-0.0005,1.3374,-0.4076,-0.6149,1.2276%,1.9474%,60.2646%,-0.4738%
14593,14JUN2019,252,-0.7262%,-0.0005,1.3362,-0.4020,-0.6167,1.2276%,1.9472%,60.2555%,-0.5055%
14593,17JUN2019,252,0.5967%,-0.0005,1.3346,-0.3997,-0.6240,1.2267%,1.9476%,60.3275%,-0.0461%
14593,18JUN2019,252,2.3518%,-0.0004,1.3409,-0.3944,-0.6159,1.2276%,1.9519%,60.4447%,1.2247%
14593,19JUN2019,252,-0.2923%,-0.0004,1.3417,-0.4004,-0.6119,1.2290%,1.9520%,60.3609%,-1.0543%
14593,20JUN2019,252,0.8036%,-0.0004,1.3363,-0.3869,-0.6121,1.2282%,1.9497%,60.3186%,-0.6884%
14593,21JUN2019,252,-0.3409%,-0.0004,1.3366,-0.3871,-0.6114,1.2283%,1.9498%,60.3157%,-0.2634%
14593,24JUN2019,252,-0.1006%,-0.0004,1.3374,-0.3853,-0.6120,1.2280%,1.9494%,60.3190%,0.0492%
14593,25JUN2019,252,-1.5158%,-0.0004,1.3364,-0.3813,-0.6083,1.2282%,1.9518%,60.4016%,0.3514%
14593,26JUN2019,252,2.1629%,-0.0003,1.3408,-0.3758,-0.6010,1.2369%,1.9539%,59.9291%,2.3671%
14593,27JUN2019,252,-0.0300%,-0.0004,1.3407,-0.3928,-0.6028,1.2354%,1.9525%,59.9665%,-0.3639%
14593,28JUN2019,252,-0.9112%,-0.0005,1.3386,-0.3930,-0.6160,1.2357%,1.9534%,59.9856%,-1.2187%
14593,01JUL2019,252,1.8341%,-0.0005,1.3414,-0.3993,-0.6176,1.2359%,1.9562%,60.0796%,0.5288%
14593,02JUL2019,252,0.5855%,-0.0005,1.3417,-0.3952,-0.6144,1.2358%,1.9564%,60.0960%,-0.4496%
14593,03JUL2019,252,0.8287%,-0.0005,1.3403,-0.3993,-0.6137,1.2353%,1.9558%,60.1075%,-0.4454%
14593,05JUL2019,252,-0.0881%,-0.0004,1.3390,-0.3841,-0.6049,1.2350%,1.9525%,59.9898%,0.6594%
14593,08JUL2019,252,-2.0614%,-0.0005,1.3430,-0.3748,-0.6035,1.2378%,1.9566%,59.9745%,-1.4243%
14593,09JUL2019,252,0.6099%,-0.0005,1.3427,-0.3751,-0.6039,1.2378%,1.9551%,59.9128%,0.0495%
14593,10JUL2019,252,0.9889%,-0.0005,1.3388,-0.3732,-0.6115,1.2374%,1.9541%,59.9011%,0.1752%
14593,11JUL2019,252,-0.7282%,-0.0005,1.3375,-0.3684,-0.6132,1.2389%,1.9547%,59.8306%,-1.2681%
14593,12JUL2019,252,0.7683%,-0.0005,1.3360,-0.3663,-0.6145,1.2385%,1.9534%,59.7986%,0.3681%
14593,15JUL2019,252,0.9395%,-0.0004,1.3356,-0.3699,-0.6206,1.2385%,1.9515%,59.7227%,0.1921%
14593,16JUL2019,252,-0.3460%,-0.0004,1.3350,-0.3679,-0.6205,1.2386%,1.9516%,59.7209%,0.2701%
14593,17JUL2019,252,-0.5623%,-0.0004,1.3346,-0.3647,-0.6226,1.2385%,1.9520%,59.7441%,-0.1817%
14593,18JUL2019,252,1.1360%,-0.0004,1.3357,-0.3649,-0.6264,1.2383%,1.9531%,59.8041%,0.5640%
14593,19JUL2019,252,-1.4928%,-0.0004,1.3378,-0.3667,-0.6225,1.2378%,1.9552%,59.9203%,-0.1504%
14593,22JUL2019,252,2.2854%,-0.0004,1.3440,-0.3997,-0.6265,1.2382%,1.9597%,60.0783%,1.4719%
14593,23JUL2019,252,0.7818%,-0.0004,1.3460,-0.4004,-0.6224,1.2384%,1.9602%,60.0848%,0.3084%
14593,24JUL2019,252,-0.0814%,-0.0004,1.3451,-0.4014,-0.6248,1.2384%,1.9602%,60.0862%,-0.1472%
14593,25JUL2019,252,-0.7907%,-0.0004,1.3452,-0.3962,-0.6242,1.2385%,1.9604%,60.0923%,-0.3069%
14593,26JUL2019,252,0.3478%,-0.0004,1.3449,-0.4086,-0.6352,1.2377%,1.9597%,60.1141%,-0.7284%
14593,29JUL2019,252,0.9339%,-0.0004,1.3428,-0.4205,-0.6459,1.2386%,1.9604%,60.0835%,0.9241%
14593,30JUL2019,252,-0.4292%,-0.0003,1.3428,-0.4049,-0.6301,1.2397%,1.9576%,59.8937%,0.9409%
14593,31JUL2019,252,2.0404%,-0.0002,1.3256,-0.3847,-0.6345,1.2617%,1.9612%,58.6140%,3.9132%
14593,01AUG2019,252,-2.1639%,-0.0002,1.3445,-0.3621,-0.5896,1.2675%,1.9662%,58.4438%,-2.1746%
14593,02AUG2019,252,-2.1158%,-0.0005,1.3555,-0.3708,-0.5772,1.2111%,1.9360%,60.8705%,-1.0300%
14593,05AUG2019,252,-5.2348%,-0.0006,1.3688,-0.3845,-0.5601,1.2075%,1.9556%,61.8739%,-1.1057%
14593,06AUG2019,252,1.8930%,-0.0006,1.3681,-0.3851,-0.5577,1.2076%,1.9591%,62.0064%,-0.3828%
14593,07AUG2019,252,1.0355%,-0.0006,1.3671,-0.3839,-0.5629,1.2080%,1.9599%,62.0146%,0.4376%
14593,08AUG2019,252,2.2056%,-0.0006,1.3638,-0.3819,-0.5651,1.2054%,1.9639%,62.3294%,-0.6049%
14593,09AUG2019,252,-0.8209%,-0.0006,1.3636,-0.3817,-0.5660,1.2053%,1.9646%,62.3641%,-0.0583%
14593,12AUG2019,252,-0.2537%,-0.0005,1.3543,-0.3760,-0.5719,1.2080%,1.9641%,62.1713%,1.4915%
14593,13AUG2019,252,4.2348%,-0.0005,1.3670,-0.3895,-0.5735,1.2134%,1.9819%,62.5166%,1.8663%
14593,14AUG2019,252,-2.9765%,-0.0005,1.3572,-0.3813,-0.5798,1.2127%,1.9905%,62.8832%,0.8365%
14593,15AUG2019,252,-0.4981%,-0.0005,1.3576,-0.3689,-0.5719,1.2150%,1.9906%,62.7445%,-1.2700%
14593,16AUG2019,252,2.3595%,-0.0005,1.3678,-0.3547,-0.5579,1.2136%,1.9961%,63.0357%,0.8003%
14593,19AUG2019,252,1.8644%,-0.0005,1.3685,-0.3543,-0.5575,1.2136%,1.9974%,63.0811%,0.4355%
14593,20AUG2019,252,0.0048%,-0.0006,1.3622,-0.3518,-0.5662,1.2103%,1.9935%,63.1380%,0.8441%
14593,21AUG2019,252,1.0839%,-0.0005,1.3632,-0.3489,-0.5626,1.2082%,1.9936%,63.2725%,-0.2333%
14593,22AUG2019,252,-0.0846%,-0.0005,1.3635,-0.3469,-0.5609,1.2082%,1.9936%,63.2728%,0.1298%
14593,23AUG2019,252,-4.6220%,-0.0005,1.3762,-0.3413,-0.5517,1.2106%,2.0149%,63.9003%,-1.2938%
14593,26AUG2019,252,1.8999%,-0.0005,1.3780,-0.3417,-0.5503,1.2107%,2.0184%,64.0230%,0.3005%
14593,27AUG2019,252,-1.1284%,-0.0005,1.3813,-0.3281,-0.5444,1.2116%,2.0196%,64.0100%,-1.1708%
14593,28AUG2019,252,0.6710%,-0.0005,1.3840,-0.3311,-0.5419,1.2114%,2.0194%,64.0165%,0.2186%
14593,29AUG2019,252,1.6932%,-0.0005,1.3851,-0.3298,-0.5391,1.2106%,2.0216%,64.1362%,0.1013%
14593,30AUG2019,252,-0.1292%,-0.0006,1.3845,-0.3287,-0.5375,1.2103%,2.0194%,64.0766%,-0.1811%
14593,03SEP2019,252,-1.4564%,-0.0006,1.3894,-0.3312,-0.5307,1.2074%,2.0206%,64.2930%,-0.5215%
14593,04SEP2019,252,1.6966%,-0.0007,1.3932,-0.3420,-0.5240,1.2059%,2.0222%,64.4392%,0.3696%
14593,05SEP2019,252,1.9552%,-0.0006,1.3966,-0.3371,-0.5178,1.2061%,2.0258%,64.5552%,0.4818%
14593,06SEP2019,252,-0.0094%,-0.0007,1.3966,-0.3368,-0.5196,1.2060%,2.0254%,64.5471%,-0.1012%
14593,09SEP2019,252,0.4267%,-0.0005,1.4050,-0.3124,-0.4550,1.2108%,2.0228%,64.1707%,2.1659%
14593,10SEP2019,252,1.1813%,-0.0004,1.4059,-0.2804,-0.4350,1.2156%,2.0235%,63.9135%,1.7846%
14593,11SEP2019,252,3.1795%,-0.0002,1.4081,-0.2323,-0.4369,1.2189%,2.0314%,63.9988%,2.2845%
14593,12SEP2019,252,-0.2259%,-0.0003,1.4048,-0.2222,-0.4339,1.2140%,2.0254%,64.0747%,-0.6732%
14593,13SEP2019,252,-1.9432%,-0.0003,1.4026,-0.2240,-0.4478,1.2150%,2.0276%,64.0943%,-1.6148%
14593,16SEP2019,252,0.5257%,-0.0003,1.3980,-0.1952,-0.4372,1.2139%,2.0222%,63.9670%,1.2849%
14593,17SEP2019,252,0.3638%,-0.0002,1.3988,-0.1865,-0.4288,1.2122%,2.0210%,64.0249%,-0.5251%
14593,18SEP2019,252,0.9379%,-0.0001,1.3990,-0.2024,-0.4183,1.2103%,2.0147%,63.9089%,0.8829%
14593,19SEP2019,252,-0.8125%,-0.0002,1.4004,-0.1965,-0.4168,1.2109%,2.0154%,63.8980%,-1.0310%
14593,20SEP2019,252,-1.4618%,-0.0002,1.4004,-0.1967,-0.4223,1.2114%,2.0176%,63.9482%,-0.6833%
14593,23SEP2019,252,0.4547%,-0.0002,1.4019,-0.1966,-0.4189,1.2120%,2.0172%,63.9023%,0.6598%
14593,24SEP2019,252,-0.4755%,-0.0001,1.4003,-0.2074,-0.4174,1.2118%,2.0163%,63.8773%,0.7856%
14593,25SEP2019,252,1.5390%,-0.0001,1.4074,-0.2071,-0.3983,1.2093%,2.0166%,64.0406%,0.8534%
14593,26SEP2019,252,-0.5158%,-0.0001,1.4083,-0.2091,-0.3962,1.2086%,2.0165%,64.0743%,-0.0987%
14593,27SEP2019,252,-0.4866%,-0.0001,1.4069,-0.2135,-0.3945,1.2089%,2.0161%,64.0460%,0.6630%
14593,30SEP2019,252,2.3535%,-0.0001,1.4081,-0.2123,-0.3932,1.2089%,2.0174%,64.0872%,1.4075%
14593,01OCT2019,252,0.2768%,-0.0000,1.3990,-0.2211,-0.4059,1.2139%,2.0173%,63.7890%,1.7906%
14593,02OCT2019,252,-2.5068%,-0.0001,1.3985,-0.2165,-0.4066,1.2138%,2.0232%,64.0032%,-0.0488%
14593,03OCT2019,252,0.8495%,-0.0001,1.3948,-0.1973,-0.4093,1.2121%,2.0231%,64.1020%,-0.6920%
14593,04OCT2019,252,2.8032%,-0.0002,1.3990,-0.2206,-0.4141,1.2102%,2.0293%,64.4378%,0.7422%
14593,07OCT2019,252,0.0220%,-0.0001,1.3979,-0.2187,-0.4140,1.2108%,2.0262%,64.2903%,0.6157%
14593,08OCT2019,252,-1.1715%,-0.0001,1.3911,-0.2202,-0.4156,1.2117%,2.0250%,64.1913%,0.9920%
14593,09OCT2019,252,1.1720%,-0.0001,1.3891,-0.2154,-0.4213,1.2116%,2.0262%,64.2455%,-0.2734%
14593,10OCT2019,252,1.3478%,-0.0001,1.3904,-0.2130,-0.4240,1.2073%,2.0261%,64.4913%,0.5425%
14593,11OCT2019,252,2.6598%,-0.0001,1.4013,-0.2122,-0.4225,1.2089%,2.0112%,63.8707%,1.1190%
14593,14OCT2019,252,-0.1439%,-0.0002,1.4177,-0.2315,-0.4024,1.2046%,2.0104%,64.0970%,0.0080%
14593,15OCT2019,252,-0.2332%,-0.0003,1.4096,-0.2254,-0.3911,1.2086%,1.9982%,63.4181%,-1.7454%
14593,16OCT2019,252,-0.4037%,-0.0002,1.4064,-0.2080,-0.3863,1.2068%,1.9936%,63.3573%,0.1116%
14593,17OCT2019,252,0.3883%,-0.0002,1.4132,-0.1985,-0.4011,1.2037%,1.9891%,63.3801%,-0.0808%
14593,18OCT2019,252,0.4803%,-0.0001,1.4138,-0.2080,-0.3879,1.2069%,1.9890%,63.1812%,1.4372%
14593,21OCT2019,252,1.7343%,-0.0001,1.4160,-0.2071,-0.3830,1.2082%,1.9861%,62.9909%,0.8964%
14593,22OCT2019,252,-0.2287%,-0.0001,1.4107,-0.1658,-0.3930,1.2029%,1.9840%,63.2423%,0.6284%
14593,23OCT2019,252,1.3419%,-0.0001,1.4159,-0.1749,-0.3790,1.2039%,1.9854%,63.2307%,1.0734%
14593,24OCT2019,252,0.1645%,-0.0002,1.4213,-0.1742,-0.3658,1.1999%,1.9846%,63.4466%,-0.5896%
14593,25OCT2019,252,1.2316%,-0.0002,1.4376,-0.1592,-0.3693,1.1969%,1.9737%,63.2213%,0.5994%
14593,28OCT2019,252,1.0017%,-0.0002,1.4421,-0.1562,-0.3715,1.1960%,1.9700%,63.1401%,0.0519%
14593,29OCT2019,252,-2.3128%,-0.0003,1.4510,-0.1794,-0.3810,1.2001%,1.9730%,63.0024%,-1.8997%
14593,30OCT2019,252,-0.0123%,-0.0003,1.4513,-0.1761,-0.3680,1.2013%,1.9691%,62.7807%,-0.9270%
14593,31OCT2019,252,2.2610%,-0.0002,1.4568,-0.1750,-0.3742,1.2073%,1.9737%,62.5855%,2.5941%
14593,01NOV2019,252,2.8381%,-0.0001,1.4626,-0.1607,-0.3548,1.2115%,1.9750%,62.3726%,1.6608%
14593,04NOV2019,252,0.6567%,-0.0000,1.4650,-0.1496,-0.3524,1.2115%,1.9732%,62.3025%,0.5569%
14593,05NOV2019,252,-0.1437%,0.0002,1.4480,-0.0691,-0.3233,1.1595%,1.9270%,63.7954%,0.0887%
14593,06NOV2019,252,0.0428%,0.0003,1.4675,-0.1309,-0.2655,1.1429%,1.9180%,64.4928%,0.1248%
14593,07NOV2019,252,1.1507%,0.0004,1.4687,-0.1326,-0.2615,1.1436%,1.9181%,64.4535%,0.7015%
14593,08NOV2019,252,0.2737%,0.0004,1.4720,-0.1368,-0.2636,1.1434%,1.9093%,64.1345%,-0.2712%
14593,11NOV2019,252,0.7919%,0.0004,1.4708,-0.1352,-0.2659,1.1451%,1.9095%,64.0402%,1.0155%
14593,12NOV2019,252,-0.0915%,0.0004,1.4696,-0.1404,-0.2633,1.1451%,1.9052%,63.8784%,-0.3969%
14593,13NOV2019,252,0.9582%,0.0005,1.4543,-0.1339,-0.2575,1.1398%,1.8778%,63.1563%,0.6907%
14593,14NOV2019,252,-0.6919%,0.0005,1.4542,-0.1342,-0.2537,1.1401%,1.8771%,63.1126%,-0.8827%
14593,15NOV2019,252,1.1879%,0.0006,1.4463,-0.1275,-0.2611,1.1341%,1.8688%,63.1701%,-0.0153%
14593,18NOV2019,252,0.5042%,0.0006,1.4440,-0.1318,-0.2605,1.1335%,1.8632%,62.9906%,0.2915%
14593,19NOV2019,252,-0.3033%,0.0005,1.4454,-0.1392,-0.2543,1.1329%,1.8625%,63.0005%,-0.5117%
14593,20NOV2019,252,-1.1641%,0.0005,1.4445,-0.1510,-0.2302,1.1329%,1.8461%,62.3427%,-0.8051%
14593,21NOV2019,252,-0.4483%,0.0006,1.4222,-0.1303,-0.2506,1.1237%,1.8200%,61.8744%,-0.2766%
14593,22NOV2019,252,-0.0878%,0.0006,1.4211,-0.1152,-0.2557,1.1227%,1.8199%,61.9419%,-0.3735%
14593,25NOV2019,252,1.7534%,0.0007,1.4102,-0.0715,-0.2745,1.1165%,1.8145%,62.1392%,0.4922%
14593,26NOV2019,252,-0.7809%,0.0007,1.4212,-0.0924,-0.2593,1.1175%,1.8140%,62.0498%,-1.2976%
14593,27NOV2019,252,1.3432%,0.0008,1.4236,-0.0998,-0.2562,1.1179%,1.8153%,62.0806%,0.7306%
14593,29NOV2019,252,-0.2203%,0.0008,1.4225,-0.0998,-0.2563,1.1179%,1.8007%,61.4587%,0.2882%
14593,02DEC2019,252,-1.1562%,0.0008,1.4216,-0.1003,-0.2564,1.1173%,1.8017%,61.5402%,0.1684%
14593,03DEC2019,252,-1.7830%,0.0008,1.4349,-0.1285,-0.2494,1.1130%,1.8054%,61.9924%,-1.0043%
14593,04DEC2019,252,0.8826%,0.0008,1.4286,-0.1262,-0.2387,1.1085%,1.7937%,61.8078%,0.0938%
14593,05DEC2019,252,1.4671%,0.0008,1.4347,-0.1295,-0.2295,1.1113%,1.7722%,60.6794%,1.3577%
14593,06DEC2019,252,1.9316%,0.0009,1.4338,-0.1218,-0.2401,1.1094%,1.7737%,60.8760%,0.7397%
14593,09DEC2019,252,-1.4000%,0.0008,1.4371,-0.1298,-0.2415,1.1110%,1.7606%,60.1775%,-0.8600%
14593,10DEC2019,252,0.5844%,0.0008,1.4361,-0.1258,-0.2419,1.1117%,1.7605%,60.1234%,0.7144%
14593,11DEC2019,252,0.8529%,0.0009,1.4359,-0.1262,-0.2441,1.1112%,1.7603%,60.1519%,0.4640%
14593,12DEC2019,252,0.2548%,0.0009,1.4317,-0.1133,-0.2586,1.1115%,1.7603%,60.1339%,-0.7789%
14593,13DEC2019,252,1.3593%,0.0009,1.4291,-0.0862,-0.2655,1.1113%,1.7609%,60.1718%,1.2199%
14593,16DEC2019,252,1.7118%,0.0009,1.4265,-0.0851,-0.2635,1.1114%,1.7502%,59.6716%,0.6366%
14593,17DEC2019,252,0.1965%,0.0008,1.4478,-0.0812,-0.2861,1.1019%,1.7486%,60.2900%,0.2610%
14593,18DEC2019,252,-0.2389%,0.0008,1.4495,-0.0843,-0.2788,1.0999%,1.7476%,60.3893%,-0.1324%
14593,19DEC2019,252,0.1001%,0.0008,1.4418,-0.0915,-0.2762,1.0991%,1.7347%,59.8554%,-0.6490%
14593,20DEC2019,252,-0.2071%,0.0008,1.4390,-0.0853,-0.2734,1.1013%,1.7261%,59.2935%,-1.0220%
14593,23DEC2019,252,1.6318%,0.0008,1.4310,-0.0837,-0.2727,1.1036%,1.7083%,58.2652%,1.4105%
14593,24DEC2019,252,0.0951%,0.0008,1.4478,-0.1094,-0.2628,1.1019%,1.6987%,57.9204%,0.1064%
14593,26DEC2019,252,1.9840%,0.0008,1.4723,-0.1317,-0.2644,1.1034%,1.6477%,55.1586%,1.2256%
14593,27DEC2019,252,-0.0379%,0.0009,1.4850,-0.1613,-0.2625,1.0959%,1.6468%,55.7164%,0.0087%
14593,30DEC2019,252,0.5935%,0.0009,1.4790,-0.1566,-0.2542,1.1000%,1.6469%,55.3896%,1.6080%
14593,31DEC2019,252,0.7307%,0.0010,1.4823,-0.1589,-0.2561,1.0994%,1.6465%,55.4174%,0.3385%
14593,02JAN2020,252,2.2816%,0.0010,1.4872,-0.1721,-0.2573,1.1002%,1.6514%,55.6145%,0.7775%
14593,03JAN2020,252,-0.9722%,0.0014,1.3838,-0.0904,-0.1851,1.0269%,1.5213%,54.4405%,0.0854%
14593,06JAN2020,252,0.7968%,0.0014,1.4039,-0.0916,-0.1906,1.0252%,1.5010%,53.3450%,0.1864%
14593,07JAN2020,252,-0.4703%,0.0015,1.4086,-0.0580,-0.2068,1.0194%,1.5014%,53.8956%,-0.2581%
14593,08JAN2020,252,1.6086%,0.0015,1.4091,-0.0606,-0.2097,1.0202%,1.5002%,53.7588%,0.8027%
14593,09JAN2020,252,2.1241%,0.0015,1.4126,-0.0790,-0.2139,1.0205%,1.5021%,53.8417%,1.0606%
14593,10JAN2020,252,0.2261%,0.0015,1.4122,-0.0788,-0.2183,1.0204%,1.5021%,53.8544%,0.6091%
14593,13JAN2020,252,2.1364%,0.0016,1.4155,-0.0786,-0.2152,1.0198%,1.5044%,54.0502%,1.0712%
14593,14JAN2020,252,-1.3503%,0.0016,1.4173,-0.0994,-0.2031,1.0228%,1.5036%,53.7276%,-1.2760%
14593,15JAN2020,252,-0.4286%,0.0015,1.4174,-0.1099,-0.1916,1.0244%,1.5003%,53.3795%,-0.7781%
14593,16JAN2020,252,1.2526%,0.0015,1.4154,-0.1097,-0.2017,1.0230%,1.5004%,53.5106%,0.0373%
14593,17JAN2020,252,1.1071%,0.0015,1.4196,-0.1146,-0.2029,1.0226%,1.5012%,53.5982%,0.6104%
14593,21JAN2020,252,-0.6777%,0.0015,1.4343,-0.1256,-0.1943,1.0193%,1.5023%,53.9621%,-0.4148%
14593,22JAN2020,252,0.3570%,0.0015,1.4322,-0.1265,-0.1933,1.0193%,1.4937%,53.4357%,0.2055%
14593,23JAN2020,252,0.4816%,0.0016,1.4323,-0.1269,-0.1935,1.0193%,1.4937%,53.4326%,0.3295%
14593,24JAN2020,252,-0.2882%,0.0016,1.4264,-0.1195,-0.1960,1.0176%,1.4926%,53.5134%,0.9832%
14593,27JAN2020,252,-2.9405%,0.0015,1.4305,-0.1470,-0.1824,1.0125%,1.4944%,54.0945%,-0.7595%
14593,28JAN2020,252,2.8289%,0.0016,1.4388,-0.1509,-0.1877,1.0149%,1.5010%,54.2832%,1.2700%
14593,29JAN2020,252,2.0932%,0.0017,1.4350,-0.1529,-0.2057,1.0199%,1.5028%,53.9426%,2.0091%
14593,30JAN2020,252,-0.1449%,0.0015,1.3880,-0.1225,-0.1704,0.9837%,1.4454%,53.6860%,-0.6029%
14593,31JAN2020,252,-4.4339%,0.0014,1.4196,-0.1162,-0.1743,0.9923%,1.4753%,54.7637%,-2.1359%
14593,03FEB2020,252,-0.2746%,0.0014,1.4142,-0.1367,-0.1581,0.9976%,1.4757%,54.2985%,-1.5196%
14593,04FEB2020,252,3.3014%,0.0014,1.4178,-0.1552,-0.1547,0.9933%,1.4792%,54.9060%,0.9559%
14593,05FEB2020,252,0.8154%,0.0013,1.4134,-0.1550,-0.1569,0.9922%,1.4768%,54.8601%,-0.2856%
14593,06FEB2020,252,1.1697%,0.0013,1.4149,-0.1584,-0.1609,0.9925%,1.4778%,54.8949%,0.5837%
14593,07FEB2020,252,-1.3560%,0.0013,1.4123,-0.1476,-0.1586,0.9930%,1.4751%,54.6801%,-0.7154%
14593,10FEB2020,252,0.4750%,0.0013,1.4087,-0.1475,-0.1523,0.9943%,1.4751%,54.5672%,-0.7032%
14593,11FEB2020,252,-0.6033%,0.0013,1.4062,-0.1363,-0.1633,0.9949%,1.4751%,54.5142%,-0.8365%
14593,12FEB2020,252,2.3748%,0.0014,1.4212,-0.1355,-0.1695,0.9951%,1.4806%,54.8352%,1.4056%
14593,13FEB2020,252,-0.7121%,0.0014,1.4236,-0.1380,-0.1681,0.9943%,1.4813%,54.9463%,-0.5665%
14593,14FEB2020,252,0.0246%,0.0013,1.4248,-0.1418,-0.1613,0.9943%,1.4814%,54.9509%,-0.3583%
14593,18FEB2020,252,-1.8311%,0.0013,1.4420,-0.1493,-0.1369,0.9935%,1.4870%,55.3580%,-1.6469%
14593,19FEB2020,252,1.4483%,0.0014,1.4434,-0.1479,-0.1365,0.9939%,1.4888%,55.4311%,0.6037%
14593,20FEB2020,252,-1.0259%,0.0013,1.4455,-0.1543,-0.1424,0.9942%,1.4909%,55.5296%,-0.3626%
14593,21FEB2020,252,-2.2635%,0.0013,1.4513,-0.1556,-0.1435,0.9954%,1.4984%,55.8745%,-0.6632%
14593,24FEB2020,252,-4.7500%,0.0013,1.4501,-0.1535,-0.1452,0.9954%,1.5302%,57.6903%,0.1918%
14593,25FEB2020,252,-3.3872%,0.0013,1.4338,-0.1457,-0.1514,0.9965%,1.5468%,58.4955%,0.9748%
14593,26FEB2020,252,1.5864%,0.0014,1.4286,-0.1506,-0.1763,1.0040%,1.5492%,57.9996%,2.0905%
14593,27FEB2020,252,-6.5368%,0.0014,1.4413,-0.1628,-0.1758,1.0045%,1.6066%,60.9107%,-0.3880%
14593,28FEB2020,252,-0.0585%,0.0014,1.4359,-0.1535,-0.1853,1.0047%,1.6049%,60.8079%,0.9680%
14593,02MAR2020,252,9.3101%,0.0015,1.4940,-0.2367,-0.1876,1.0163%,1.7037%,64.4165%,2.7761%
14593,03MAR2020,252,-3.1759%,0.0015,1.4844,-0.2131,-0.2018,1.0154%,1.7171%,65.0290%,1.0593%
14593,04MAR2020,252,4.6385%,0.0014,1.4504,-0.1821,-0.1821,1.0221%,1.7393%,65.4667%,-1.8159%
14593,05MAR2020,252,-3.2437%,0.0015,1.4334,-0.1655,-0.2029,1.0250%,1.7523%,65.7829%,1.4468%
14593,06MAR2020,252,-1.3280%,0.0015,1.4273,-0.1615,-0.2155,1.0261%,1.7529%,65.7355%,0.9292%
14593,09MAR2020,252,-7.9092%,0.0015,1.3874,-0.1554,-0.2822,1.0308%,1.8262%,68.1382%,2.1053%
14593,10MAR2020,252,7.2022%,0.0015,1.3847,-0.1765,-0.2723,1.0284%,1.8677%,69.6794%,0.4557%
14593,11MAR2020,252,-3.4731%,0.0015,1.3406,-0.2145,-0.2677,1.0436%,1.8811%,69.2230%,3.1394%
14593,12MAR2020,252,-9.8755%,0.0016,1.2876,-0.2338,-0.2590,1.0518%,1.9849%,71.9201%,2.6188%
14593,13MAR2020,252,11.9808%,0.0016,1.2942,-0.2430,-0.2558,1.0500%,2.1195%,75.4579%,0.5979%
14593,16MAR2020,252,-12.8647%,0.0017,1.2496,-0.2630,-0.2315,1.0570%,2.2723%,78.3616%,2.4066%
