PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret
10107,08OCT2014,252,2.7454%,0.0007,1.0480,-0.3048,-0.2716,-0.3236,1.0355%,1.2072%,26.4281%,1.0838%
10107,09OCT2014,252,-1.9880%,0.0007,1.0479,-0.3049,-0.2742,-0.3238,1.0354%,1.2147%,27.3424%,0.0667%
10107,10OCT2014,252,-3.9695%,0.0005,1.0859,-0.3331,-0.3322,-0.3471,1.0491%,1.2359%,27.9525%,-2.6451%
10107,13OCT2014,252,-0.8630%,0.0006,1.0665,-0.2928,-0.3020,-0.3579,1.0505%,1.2360%,27.7653%,1.1602%
10107,14OCT2014,252,0.1833%,0.0006,1.0629,-0.2993,-0.3018,-0.3505,1.0500%,1.2349%,27.6975%,-0.1974%
10107,15OCT2014,252,-1.1662%,0.0005,1.0739,-0.3165,-0.2740,-0.3380,1.0497%,1.2375%,28.0465%,-0.6953%
10107,16OCT2014,252,-1.1106%,0.0005,1.0815,-0.3537,-0.2922,-0.3190,1.0502%,1.2397%,28.2341%,-1.0535%
10107,17OCT2014,252,2.0824%,0.0005,1.0843,-0.3736,-0.3011,-0.3068,1.0507%,1.2452%,28.7957%,0.5994%
10107,20OCT2014,252,1.0314%,0.0005,1.0858,-0.3709,-0.2950,-0.3048,1.0503%,1.2466%,29.0092%,0.0066%
10107,21OCT2014,252,1.8149%,0.0005,1.0761,-0.3658,-0.2944,-0.2997,1.0506%,1.2512%,29.4851%,-0.3885%
10107,22OCT2014,252,-1.1141%,0.0005,1.0998,-0.3734,-0.3051,-0.3366,1.0433%,1.2509%,30.4430%,-0.1331%
10107,23OCT2014,252,1.4421%,0.0006,1.0977,-0.3703,-0.3401,-0.3654,1.0348%,1.2437%,30.7823%,0.1166%
10107,24OCT2014,252,2.4656%,0.0007,1.0932,-0.3909,-0.3470,-0.3201,1.0406%,1.2523%,30.9472%,1.9248%
10107,27OCT2014,252,-0.4769%,0.0005,1.0581,-0.3642,-0.3306,-0.2713,0.9840%,1.1976%,32.4879%,-0.2493%
10107,28OCT2014,252,1.2633%,0.0006,1.0670,-0.3569,-0.3281,-0.2898,0.9830%,1.1992%,32.8150%,0.3307%
10107,29OCT2014,252,0.2796%,0.0006,1.0661,-0.3566,-0.3160,-0.2794,0.9825%,1.1992%,32.8666%,0.6729%
10107,30OCT2014,252,-1.2227%,0.0005,1.0544,-0.3494,-0.2818,-0.2586,0.9901%,1.2022%,32.1698%,-1.9304%
10107,31OCT2014,252,1.9544%,0.0006,1.0633,-0.3463,-0.2746,-0.2648,0.9912%,1.2073%,32.5910%,0.8174%
10107,03NOV2014,252,1.0437%,0.0006,1.0606,-0.3523,-0.2773,-0.2561,0.9930%,1.2086%,32.4853%,1.0271%
10107,04NOV2014,252,0.2740%,0.0006,1.0521,-0.3643,-0.2860,-0.2419,0.9923%,1.2068%,32.3860%,0.7143%
10107,05NOV2014,252,0.6096%,0.0005,1.0733,-0.3594,-0.2741,-0.2820,0.9824%,1.2017%,33.1663%,0.1030%
10107,06NOV2014,252,1.7551%,0.0005,1.0147,-0.3261,-0.2685,-0.1578,0.9614%,1.1783%,33.4202%,1.2003%
10107,07NOV2014,252,-0.0411%,0.0005,1.0093,-0.3269,-0.2743,-0.1631,0.9608%,1.1722%,32.8210%,-0.1498%
10107,10NOV2014,252,0.4314%,0.0005,1.0094,-0.3238,-0.2650,-0.1542,0.9606%,1.1717%,32.7833%,0.1238%
10107,11NOV2014,252,-0.0409%,0.0005,1.0066,-0.3236,-0.2619,-0.1454,0.9599%,1.1711%,32.8136%,-0.2671%
10107,12NOV2014,252,-0.1842%,0.0005,1.0050,-0.3255,-0.2747,-0.1476,0.9594%,1.1703%,32.8031%,-0.1172%
10107,13NOV2014,252,1.7015%,0.0005,0.9985,-0.3509,-0.3084,-0.1506,0.9597%,1.1677%,32.4646%,1.3915%
10107,14NOV2014,252,-0.0605%,0.0005,1.0026,-0.3580,-0.3021,-0.1473,0.9579%,1.1674%,32.6694%,-0.2473%
10107,17NOV2014,252,-0.2420%,0.0006,1.0098,-0.3551,-0.3168,-0.1644,0.9561%,1.1670%,32.8823%,-0.3818%
10107,18NOV2014,252,-0.8289%,0.0006,1.0155,-0.3520,-0.2976,-0.2031,0.9558%,1.1629%,32.4502%,-1.3403%
10107,19NOV2014,252,-1.0669%,0.0005,1.0151,-0.3320,-0.2793,-0.2041,0.9588%,1.1647%,32.2366%,-1.2167%
10107,20NOV2014,252,0.9954%,0.0005,1.0300,-0.3304,-0.2852,-0.2319,0.9563%,1.1649%,32.6081%,0.8295%
10107,21NOV2014,252,-1.4784%,0.0004,1.0081,-0.3131,-0.2649,-0.2021,0.9665%,1.1684%,31.5693%,-2.2005%
10107,24NOV2014,252,-0.8128%,0.0004,1.0079,-0.3243,-0.2548,-0.1980,0.9688%,1.1696%,31.3863%,-1.0337%
10107,25NOV2014,252,-0.2522%,0.0004,1.0083,-0.3258,-0.2565,-0.1976,0.9687%,1.1698%,31.4291%,-0.0611%
10107,26NOV2014,252,0.5898%,0.0004,1.0010,-0.3185,-0.2594,-0.1805,0.9679%,1.1689%,31.4324%,0.3780%
10107,28NOV2014,252,0.1257%,0.0004,0.9990,-0.3218,-0.2620,-0.1764,0.9676%,1.1684%,31.4150%,0.1001%
10107,01DEC2014,252,1.6942%,0.0005,0.9706,-0.3399,-0.2074,-0.1123,0.9753%,1.1698%,30.4873%,2.4892%
10107,02DEC2014,252,-0.3291%,0.0004,0.9749,-0.3358,-0.2199,-0.1348,0.9750%,1.1692%,30.4575%,-0.7155%
10107,03DEC2014,252,-0.7841%,0.0003,0.9700,-0.3465,-0.2386,-0.1318,0.9773%,1.1702%,30.2445%,-1.0508%
10107,04DEC2014,252,1.5807%,0.0004,0.9559,-0.3495,-0.2383,-0.0948,0.9776%,1.1699%,30.1655%,1.7724%
10107,05DEC2014,252,-0.8600%,0.0004,0.9403,-0.3447,-0.2853,-0.0946,0.9707%,1.1606%,30.0480%,-0.7977%
10107,08DEC2014,252,-1.4973%,0.0004,0.9551,-0.3443,-0.2967,-0.1240,0.9719%,1.1638%,30.2597%,-0.7589%
10107,09DEC2014,252,-0.2201%,0.0004,0.9520,-0.3368,-0.2920,-0.1201,0.9713%,1.1629%,30.2274%,0.1689%
10107,10DEC2014,252,-1.4499%,0.0004,0.9476,-0.3434,-0.2843,-0.1103,0.9675%,1.1624%,30.7209%,0.0205%
10107,11DEC2014,252,0.5757%,0.0004,0.9442,-0.3438,-0.2862,-0.1115,0.9672%,1.1593%,30.4028%,0.0481%
10107,12DEC2014,252,-0.4664%,0.0005,0.9202,-0.3281,-0.2883,-0.0912,0.9682%,1.1576%,30.0538%,1.0046%
10107,15DEC2014,252,-0.5964%,0.0006,0.9153,-0.3196,-0.2762,-0.0757,0.9639%,1.1545%,30.2923%,-0.0198%
10107,16DEC2014,252,-3.2355%,0.0005,0.9325,-0.3610,-0.3340,-0.0773,0.9738%,1.1732%,31.1129%,-2.1814%
10107,17DEC2014,252,1.2843%,0.0005,0.9179,-0.3599,-0.3330,-0.0625,0.9732%,1.1736%,31.2369%,-0.4867%
10107,18DEC2014,252,3.8916%,0.0005,0.9719,-0.4059,-0.3529,-0.0902,0.9717%,1.1976%,34.1674%,1.3661%
10107,19DEC2014,252,0.2946%,0.0006,0.9700,-0.4107,-0.3492,-0.0849,0.9697%,1.1959%,34.2478%,-0.2261%
10107,22DEC2014,252,0.6714%,0.0005,0.9710,-0.4318,-0.3556,-0.0907,0.9666%,1.1931%,34.3613%,0.3808%
10107,23DEC2014,252,0.9796%,0.0006,0.9824,-0.4227,-0.3266,-0.1071,0.9663%,1.1937%,34.4714%,0.9459%
10107,24DEC2014,252,-0.6398%,0.0005,0.9826,-0.4282,-0.3322,-0.1120,0.9653%,1.1925%,34.4823%,-0.5360%
10107,26DEC2014,252,-0.5401%,0.0005,0.9800,-0.4283,-0.3220,-0.1088,0.9668%,1.1921%,34.2187%,-0.8579%
10107,29DEC2014,252,-0.8981%,0.0005,0.9811,-0.4352,-0.3408,-0.1177,0.9678%,1.1933%,34.2206%,-0.7887%
10107,30DEC2014,252,-0.9062%,0.0005,0.9830,-0.4377,-0.3470,-0.1202,0.9681%,1.1950%,34.3793%,-0.3095%
10107,31DEC2014,252,-1.2122%,0.0005,0.9862,-0.4404,-0.3422,-0.1178,0.9682%,1.1979%,34.6720%,-0.2713%
10107,02JAN2015,252,0.6674%,0.0005,0.9873,-0.4445,-0.3442,-0.1190,0.9686%,1.1974%,34.5571%,0.5306%
10107,05JAN2015,252,-0.9303%,0.0005,0.9641,-0.4337,-0.3457,-0.0880,0.9695%,1.1982%,34.5297%,0.9370%
10107,06JAN2015,252,-1.4571%,0.0006,0.9703,-0.4337,-0.3240,-0.0959,0.9629%,1.1940%,34.9611%,-0.8559%
10107,07JAN2015,252,1.2705%,0.0006,0.9701,-0.4342,-0.3236,-0.0965,0.9629%,1.1955%,35.1313%,0.0783%
10107,08JAN2015,252,2.9418%,0.0007,0.9788,-0.4411,-0.3277,-0.0822,0.9577%,1.2027%,36.5907%,1.0611%
10107,09JAN2015,252,-0.8405%,0.0007,0.9770,-0.4397,-0.3278,-0.0724,0.9567%,1.2033%,36.7822%,-0.1589%
10107,12JAN2015,252,-1.2503%,0.0006,0.9805,-0.4437,-0.2985,-0.0675,0.9546%,1.2036%,37.0842%,-0.3837%
10107,13JAN2015,252,-0.5257%,0.0007,0.9663,-0.4400,-0.3024,-0.0771,0.9483%,1.1886%,36.3532%,-0.1936%
10107,14JAN2015,252,-0.8629%,0.0006,0.9612,-0.4386,-0.2918,-0.0806,0.9459%,1.1824%,36.0049%,-0.3030%
10107,15JAN2015,252,-1.0336%,0.0005,0.9524,-0.4457,-0.3114,-0.0713,0.9348%,1.1729%,36.4755%,-0.1919%
10107,16JAN2015,252,1.6711%,0.0005,0.9579,-0.4443,-0.3061,-0.0745,0.9351%,1.1769%,36.8722%,0.5291%
10107,20JAN2015,252,0.3244%,0.0006,0.9541,-0.4383,-0.2994,-0.0740,0.9329%,1.1732%,36.7724%,-0.1844%
10107,21JAN2015,252,-1.0132%,0.0006,0.9366,-0.4112,-0.2984,-0.0402,0.9384%,1.1746%,36.1723%,-1.7380%
10107,22JAN2015,252,2.6350%,0.0006,0.9487,-0.3948,-0.2570,-0.0273,0.9416%,1.1842%,36.7867%,1.4784%
10107,23JAN2015,252,0.1061%,0.0006,0.9508,-0.3927,-0.2445,-0.0153,0.9399%,1.1842%,37.0017%,0.5621%
10107,26JAN2015,252,-0.3603%,0.0004,1.0011,-0.4001,-0.2210,0.0373,0.9049%,1.1781%,41.0018%,-0.5641%
10107,27JAN2015,252,-9.2533%,0.0001,1.0817,-0.5311,-0.3019,0.0209,1.0198%,1.3104%,39.4295%,-7.7229%
10107,28JAN2015,252,-3.4459%,-0.0000,1.1163,-0.5283,-0.2683,-0.0256,1.0291%,1.3286%,40.0058%,-2.2464%
10107,29JAN2015,252,1.9908%,-0.0001,1.1331,-0.5209,-0.2575,-0.0032,1.0224%,1.3326%,41.1359%,1.0552%
10107,30JAN2015,252,-3.8324%,-0.0002,1.1308,-0.4866,-0.1724,0.1372,1.0337%,1.3548%,41.7868%,-2.7666%
10107,02FEB2015,252,2.1782%,-0.0003,1.1594,-0.4837,-0.1207,0.1250,1.0132%,1.3514%,43.7899%,0.8230%
10107,03FEB2015,252,0.7752%,-0.0002,1.1352,-0.4892,-0.1260,0.1340,1.0120%,1.3323%,42.3027%,-0.6645%
10107,04FEB2015,252,0.5769%,-0.0002,1.1362,-0.4913,-0.1229,0.1513,1.0100%,1.3324%,42.5392%,0.8030%
10107,05FEB2015,252,1.4579%,-0.0001,1.1402,-0.4992,-0.1249,0.1426,1.0064%,1.3317%,42.8848%,0.5373%
10107,06FEB2015,252,-0.0942%,-0.0000,1.1458,-0.5022,-0.1193,0.1401,1.0059%,1.3305%,42.8363%,0.3299%
10107,09FEB2015,252,-0.1179%,-0.0000,1.1523,-0.5112,-0.1350,0.1366,1.0051%,1.3291%,42.8133%,0.3274%
10107,10FEB2015,252,0.5666%,-0.0001,1.1456,-0.4982,-0.1094,0.1295,1.0068%,1.3290%,42.6137%,-1.0629%
10107,11FEB2015,252,-0.5164%,-0.0001,1.1488,-0.4971,-0.1023,0.1266,1.0075%,1.3282%,42.4592%,-0.6900%
10107,12FEB2015,252,1.6753%,-0.0001,1.1553,-0.5013,-0.1091,0.1158,1.0072%,1.3313%,42.7601%,0.6532%
10107,13FEB2015,252,1.8102%,-0.0000,1.1661,-0.5051,-0.1417,0.0772,1.0113%,1.3356%,42.6708%,1.4725%
10107,17FEB2015,252,0.0456%,-0.0000,1.1684,-0.5070,-0.1376,0.0753,1.0107%,1.3356%,42.7369%,-0.1734%
10107,18FEB2015,252,-0.1147%,-0.0000,1.1697,-0.5113,-0.1375,0.0712,1.0105%,1.3356%,42.7558%,-0.1524%
10107,19FEB2015,252,-0.0689%,-0.0001,1.1737,-0.5054,-0.1201,0.0779,1.0088%,1.3356%,42.9509%,0.0640%
10107,20FEB2015,252,0.8161%,-0.0001,1.1729,-0.5041,-0.1190,0.0768,1.0089%,1.3360%,42.9733%,-0.1882%
10107,23FEB2015,252,0.6727%,-0.0001,1.1730,-0.5099,-0.1253,0.0808,1.0082%,1.3361%,43.0523%,0.6712%
10107,24FEB2015,252,-0.1359%,-0.0001,1.1760,-0.5041,-0.1110,0.0913,1.0046%,1.3351%,43.3785%,-0.4366%
10107,25FEB2015,252,-0.2268%,-0.0000,1.1753,-0.5044,-0.1135,0.0923,1.0045%,1.3349%,43.3770%,-0.0908%
10107,26FEB2015,252,0.1478%,-0.0000,1.1736,-0.5008,-0.1170,0.0934,1.0050%,1.3348%,43.3140%,0.4922%
10107,27FEB2015,252,-0.4653%,-0.0000,1.1724,-0.5016,-0.1187,0.0934,1.0045%,1.3338%,43.2834%,-0.1128%
10107,02MAR2015,252,0.0684%,-0.0001,1.1683,-0.4982,-0.1289,0.0915,1.0041%,1.3320%,43.1790%,-0.6273%
10107,03MAR2015,252,-1.3674%,-0.0001,1.1673,-0.4948,-0.1304,0.0954,1.0053%,1.3319%,43.0332%,-0.9392%
10107,04MAR2015,252,-0.5199%,-0.0001,1.1660,-0.4975,-0.1326,0.0935,1.0052%,1.3286%,42.7567%,-0.0362%
10107,05MAR2015,252,0.1277%,-0.0001,1.1652,-0.4973,-0.1220,0.1010,1.0036%,1.3275%,42.8517%,0.0283%
10107,06MAR2015,252,-1.7397%,-0.0001,1.1660,-0.4978,-0.1212,0.1003,1.0036%,1.3324%,43.2704%,-0.0550%
10107,09MAR2015,252,1.1567%,-0.0000,1.1664,-0.4935,-0.1044,0.1098,1.0036%,1.3334%,43.3478%,0.6932%
10107,10MAR2015,252,-1.9137%,-0.0000,1.1648,-0.4927,-0.1047,0.1108,1.0036%,1.3391%,43.8333%,0.1011%
10107,11MAR2015,252,-0.1190%,-0.0000,1.1677,-0.4813,-0.0884,0.1145,1.0018%,1.3389%,44.0118%,0.2554%
10107,12MAR2015,252,-2.2868%,-0.0002,1.1449,-0.5171,-0.1837,0.0675,1.0258%,1.3464%,41.9542%,-3.6311%
10107,13MAR2015,252,0.8776%,-0.0002,1.1370,-0.5077,-0.1712,0.0891,1.0305%,1.3458%,41.3778%,1.5899%
10107,16MAR2015,252,0.4350%,-0.0002,1.1236,-0.4846,-0.1514,0.0862,1.0345%,1.3456%,40.8995%,-1.4824%
10107,17MAR2015,252,0.3248%,-0.0002,1.1223,-0.4785,-0.1456,0.0908,1.0356%,1.3446%,40.6838%,0.7835%
10107,18MAR2015,252,1.9307%,-0.0003,1.1182,-0.5108,-0.1466,0.0682,1.0148%,1.3273%,41.5430%,0.5433%
10107,19MAR2015,252,-0.5059%,-0.0003,1.1171,-0.5097,-0.1493,0.0693,1.0148%,1.3269%,41.5030%,0.1230%
10107,20MAR2015,252,1.4071%,-0.0003,1.1121,-0.5100,-0.2011,0.0570,1.0070%,1.3191%,41.7238%,0.5334%
10107,23MAR2015,252,-0.0583%,-0.0003,1.1117,-0.5083,-0.2008,0.0564,1.0072%,1.3188%,41.6684%,0.3342%
10107,24MAR2015,252,0.1050%,-0.0004,1.1095,-0.4928,-0.2284,0.0616,1.0052%,1.3178%,41.8195%,0.9453%
10107,25MAR2015,252,-3.3566%,-0.0004,1.1255,-0.4887,-0.2598,0.0699,1.0098%,1.3348%,42.7657%,-1.8120%
10107,26MAR2015,252,-0.6030%,-0.0004,1.1240,-0.5009,-0.2662,0.0612,1.0088%,1.3325%,42.6872%,-0.3120%
10107,27MAR2015,252,-0.5824%,-0.0004,1.1250,-0.5083,-0.2738,0.0409,1.0086%,1.3312%,42.5925%,-0.9510%
10107,30MAR2015,252,-0.0244%,-0.0005,1.1053,-0.5004,-0.3000,0.0478,1.0049%,1.3229%,42.2979%,-1.4166%
10107,31MAR2015,252,-0.7446%,-0.0006,1.0989,-0.5110,-0.3050,0.0379,1.0028%,1.3194%,42.2352%,0.4120%
10107,01APR2015,252,0.1599%,-0.0005,1.0946,-0.5050,-0.2897,0.0369,1.0043%,1.3179%,41.9276%,0.8859%
10107,02APR2015,252,-1.0560%,-0.0006,1.0907,-0.5043,-0.2939,0.0457,1.0075%,1.3195%,41.7065%,-1.3781%
10107,06APR2015,252,3.1149%,-0.0005,1.1089,-0.5295,-0.3280,-0.0154,1.0174%,1.3329%,41.7350%,2.3359%
10107,07APR2015,252,-0.0361%,-0.0004,1.1001,-0.5482,-0.3282,-0.0456,1.0128%,1.3210%,41.2242%,0.0436%
10107,08APR2015,252,-0.2649%,-0.0005,1.1079,-0.5460,-0.3112,-0.0372,1.0112%,1.3211%,41.4146%,-0.5521%
10107,09APR2015,252,0.1449%,-0.0005,1.1054,-0.5359,-0.3029,-0.0279,1.0119%,1.3211%,41.3379%,-0.7454%
10107,10APR2015,252,0.5786%,-0.0005,1.1036,-0.5356,-0.2990,-0.0318,1.0117%,1.3177%,41.0544%,-0.0798%
10107,13APR2015,252,0.0959%,-0.0004,1.0941,-0.5276,-0.2840,-0.0367,1.0129%,1.3060%,39.8504%,0.8567%
10107,14APR2015,252,-0.2634%,-0.0005,1.0980,-0.5241,-0.2838,-0.0255,1.0123%,1.3058%,39.9028%,-0.4771%
10107,15APR2015,252,1.4526%,-0.0004,1.1097,-0.5286,-0.2810,-0.0532,1.0124%,1.3088%,40.1737%,1.0161%
10107,16APR2015,252,-0.2248%,-0.0004,1.1068,-0.5252,-0.2844,-0.0547,1.0114%,1.3059%,40.0165%,-0.2070%
10107,17APR2015,252,-1.2927%,-0.0004,1.1048,-0.5243,-0.2838,-0.0592,1.0111%,1.3047%,39.9412%,-0.1231%
10107,20APR2015,252,3.0998%,-0.0003,1.1181,-0.5176,-0.2790,-0.0495,1.0181%,1.3174%,40.2771%,2.0747%
10107,21APR2015,252,-0.6293%,-0.0003,1.1205,-0.5176,-0.2789,-0.0574,1.0181%,1.3180%,40.3366%,-0.5652%
10107,22APR2015,252,0.8209%,-0.0003,1.1216,-0.5169,-0.2779,-0.0562,1.0181%,1.3189%,40.4163%,0.1596%
10107,23APR2015,252,0.8259%,-0.0002,1.1218,-0.5168,-0.2704,-0.0582,1.0183%,1.3189%,40.3828%,0.5670%
10107,24APR2015,252,10.4522%,0.0001,1.1345,-0.6072,-0.3661,-0.0388,1.1950%,1.4724%,34.1319%,9.9414%
10107,27APR2015,252,0.3342%,0.0001,1.1379,-0.6025,-0.3644,-0.0350,1.1945%,1.4725%,34.1984%,0.6788%
10107,28APR2015,252,2.3423%,0.0002,1.1379,-0.5491,-0.2253,0.0067,1.1994%,1.4721%,33.6221%,2.5006%
10107,29APR2015,252,-0.1933%,0.0002,1.1437,-0.5544,-0.2219,0.0219,1.1946%,1.4709%,34.0472%,0.0056%
10107,30APR2015,252,-0.8561%,0.0002,1.1445,-0.5515,-0.2174,0.0272,1.1940%,1.4720%,34.2030%,0.0074%
10107,01MAY2015,252,0.0308%,0.0002,1.1350,-0.5432,-0.2062,0.0148,1.1952%,1.4704%,33.9295%,-1.4481%
10107,04MAY2015,252,-0.8529%,0.0002,1.1324,-0.5430,-0.2104,0.0112,1.1970%,1.4706%,33.7449%,-1.1505%
10107,05MAY2015,252,-1.3267%,0.0003,1.1328,-0.5512,-0.2275,0.0115,1.1950%,1.4726%,34.1446%,0.0482%
10107,06MAY2015,252,-2.7731%,0.0002,1.1412,-0.5748,-0.2429,-0.0060,1.2024%,1.4822%,34.1869%,-2.1070%
10107,07MAY2015,252,0.9075%,0.0002,1.1409,-0.5739,-0.2498,-0.0033,1.2027%,1.4821%,34.1581%,0.4269%
10107,08MAY2015,252,2.2484%,0.0002,1.1455,-0.5746,-0.2520,-0.0010,1.2029%,1.4881%,34.6599%,0.5246%
10107,11MAY2015,252,-0.7958%,0.0002,1.1456,-0.5725,-0.2536,-0.0020,1.2028%,1.4890%,34.7496%,0.0372%
10107,12MAY2015,252,-0.0422%,0.0002,1.1426,-0.5816,-0.2592,-0.0091,1.2026%,1.4877%,34.6570%,0.2911%
10107,13MAY2015,252,0.5808%,0.0001,1.1413,-0.5613,-0.2553,-0.0053,1.2003%,1.4840%,34.5816%,0.5733%
10107,14MAY2015,252,2.2992%,0.0002,1.1457,-0.5757,-0.2733,-0.0042,1.2014%,1.4901%,34.9949%,1.0113%
10107,15MAY2015,252,-0.8723%,0.0002,1.1418,-0.5662,-0.2631,0.0033,1.2032%,1.4876%,34.5753%,-1.1267%
10107,18MAY2015,252,-0.5901%,0.0001,1.1406,-0.5758,-0.2699,-0.0046,1.2040%,1.4879%,34.5193%,-0.6997%
10107,19MAY2015,252,-0.2499%,0.0002,1.1417,-0.5712,-0.2657,-0.0017,1.2038%,1.4879%,34.5492%,-0.1477%
10107,20MAY2015,252,0.0000%,0.0001,1.1431,-0.5679,-0.2669,-0.0028,1.2036%,1.4878%,34.5541%,0.1475%
10107,21MAY2015,252,-0.3363%,0.0001,1.1380,-0.5609,-0.2659,0.0006,1.2040%,1.4847%,34.2347%,-0.7627%
10107,22MAY2015,252,-1.0966%,0.0001,1.1411,-0.5532,-0.2663,-0.0029,1.2045%,1.4859%,34.2809%,-0.9456%
10107,26MAY2015,252,-0.6610%,0.0001,1.1378,-0.5499,-0.2637,0.0016,1.2048%,1.4866%,34.3174%,0.4762%
10107,27MAY2015,252,2.1893%,0.0002,1.1451,-0.5411,-0.2586,0.0154,1.2071%,1.4925%,34.5923%,1.2297%
10107,28MAY2015,252,-0.3361%,0.0002,1.1449,-0.5426,-0.2561,0.0167,1.2068%,1.4924%,34.6125%,-0.1147%
10107,29MAY2015,252,-1.2434%,0.0002,1.1474,-0.5435,-0.2582,0.0148,1.2073%,1.4940%,34.6948%,-0.5659%
10107,01JUN2015,252,0.7896%,0.0001,1.1465,-0.5344,-0.2646,0.0161,1.2057%,1.4920%,34.7016%,0.5097%
10107,02JUN2015,252,-0.6564%,0.0001,1.1472,-0.5422,-0.2591,0.0231,1.2050%,1.4925%,34.8117%,-0.3535%
10107,03JUN2015,252,-0.1492%,0.0002,1.1465,-0.5475,-0.2491,0.0282,1.2023%,1.4903%,34.9076%,-0.1938%
10107,04JUN2015,252,-1.0459%,0.0002,1.1474,-0.5468,-0.2485,0.0287,1.2023%,1.4920%,35.0578%,-0.0963%
10107,05JUN2015,252,-0.4745%,0.0001,1.1398,-0.5868,-0.2598,0.0293,1.1956%,1.4863%,35.2835%,-0.0696%
10107,08JUN2015,252,-0.8886%,0.0001,1.1393,-0.5892,-0.2607,0.0302,1.1955%,1.4870%,35.3635%,-0.1061%
10107,09JUN2015,252,-0.1749%,0.0001,1.1393,-0.5854,-0.2656,0.0276,1.1955%,1.4866%,35.3277%,-0.2830%
10107,10JUN2015,252,2.1030%,0.0001,1.1465,-0.5843,-0.2584,0.0268,1.1964%,1.4919%,35.6902%,0.8816%
10107,11JUN2015,252,-0.3647%,0.0001,1.1447,-0.5846,-0.2619,0.0235,1.1970%,1.4916%,35.5939%,-0.7010%
10107,12JUN2015,252,-1.0121%,0.0001,1.1461,-0.5859,-0.2636,0.0234,1.1970%,1.4924%,35.6689%,-0.0687%
10107,15JUN2015,252,-1.0768%,0.0000,1.1459,-0.5837,-0.2557,0.0257,1.1952%,1.4910%,35.7345%,-0.5379%
10107,16JUN2015,252,0.7807%,0.0000,1.1468,-0.5849,-0.2437,0.0290,1.1947%,1.4912%,35.8125%,0.1835%
10107,17JUN2015,252,0.3055%,0.0000,1.1457,-0.5891,-0.2494,0.0275,1.1944%,1.4911%,35.8357%,-0.2060%
10107,18JUN2015,252,1.6315%,0.0001,1.1544,-0.5945,-0.2546,0.0301,1.1927%,1.4943%,36.2958%,0.5005%
10107,19JUN2015,252,-1.3271%,0.0001,1.1572,-0.6013,-0.2561,0.0274,1.1927%,1.4967%,36.4995%,-0.5604%
10107,22JUN2015,252,0.2820%,0.0000,1.1554,-0.6031,-0.2598,0.0246,1.1928%,1.4966%,36.4770%,-0.4109%
10107,23JUN2015,252,-0.6922%,-0.0000,1.1548,-0.6044,-0.2668,0.0261,1.1928%,1.4967%,36.4933%,-0.6039%
10107,24JUN2015,252,-0.5990%,-0.0000,1.1532,-0.6045,-0.2659,0.0264,1.1929%,1.4967%,36.4823%,0.2725%
10107,25JUN2015,252,0.0329%,0.0000,1.1507,-0.6036,-0.2676,0.0297,1.1931%,1.4962%,36.4178%,0.4660%
10107,26JUN2015,252,-0.8543%,-0.0000,1.1501,-0.6041,-0.2774,0.0281,1.1934%,1.4965%,36.4039%,-0.8093%
10107,29JUN2015,252,-1.9664%,-0.0000,1.1448,-0.6121,-0.2706,0.0340,1.1911%,1.4999%,36.9370%,0.2793%
10107,30JUN2015,252,-0.4958%,-0.0000,1.1442,-0.6055,-0.2475,0.0353,1.1901%,1.4979%,36.8713%,-0.8978%
10107,01JUL2015,252,0.6682%,-0.0000,1.1432,-0.5996,-0.2554,0.0239,1.1905%,1.4982%,36.8615%,-0.5396%
10107,02JUL2015,252,-0.1012%,-0.0000,1.1433,-0.5977,-0.2539,0.0256,1.1906%,1.4982%,36.8518%,-0.3379%
10107,06JUL2015,252,-0.0225%,0.0000,1.1448,-0.5931,-0.2485,0.0322,1.1898%,1.4981%,36.9250%,0.3325%
10107,07JUL2015,252,-0.2027%,-0.0001,1.1420,-0.5707,-0.2292,0.0449,1.1915%,1.4980%,36.7368%,-1.1312%
10107,08JUL2015,252,-0.1354%,0.0000,1.1223,-0.5629,-0.2173,0.0617,1.1965%,1.4977%,36.1696%,1.7729%
10107,09JUL2015,252,0.6329%,0.0001,1.1261,-0.5694,-0.2191,0.0636,1.1949%,1.4980%,36.3676%,0.3872%
10107,10JUL2015,252,0.2022%,0.0000,1.1181,-0.5695,-0.2153,0.0515,1.1974%,1.4980%,36.1103%,-1.2415%
10107,13JUL2015,252,2.0847%,0.0000,1.1227,-0.5692,-0.2165,0.0498,1.1975%,1.5024%,36.4721%,0.6724%
10107,14JUL2015,252,0.1757%,0.0000,1.1231,-0.5699,-0.2168,0.0521,1.1972%,1.5024%,36.4987%,-0.2253%
10107,15JUL2015,252,0.3069%,-0.0000,1.1234,-0.5624,-0.2369,0.0511,1.1961%,1.5019%,36.5691%,-0.0059%
10107,16JUL2015,252,1.9668%,-0.0001,1.1175,-0.5398,-0.2757,0.0532,1.1797%,1.4876%,37.1165%,0.8200%
10107,17JUL2015,252,-0.0857%,-0.0003,1.1348,-0.5157,-0.2519,0.0756,1.1715%,1.4863%,37.8797%,-0.6421%
10107,20JUL2015,252,0.6435%,-0.0002,1.1398,-0.5118,-0.2560,0.0786,1.1704%,1.4867%,38.0196%,0.0383%
