PERMNO,DATE,n,RET,vwretd,swbeta,swalpha,ivol,tvol,R2
14593,20JAN2016,252,0.13%,-1.06%,1.14,0.00,1.23%,1.69%,47.09%
14593,21JAN2016,252,-0.51%,0.57%,1.13,0.00,1.24%,1.69%,46.31%
14593,22JAN2016,252,5.32%,2.25%,1.13,0.00,1.26%,1.71%,45.67%
14593,25JAN2016,252,-1.95%,-1.67%,1.13,0.00,1.28%,1.72%,44.34%
14593,26JAN2016,252,0.55%,1.59%,1.13,0.00,1.28%,1.72%,44.42%
14593,27JAN2016,252,-6.57%,-1.05%,1.09,0.00,1.37%,1.76%,38.79%
14593,28JAN2016,252,0.72%,0.50%,1.13,0.00,1.29%,1.72%,43.41%
14593,29JAN2016,252,3.45%,2.46%,1.15,0.00,1.26%,1.72%,46.48%
14593,01FEB2016,252,-0.93%,-0.04%,1.15,0.00,1.26%,1.72%,46.66%
14593,02FEB2016,252,-2.02%,-2.01%,1.15,0.00,1.26%,1.72%,46.61%
14593,03FEB2016,252,1.98%,0.57%,1.16,0.00,1.26%,1.73%,46.49%
14593,04FEB2016,252,0.80%,0.37%,1.15,0.00,1.27%,1.73%,45.65%
14593,05FEB2016,252,-2.67%,-1.96%,1.15,0.00,1.27%,1.74%,46.80%
14593,08FEB2016,252,1.05%,-1.70%,1.11,0.00,1.29%,1.74%,44.54%
14593,09FEB2016,252,-0.02%,-0.31%,1.11,0.00,1.29%,1.74%,44.48%
14593,10FEB2016,252,-0.76%,0.03%,1.11,0.00,1.29%,1.73%,44.78%
14593,11FEB2016,252,-0.60%,-1.20%,1.09,0.00,1.30%,1.73%,43.71%
14593,12FEB2016,252,0.31%,2.02%,1.07,0.00,1.30%,1.72%,42.85%
14593,16FEB2016,252,2.82%,1.77%,1.09,0.00,1.28%,1.73%,45.26%
14593,17FEB2016,252,1.53%,1.81%,1.09,0.00,1.28%,1.74%,45.52%
14593,18FEB2016,252,-1.90%,-0.42%,1.08,0.00,1.29%,1.74%,44.57%
14593,19FEB2016,252,-0.23%,-0.02%,1.08,0.00,1.30%,1.74%,44.53%
14593,22FEB2016,252,0.87%,1.43%,1.08,0.00,1.30%,1.74%,44.47%
14593,23FEB2016,252,-2.26%,-1.18%,1.07,0.00,1.30%,1.74%,43.56%
14593,24FEB2016,252,1.49%,0.50%,1.07,0.00,1.30%,1.74%,43.69%
14593,25FEB2016,252,0.69%,1.10%,1.07,0.00,1.29%,1.73%,44.27%
14593,26FEB2016,252,0.16%,0.03%,1.07,0.00,1.29%,1.73%,44.49%
14593,29FEB2016,252,-0.23%,-0.59%,1.07,0.00,1.28%,1.73%,44.74%
14593,01MAR2016,252,3.97%,2.24%,1.09,0.00,1.29%,1.75%,45.60%
14593,02MAR2016,252,0.22%,0.57%,1.08,0.00,1.29%,1.75%,45.53%
14593,03MAR2016,252,0.74%,0.56%,1.08,0.00,1.29%,1.75%,45.65%
14593,04MAR2016,252,1.49%,0.42%,1.08,0.00,1.29%,1.75%,45.38%
14593,07MAR2016,252,-1.11%,0.32%,1.09,-0.00,1.29%,1.75%,45.77%
14593,08MAR2016,252,-0.82%,-1.36%,1.09,-0.00,1.28%,1.75%,45.95%
14593,09MAR2016,252,0.09%,0.56%,1.09,-0.00,1.28%,1.74%,45.83%
14593,10MAR2016,252,0.05%,-0.13%,1.09,-0.00,1.28%,1.74%,45.93%
14593,11MAR2016,252,1.08%,1.75%,1.08,-0.00,1.28%,1.74%,45.90%
14593,14MAR2016,252,0.25%,-0.16%,1.09,-0.00,1.27%,1.74%,46.24%
14593,15MAR2016,252,2.01%,-0.45%,1.09,-0.00,1.28%,1.74%,46.11%
14593,16MAR2016,252,1.33%,0.75%,1.07,-0.00,1.29%,1.74%,45.36%
14593,17MAR2016,252,-0.16%,0.83%,1.07,-0.00,1.29%,1.74%,45.02%
14593,18MAR2016,252,0.11%,0.39%,1.07,-0.00,1.28%,1.74%,45.27%
14593,21MAR2016,252,-0.01%,0.05%,1.07,-0.00,1.28%,1.73%,45.56%
14593,22MAR2016,252,0.76%,-0.04%,1.07,-0.00,1.28%,1.73%,45.26%
14593,23MAR2016,252,-0.55%,-0.95%,1.07,-0.00,1.28%,1.73%,45.17%
14593,24MAR2016,252,-0.43%,-0.01%,1.06,-0.00,1.29%,1.73%,44.57%
14593,28MAR2016,252,-0.45%,0.08%,1.06,-0.00,1.28%,1.73%,44.76%
14593,29MAR2016,252,2.37%,1.11%,1.07,-0.00,1.28%,1.73%,45.60%
14593,30MAR2016,252,1.75%,0.45%,1.08,-0.00,1.27%,1.73%,46.06%
14593,31MAR2016,252,-0.52%,-0.09%,1.08,-0.00,1.27%,1.73%,46.14%
14593,01APR2016,252,0.92%,0.47%,1.08,-0.00,1.27%,1.73%,46.08%
14593,04APR2016,252,1.03%,-0.44%,1.07,-0.00,1.27%,1.73%,45.56%
14593,05APR2016,252,-1.18%,-1.00%,1.07,-0.00,1.28%,1.73%,45.38%
14593,06APR2016,252,1.05%,1.11%,1.07,0.00,1.27%,1.73%,45.46%
14593,07APR2016,252,-2.18%,-1.17%,1.07,-0.00,1.28%,1.73%,45.07%
14593,08APR2016,252,0.11%,0.43%,1.07,0.00,1.28%,1.73%,44.94%
14593,11APR2016,252,0.33%,-0.18%,1.07,-0.00,1.28%,1.73%,45.08%
14593,12APR2016,252,1.30%,1.04%,1.07,-0.00,1.28%,1.73%,45.41%
14593,13APR2016,252,1.45%,1.13%,1.08,-0.00,1.28%,1.73%,45.88%
14593,14APR2016,252,0.05%,-0.05%,1.08,-0.00,1.28%,1.73%,45.90%
14593,15APR2016,252,-2.01%,-0.06%,1.07,-0.00,1.29%,1.74%,45.26%
14593,18APR2016,252,-2.16%,0.68%,1.06,-0.00,1.30%,1.74%,44.25%
14593,19APR2016,252,-0.53%,0.45%,1.06,-0.00,1.29%,1.74%,44.50%
14593,20APR2016,252,0.21%,0.12%,1.06,-0.00,1.29%,1.74%,44.65%
14593,21APR2016,252,-1.08%,-0.53%,1.06,-0.00,1.29%,1.74%,44.52%
14593,22APR2016,252,-0.27%,0.18%,1.06,-0.00,1.29%,1.73%,44.45%
14593,25APR2016,252,-0.57%,-0.28%,1.06,-0.00,1.29%,1.73%,44.42%
14593,26APR2016,252,-0.69%,0.34%,1.06,-0.00,1.29%,1.73%,44.58%
14593,27APR2016,252,-6.26%,0.27%,1.06,-0.00,1.34%,1.77%,42.56%
14593,28APR2016,252,-3.06%,-0.86%,1.06,-0.00,1.35%,1.78%,42.50%
14593,29APR2016,252,-1.15%,-0.45%,1.06,-0.00,1.34%,1.78%,42.67%
14593,02MAY2016,252,-0.11%,0.67%,1.06,-0.00,1.33%,1.77%,43.16%
14593,03MAY2016,252,1.64%,-1.11%,1.05,-0.00,1.34%,1.77%,42.35%
14593,04MAY2016,252,-1.04%,-0.62%,1.05,-0.00,1.34%,1.76%,42.36%
14593,05MAY2016,252,-0.40%,-0.05%,1.05,-0.00,1.34%,1.76%,42.28%
14593,06MAY2016,252,-0.56%,0.35%,1.05,-0.00,1.34%,1.76%,42.07%
14593,09MAY2016,252,0.08%,-0.02%,1.05,-0.00,1.34%,1.76%,41.93%
14593,10MAY2016,252,0.68%,1.23%,1.05,-0.00,1.34%,1.76%,42.08%
14593,11MAY2016,252,-0.97%,-0.83%,1.05,-0.00,1.34%,1.76%,41.97%
14593,12MAY2016,252,-2.35%,-0.08%,1.06,-0.00,1.34%,1.77%,42.68%
14593,13MAY2016,252,0.20%,-0.80%,1.05,-0.00,1.33%,1.76%,42.44%
14593,16MAY2016,252,3.71%,1.02%,1.05,-0.00,1.36%,1.77%,41.23%
14593,17MAY2016,252,-0.42%,-0.86%,1.05,-0.00,1.36%,1.77%,41.20%
14593,18MAY2016,252,1.14%,-0.08%,1.04,-0.00,1.37%,1.78%,40.70%
14593,19MAY2016,252,-0.38%,-0.38%,1.04,-0.00,1.37%,1.78%,40.68%
14593,20MAY2016,252,1.08%,0.76%,1.04,-0.00,1.37%,1.78%,40.72%
14593,23MAY2016,252,1.27%,-0.18%,1.06,-0.00,1.36%,1.78%,41.67%
14593,24MAY2016,252,1.52%,1.31%,1.06,-0.00,1.35%,1.77%,42.07%
14593,25MAY2016,252,1.76%,0.73%,1.07,-0.00,1.34%,1.77%,42.99%
14593,26MAY2016,252,0.79%,-0.02%,1.07,-0.00,1.34%,1.77%,43.23%
14593,27MAY2016,252,-0.06%,0.44%,1.07,-0.00,1.34%,1.77%,43.16%
14593,31MAY2016,252,-0.49%,-0.03%,1.07,-0.00,1.34%,1.77%,43.10%
14593,01JUN2016,252,-1.40%,0.24%,1.06,-0.00,1.34%,1.78%,42.84%
14593,02JUN2016,252,-0.75%,0.36%,1.06,-0.00,1.34%,1.78%,42.73%
14593,03JUN2016,252,0.20%,-0.19%,1.07,-0.00,1.34%,1.78%,42.82%
14593,06JUN2016,252,0.73%,0.62%,1.06,-0.00,1.34%,1.78%,42.69%
14593,07JUN2016,252,0.41%,0.21%,1.06,-0.00,1.34%,1.78%,42.78%
14593,08JUN2016,252,-0.09%,0.36%,1.06,-0.00,1.34%,1.78%,42.79%
14593,09JUN2016,252,0.72%,-0.28%,1.06,-0.00,1.35%,1.78%,42.34%
14593,10JUN2016,252,-0.82%,-1.12%,1.06,-0.00,1.35%,1.78%,42.44%
14593,13JUN2016,252,-1.51%,-0.81%,1.06,-0.00,1.34%,1.78%,42.83%
14593,14JUN2016,252,0.12%,-0.28%,1.06,-0.00,1.34%,1.78%,42.74%
14593,15JUN2016,252,-0.33%,-0.05%,1.06,-0.00,1.34%,1.78%,42.74%
14593,16JUN2016,252,0.42%,0.19%,1.06,-0.00,1.34%,1.78%,42.83%
14593,17JUN2016,252,-2.28%,-0.17%,1.06,-0.00,1.36%,1.78%,42.14%
14593,20JUN2016,252,-0.24%,0.73%,1.06,-0.00,1.35%,1.78%,42.26%
14593,21JUN2016,252,0.85%,0.23%,1.06,-0.00,1.35%,1.78%,42.38%
14593,22JUN2016,252,-0.38%,-0.19%,1.06,-0.00,1.35%,1.78%,42.30%
14593,23JUN2016,252,0.58%,1.44%,1.07,-0.00,1.35%,1.78%,42.71%
14593,24JUN2016,252,-2.81%,-3.67%,1.05,-0.00,1.35%,1.79%,43.14%
14593,27JUN2016,252,-1.46%,-2.04%,1.04,-0.00,1.35%,1.79%,43.06%
14593,28JUN2016,252,1.68%,1.81%,1.04,-0.00,1.35%,1.79%,43.10%
14593,29JUN2016,252,0.87%,1.76%,1.03,-0.00,1.35%,1.79%,43.35%
14593,30JUN2016,252,1.27%,1.32%,1.03,-0.00,1.34%,1.79%,43.75%
14593,01JUL2016,252,0.30%,0.30%,1.03,-0.00,1.34%,1.79%,43.79%
14593,05JUL2016,252,-0.94%,-0.82%,1.03,-0.00,1.34%,1.79%,43.75%
14593,06JUL2016,252,0.57%,0.54%,1.03,-0.00,1.35%,1.79%,43.53%
14593,07JUL2016,252,0.43%,-0.07%,1.03,-0.00,1.34%,1.79%,43.76%
14593,08JUL2016,252,0.77%,1.55%,1.02,-0.00,1.34%,1.78%,43.89%
14593,11JUL2016,252,0.31%,0.42%,1.01,-0.00,1.34%,1.78%,43.07%
14593,12JUL2016,252,0.45%,0.80%,1.00,-0.00,1.35%,1.77%,42.26%
14593,13JUL2016,252,-0.56%,-0.02%,1.00,-0.00,1.35%,1.77%,42.17%
14593,14JUL2016,252,1.98%,0.47%,1.00,-0.00,1.35%,1.78%,41.89%
14593,15JUL2016,252,-0.01%,-0.08%,1.00,-0.00,1.35%,1.77%,41.92%
14593,18JUL2016,252,1.06%,0.26%,1.00,-0.00,1.35%,1.77%,41.75%
14593,19JUL2016,252,0.04%,-0.24%,1.00,-0.00,1.34%,1.77%,42.31%
14593,20JUL2016,252,0.09%,0.46%,1.00,-0.00,1.34%,1.77%,42.21%
14593,21JUL2016,252,-0.53%,-0.33%,0.99,-0.00,1.33%,1.75%,41.86%
14593,22JUL2016,252,-0.77%,0.45%,0.99,-0.00,1.33%,1.75%,42.05%
14593,25JUL2016,252,-1.34%,-0.32%,1.00,-0.00,1.33%,1.75%,41.96%
14593,26JUL2016,252,-0.69%,0.16%,1.00,-0.00,1.33%,1.75%,41.95%
14593,27JUL2016,252,6.50%,-0.13%,1.00,-0.00,1.39%,1.79%,40.12%
14593,28JUL2016,252,1.35%,0.17%,1.01,-0.00,1.39%,1.80%,40.41%
14593,29JUL2016,252,-0.12%,0.26%,1.01,-0.00,1.39%,1.80%,40.50%
14593,01AUG2016,252,1.77%,-0.23%,1.00,-0.00,1.39%,1.80%,39.95%
14593,02AUG2016,252,-1.48%,-0.71%,1.00,-0.00,1.39%,1.79%,39.92%
14593,03AUG2016,252,1.25%,0.44%,1.00,-0.00,1.38%,1.79%,40.04%
14593,04AUG2016,252,0.61%,0.08%,1.00,-0.00,1.38%,1.79%,40.36%
14593,05AUG2016,252,1.52%,0.81%,1.01,-0.00,1.38%,1.79%,40.64%
14593,08AUG2016,252,0.83%,0.01%,1.01,-0.00,1.38%,1.79%,40.78%
14593,09AUG2016,252,0.41%,0.11%,1.01,-0.00,1.36%,1.77%,41.43%
14593,10AUG2016,252,-0.74%,-0.26%,1.01,-0.00,1.31%,1.74%,43.40%
14593,11AUG2016,252,-0.06%,0.48%,1.02,-0.00,1.30%,1.74%,43.99%
14593,12AUG2016,252,0.23%,-0.05%,1.02,-0.00,1.30%,1.74%,44.05%
14593,15AUG2016,252,1.20%,0.40%,1.02,-0.00,1.30%,1.74%,43.82%
14593,16AUG2016,252,-0.09%,-0.55%,1.02,-0.00,1.30%,1.74%,43.77%
14593,17AUG2016,252,-0.15%,0.10%,1.02,-0.00,1.30%,1.74%,43.72%
14593,18AUG2016,252,-0.13%,0.34%,1.01,-0.00,1.31%,1.74%,43.08%
14593,19AUG2016,252,0.26%,-0.18%,1.01,-0.00,1.32%,1.73%,41.90%
14593,22AUG2016,252,-0.78%,-0.04%,0.90,-0.00,1.39%,1.69%,32.27%
14593,23AUG2016,252,0.31%,0.28%,0.94,-0.00,1.39%,1.68%,31.23%
14593,24AUG2016,252,-0.75%,-0.60%,0.95,-0.00,1.39%,1.68%,31.85%
14593,25AUG2016,252,-0.43%,-0.07%,0.90,-0.00,1.39%,1.64%,28.20%
14593,26AUG2016,252,-0.59%,-0.18%,0.88,-0.00,1.41%,1.63%,25.50%
14593,29AUG2016,252,-0.11%,0.52%,0.88,-0.00,1.41%,1.63%,25.34%
14593,30AUG2016,252,-0.77%,-0.15%,0.88,-0.00,1.41%,1.63%,25.30%
14593,31AUG2016,252,0.09%,-0.26%,0.86,-0.00,1.40%,1.61%,24.21%
14593,01SEP2016,252,0.59%,0.07%,0.88,-0.00,1.36%,1.59%,26.15%
14593,02SEP2016,252,0.94%,0.59%,0.88,-0.00,1.36%,1.58%,26.57%
14593,06SEP2016,252,-0.03%,0.34%,0.88,-0.00,1.35%,1.58%,26.64%
14593,07SEP2016,252,0.61%,0.08%,0.88,-0.00,1.34%,1.57%,27.25%
14593,08SEP2016,252,-2.62%,-0.21%,0.92,-0.00,1.32%,1.58%,29.57%
14593,09SEP2016,252,-2.26%,-2.50%,0.92,-0.00,1.32%,1.58%,30.45%
14593,12SEP2016,252,2.24%,1.34%,0.91,-0.00,1.34%,1.58%,28.70%
14593,13SEP2016,252,2.38%,-1.59%,0.90,-0.00,1.35%,1.59%,27.76%
14593,14SEP2016,252,3.54%,-0.05%,0.88,-0.00,1.37%,1.60%,26.34%
14593,15SEP2016,252,3.40%,1.01%,0.90,-0.00,1.39%,1.62%,26.40%
14593,16SEP2016,252,-0.56%,-0.39%,0.89,-0.00,1.38%,1.61%,26.09%
14593,19SEP2016,252,-1.17%,0.14%,0.90,-0.00,1.38%,1.61%,26.28%
14593,20SEP2016,252,-0.01%,-0.04%,0.91,-0.00,1.37%,1.61%,27.53%
14593,21SEP2016,252,-0.02%,1.19%,0.90,-0.00,1.37%,1.61%,27.00%
14593,22SEP2016,252,0.94%,0.78%,0.92,-0.00,1.36%,1.61%,27.90%
14593,23SEP2016,252,-1.67%,-0.60%,0.92,-0.00,1.36%,1.61%,28.36%
14593,26SEP2016,252,0.15%,-0.82%,0.92,-0.00,1.36%,1.61%,28.15%
14593,27SEP2016,252,0.19%,0.51%,0.93,-0.00,1.36%,1.60%,27.73%
14593,28SEP2016,252,0.76%,0.67%,0.91,-0.00,1.36%,1.59%,27.20%
14593,29SEP2016,252,-1.55%,-0.92%,0.92,-0.00,1.36%,1.59%,26.91%
14593,30SEP2016,252,0.78%,0.78%,0.93,-0.00,1.36%,1.59%,27.43%
14593,03OCT2016,252,-0.47%,-0.31%,0.94,-0.00,1.36%,1.59%,27.37%
14593,04OCT2016,252,0.43%,-0.56%,0.96,-0.00,1.36%,1.59%,27.67%
14593,05OCT2016,252,0.04%,0.50%,0.95,-0.00,1.36%,1.59%,27.15%
14593,06OCT2016,252,0.74%,-0.07%,0.96,-0.00,1.36%,1.59%,27.51%
14593,07OCT2016,252,0.15%,-0.38%,0.98,-0.00,1.35%,1.59%,28.45%
14593,10OCT2016,252,1.74%,0.56%,0.96,-0.00,1.35%,1.59%,27.36%
14593,11OCT2016,252,0.22%,-1.26%,0.96,-0.00,1.36%,1.59%,27.10%
14593,12OCT2016,252,0.89%,0.09%,0.96,-0.00,1.36%,1.59%,26.87%
14593,13OCT2016,252,-0.31%,-0.33%,0.96,-0.00,1.36%,1.59%,27.02%
14593,14OCT2016,252,0.56%,-0.03%,0.95,-0.00,1.36%,1.58%,26.66%
14593,17OCT2016,252,-0.07%,-0.25%,0.96,-0.00,1.35%,1.58%,27.13%
14593,18OCT2016,252,-0.07%,0.66%,0.96,-0.00,1.35%,1.58%,27.05%
14593,19OCT2016,252,-0.30%,0.30%,0.97,-0.00,1.34%,1.58%,27.73%
14593,20OCT2016,252,-0.05%,-0.16%,0.97,-0.00,1.34%,1.58%,27.67%
14593,21OCT2016,252,-0.39%,-0.01%,0.97,-0.00,1.34%,1.58%,27.35%
14593,24OCT2016,252,0.90%,0.44%,0.94,-0.00,1.35%,1.57%,26.08%
14593,25OCT2016,252,0.51%,-0.44%,0.94,-0.00,1.33%,1.55%,26.59%
14593,26OCT2016,252,-2.25%,-0.28%,0.96,-0.00,1.33%,1.56%,27.21%
14593,27OCT2016,252,-0.96%,-0.40%,0.95,-0.00,1.31%,1.54%,27.46%
14593,28OCT2016,252,-0.66%,-0.26%,0.95,-0.00,1.31%,1.54%,27.33%
14593,31OCT2016,252,-0.16%,0.04%,0.95,-0.00,1.31%,1.54%,27.51%
14593,01NOV2016,252,-1.81%,-0.68%,0.96,-0.00,1.31%,1.54%,27.83%
14593,02NOV2016,252,0.09%,-0.77%,0.94,-0.00,1.31%,1.54%,27.20%
14593,03NOV2016,252,-1.07%,-0.39%,0.95,-0.00,1.31%,1.54%,27.49%
14593,04NOV2016,252,-0.90%,-0.12%,0.94,-0.00,1.32%,1.54%,27.02%
14593,07NOV2016,252,1.44%,2.09%,0.94,-0.00,1.31%,1.54%,27.36%
14593,08NOV2016,252,0.59%,0.39%,0.94,-0.00,1.31%,1.54%,27.91%
14593,09NOV2016,252,-0.16%,1.21%,0.91,-0.00,1.31%,1.53%,26.70%
14593,10NOV2016,252,-2.79%,0.20%,0.89,-0.00,1.33%,1.54%,25.03%
14593,11NOV2016,252,0.59%,0.03%,0.90,-0.00,1.33%,1.54%,25.45%
14593,14NOV2016,252,-2.51%,0.24%,0.88,-0.00,1.34%,1.54%,23.93%
14593,15NOV2016,252,1.32%,0.79%,0.88,-0.00,1.34%,1.54%,24.17%
14593,16NOV2016,252,2.69%,-0.15%,0.90,-0.00,1.34%,1.54%,24.95%
14593,17NOV2016,252,-0.04%,0.46%,0.89,-0.00,1.33%,1.53%,24.45%
14593,18NOV2016,252,0.10%,-0.14%,0.87,-0.00,1.33%,1.53%,23.91%
14593,21NOV2016,252,1.52%,0.78%,0.88,-0.00,1.33%,1.53%,24.14%
14593,22NOV2016,252,0.06%,0.30%,0.88,-0.00,1.33%,1.53%,24.34%
14593,23NOV2016,252,-0.51%,0.09%,0.88,-0.00,1.33%,1.53%,24.23%
14593,25NOV2016,252,0.50%,0.36%,0.88,-0.00,1.33%,1.53%,24.27%
14593,28NOV2016,252,-0.20%,-0.60%,0.88,-0.00,1.33%,1.53%,24.25%
14593,29NOV2016,252,-0.10%,0.10%,0.88,-0.00,1.33%,1.53%,24.15%
14593,30NOV2016,252,-0.84%,-0.15%,0.87,-0.00,1.33%,1.53%,24.08%
14593,01DEC2016,252,-0.93%,-0.42%,0.88,-0.00,1.33%,1.53%,24.01%
14593,02DEC2016,252,0.37%,0.07%,0.88,-0.00,1.33%,1.53%,24.00%
14593,05DEC2016,252,-0.72%,0.73%,0.88,-0.00,1.31%,1.51%,24.84%
14593,06DEC2016,252,0.77%,0.48%,0.88,-0.00,1.31%,1.52%,25.29%
14593,07DEC2016,252,0.98%,1.24%,0.89,-0.00,1.31%,1.52%,25.82%
14593,08DEC2016,252,0.98%,0.37%,0.89,-0.00,1.30%,1.51%,25.84%
14593,09DEC2016,252,1.63%,0.39%,0.89,-0.00,1.30%,1.51%,26.34%
14593,12DEC2016,252,-0.57%,-0.25%,0.89,-0.00,1.30%,1.51%,25.64%
14593,13DEC2016,252,1.67%,0.58%,0.88,-0.00,1.31%,1.51%,24.99%
14593,14DEC2016,252,0.00%,-0.96%,0.92,-0.00,1.29%,1.50%,26.98%
14593,15DEC2016,252,0.55%,0.36%,0.92,-0.00,1.29%,1.50%,26.81%
14593,16DEC2016,252,0.13%,-0.12%,0.91,-0.00,1.29%,1.50%,26.29%
14593,19DEC2016,252,0.58%,0.21%,0.89,-0.00,1.29%,1.49%,25.10%
14593,20DEC2016,252,0.27%,0.43%,0.89,-0.00,1.29%,1.49%,25.21%
14593,21DEC2016,252,0.09%,-0.25%,0.91,-0.00,1.28%,1.49%,25.58%
14593,22DEC2016,252,-0.66%,-0.27%,0.91,-0.00,1.28%,1.48%,25.24%
14593,23DEC2016,252,0.20%,0.18%,0.91,-0.00,1.28%,1.48%,25.35%
14593,27DEC2016,252,0.64%,0.25%,0.91,-0.00,1.28%,1.48%,25.42%
14593,28DEC2016,252,-0.43%,-0.80%,0.91,-0.00,1.28%,1.48%,25.68%
14593,29DEC2016,252,-0.03%,0.06%,0.91,-0.00,1.27%,1.48%,25.53%
14593,30DEC2016,252,-0.78%,-0.40%,0.88,-0.00,1.28%,1.47%,24.02%
14593,03JAN2017,252,0.28%,0.82%,0.90,-0.00,1.28%,1.47%,24.64%
14593,04JAN2017,252,-0.11%,0.86%,0.85,-0.00,1.29%,1.46%,22.28%
14593,05JAN2017,252,0.51%,-0.09%,0.83,-0.00,1.30%,1.46%,20.97%
14593,06JAN2017,252,1.11%,0.23%,0.74,-0.00,1.31%,1.43%,16.18%
14593,09JAN2017,252,0.92%,-0.39%,0.78,-0.00,1.30%,1.43%,17.33%
14593,10JAN2017,252,0.10%,0.13%,0.79,-0.00,1.30%,1.43%,17.91%
14593,11JAN2017,252,0.54%,0.32%,0.80,-0.00,1.29%,1.43%,19.01%
14593,12JAN2017,252,-0.42%,-0.26%,0.80,-0.00,1.28%,1.42%,18.85%
14593,13JAN2017,252,-0.18%,0.28%,0.83,-0.00,1.25%,1.41%,21.08%
14593,17JAN2017,252,0.81%,-0.37%,0.82,-0.00,1.25%,1.40%,20.62%
14593,18JAN2017,252,-0.01%,0.14%,0.81,-0.00,1.25%,1.40%,20.25%
14593,19JAN2017,252,-0.18%,-0.39%,0.82,-0.00,1.25%,1.40%,20.48%
14593,20JAN2017,252,0.18%,0.36%,0.83,-0.00,1.25%,1.40%,20.82%
14593,23JAN2017,252,0.07%,-0.19%,0.81,-0.00,1.22%,1.37%,20.76%
14593,24JAN2017,252,-0.09%,0.84%,0.81,-0.00,1.20%,1.36%,21.49%
14593,25JAN2017,252,1.59%,0.81%,0.81,-0.00,1.20%,1.36%,22.05%
14593,26JAN2017,252,0.05%,-0.12%,0.84,-0.00,1.11%,1.29%,26.54%
14593,27JAN2017,252,0.01%,-0.16%,0.84,-0.00,1.11%,1.29%,26.08%
14593,30JAN2017,252,-0.26%,-0.71%,0.81,-0.00,1.11%,1.27%,24.04%
14593,31JAN2017,252,-0.23%,0.08%,0.82,-0.00,1.11%,1.27%,24.20%
14593,01FEB2017,252,6.10%,0.03%,0.81,-0.00,1.17%,1.32%,21.57%
14593,02FEB2017,252,-0.17%,0.06%,0.82,-0.00,1.15%,1.31%,22.70%
14593,03FEB2017,252,0.43%,0.78%,0.82,-0.00,1.15%,1.31%,23.11%
14593,06FEB2017,252,0.94%,-0.27%,0.79,-0.00,1.16%,1.30%,20.88%
14593,07FEB2017,252,0.95%,-0.05%,0.87,-0.00,1.13%,1.30%,24.19%
14593,08FEB2017,252,0.39%,0.12%,0.88,-0.00,1.13%,1.30%,24.50%
14593,09FEB2017,252,0.72%,0.65%,0.87,-0.00,1.13%,1.30%,24.14%
14593,10FEB2017,252,-0.23%,0.41%,0.86,-0.00,1.13%,1.30%,23.87%
14593,13FEB2017,252,0.89%,0.47%,0.89,-0.00,1.13%,1.30%,24.86%
14593,14FEB2017,252,1.30%,0.39%,0.84,-0.00,1.15%,1.29%,20.83%
14593,15FEB2017,252,0.36%,0.48%,0.84,-0.00,1.15%,1.29%,20.05%
14593,16FEB2017,252,-0.12%,-0.13%,0.86,-0.00,1.14%,1.28%,21.04%
14593,17FEB2017,252,0.28%,0.19%,0.86,-0.00,1.14%,1.28%,21.13%
14593,21FEB2017,252,0.72%,0.58%,0.86,-0.00,1.14%,1.28%,21.27%
14593,22FEB2017,252,0.30%,-0.17%,0.87,-0.00,1.12%,1.27%,21.88%
14593,23FEB2017,252,-0.42%,-0.09%,0.87,-0.00,1.12%,1.27%,21.99%
14593,24FEB2017,252,0.10%,0.04%,0.87,-0.00,1.12%,1.27%,21.90%
14593,27FEB2017,252,0.20%,0.20%,0.87,-0.00,1.12%,1.27%,21.82%
14593,28FEB2017,252,0.04%,-0.47%,0.87,-0.00,1.12%,1.27%,21.86%
14593,01MAR2017,252,2.04%,1.34%,0.83,-0.00,1.12%,1.25%,19.70%
14593,02MAR2017,252,-0.59%,-0.69%,0.84,-0.00,1.12%,1.25%,19.65%
14593,03MAR2017,252,0.59%,0.09%,0.84,-0.00,1.13%,1.25%,19.00%
14593,06MAR2017,252,-0.31%,-0.38%,0.82,-0.00,1.13%,1.25%,18.48%
14593,07MAR2017,252,0.13%,-0.34%,0.81,-0.00,1.13%,1.25%,17.91%
14593,08MAR2017,252,-0.37%,-0.32%,0.81,-0.00,1.13%,1.25%,17.92%
14593,09MAR2017,252,-0.23%,-0.02%,0.81,-0.00,1.13%,1.25%,17.90%
14593,10MAR2017,252,0.33%,0.35%,0.80,-0.00,1.13%,1.25%,17.77%
14593,13MAR2017,252,0.04%,0.17%,0.81,-0.00,1.13%,1.25%,17.68%
14593,14MAR2017,252,-0.15%,-0.42%,0.81,-0.00,1.13%,1.25%,17.55%
14593,15MAR2017,252,1.06%,1.01%,0.81,-0.00,1.13%,1.24%,17.79%
14593,16MAR2017,252,0.16%,-0.06%,0.81,-0.00,1.13%,1.24%,17.53%
14593,17MAR2017,252,-0.50%,-0.08%,0.82,-0.00,1.12%,1.24%,18.04%
14593,20MAR2017,252,1.05%,-0.23%,0.80,-0.00,1.13%,1.24%,17.01%
14593,21MAR2017,252,-1.15%,-1.36%,0.81,-0.00,1.13%,1.24%,17.37%
14593,22MAR2017,252,1.13%,0.18%,0.80,-0.00,1.13%,1.24%,17.09%
14593,23MAR2017,252,-0.35%,0.02%,0.80,-0.00,1.13%,1.24%,17.01%
14593,24MAR2017,252,-0.20%,-0.03%,0.80,-0.00,1.13%,1.24%,16.84%
